full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Jacob Ortiz,Jacob,Ortiz,jacobortiz16@compass.com,(619) 890-4139,Sotheby's International Realty,Tampa,FL,Tampa,FL195692,FL,7,18,7200000,83,B,B,4.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Janet Reyes,Janet,Reyes,janet.reyes@outlook.com,(559) 205-6956,Sotheby's International Realty,Birmingham,AL,Birmingham,AL843388,AL,4,22,4840000,78,B,B,4.8,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephanie Kim,Stephanie,Kim,stephanie.kim@hotmail.com,(407) 878-6895,Marcus & Millichap,Denver,CO,Denver,CO125155,CO,5,60,33000000,93,A,A,3.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Debra Jimenez,Debra,Jimenez,debra_jimenez@century21.com,(334) 539-9296,Zillow Premier Agent,Omaha,NE,Omaha,NE203111,NE,5,12,2760000,85,B,B,4.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Stephen Sanchez,Stephen,Sanchez,stephensanchez@gmail.com,(601) 211-6003,Redfin,Denver,CO,Denver,CO928070,CO,5,20,11000000,68,A,A,3.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Jones,Kevin,Jones,joneskevin@hotmail.com,(303) 692-6004,Corcoran Global Living,Omaha,NE,Omaha,NE961836,NE,1,8,1840000,75,B,B,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Pamela Richardson,Pamela,Richardson,pamela_richardson@outlook.com,(314) 657-5996,RE/MAX,Washington,DC,Washington,DC728555,DC,8,25,17500000,80,A,A,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joseph Morris,Joseph,Morris,joseph.morris@coldwellbanker.com,(806) 424-1999,Berkshire Hathaway HomeServices,St. Louis,MO,St. Louis,MO280436,MO,4,18,4680000,67,B,B,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Lee,Donald,Lee,leedonald@exp.com,(541) 244-6549,Century 21,Little Rock,AR,Little Rock,AR909331,AR,2,10,1950000,61,C,C,3.4,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ryan Morgan,Ryan,Morgan,ryanmorgan74@century21.com,(801) 698-7261,Independent Agent,Detroit,MI,Detroit,MI396287,MI,8,4,1100000,72,B,B,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
James Young,James,Young,jyoung@aol.com,(407) 952-2931,Windermere Real Estate,Los Angeles,CA,Los Angeles,CA399719,CA,3,40,30000000,86,A,A,4.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dorothy Green,Dorothy,Green,green.d@century21.com,(303) 831-2872,Redfin,Minneapolis,MN,Minneapolis,MN598153,MN,3,35,12250000,90,A,A,4.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Elizabeth Rivera,Elizabeth,Rivera,elizabethrivera@compass.com,(614) 881-3350,Marcus & Millichap,Winston-Salem,NC,Winston-Salem,NC894286,NC,1,15,4650000,90,C,C,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Smith,Donald,Smith,smithdonald@weichert.com,(912) 802-3972,Independent Agent,St. Louis,MO,St. Louis,MO241709,MO,5,8,2080000,60,B,B,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Laura Cooper,Laura,Cooper,cooper.l@weichert.com,(213) 516-9817,Cushman & Wakefield,Des Moines,IA,Des Moines,IA312306,IA,7,6,1230000,80,C,C,3.7,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kenneth Kim,Kenneth,Kim,kennethkim42@exp.com,(901) 724-4595,Zillow Premier Agent,San Francisco,CA,San Francisco,CA370744,CA,12,35,26250000,100,A,A,3.1,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicole Chavez,Nicole,Chavez,nchavez@sothebysrealty.com,(619) 956-9863,United Real Estate,Bend,OR,Bend,OR662118,OR,4,28,14000000,90,C,C,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jennifer Sanders,Jennifer,Sanders,jsanders@weichert.com,(801) 661-1775,Weichert Realtors,Jackson,MS,Jackson,MS987922,MS,3,8,1440000,71,C,C,3.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Rachel Nguyen,Rachel,Nguyen,rachelnguyen14@weichert.com,(601) 316-6093,Century 21,Austin,TX,Austin,TX276484,TX,3,25,8750000,91,A,A,5.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
George Baker,George,Baker,george_baker@kw.com,(205) 848-9786,Corcoran Global Living,Salt Lake City,UT,Salt Lake City,UT500183,UT,1,8,4000000,66,B,B,4.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Timothy Kelly,Timothy,Kelly,tkelly@realtor.com,(423) 297-3153,Weichert Realtors,Madison,WI,Madison,WI499614,WI,3,12,3300000,81,C,C,3.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Rachel Edwards,Rachel,Edwards,racheledwards5@exp.com,(404) 357-4953,Independent Agent,Nashville,TN,Nashville,TN514005,TN,6,50,16000000,78,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jennifer Martinez,Jennifer,Martinez,martinezjennifer@exp.com,(405) 298-8394,Better Homes and Gardens Real Estate,Mobile,AL,Mobile,AL417015,AL,5,8,1760000,78,C,C,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Robert Mitchell,Robert,Mitchell,robertmitchell@sothebysrealty.com,(619) 365-8153,Compass,Charleston,SC,Charleston,SC688665,SC,4,12,3480000,74,C,C,3.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Frank Jones,Frank,Jones,frank.jones@sothebysrealty.com,(316) 354-5548,CBRE,Philadelphia,PA,Philadelphia,PA119596,PA,3,12,3480000,63,A,A,5.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joshua Peterson,Joshua,Peterson,petersonjoshua@coldwellbanker.com,(602) 940-9001,Realty ONE Group,Boston,MA,Boston,MA337760,MA,6,35,22750000,81,A,A,3.1,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Janet Jimenez,Janet,Jimenez,jimenez.j@coldwellbanker.com,(716) 514-3752,CBRE,Louisville,KY,Louisville,KY790832,KY,6,18,4050000,73,B,B,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
George Evans,George,Evans,evans.g@sothebysrealty.com,(702) 957-2063,Local Brokerage,Montgomery,AL,Montgomery,AL408123,AL,2,3,660000,83,C,C,4.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
David Phillips,David,Phillips,david.phillips@compass.com,(512) 208-9953,ERA Real Estate,Buffalo,NY,Buffalo,NY185718,NY,1,8,6800000,80,B,B,4.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jeffrey Nelson,Jeffrey,Nelson,jeffreynelson@kw.com,(503) 977-4371,Better Homes and Gardens Real Estate,San Jose,CA,San Jose,CA855184,CA,10,25,18750000,100,A,A,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Richard Rodriguez,Richard,Rodriguez,rodriguez.r@yahoo.com,(515) 838-6767,Windermere Real Estate,Orlando,FL,Orlando,FL187192,FL,6,45,18000000,91,B,B,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jessica Turner,Jessica,Turner,jessicaturner@realtor.com,(412) 645-8787,Sotheby's International Realty,Dallas,TX,Dallas,TX812583,TX,4,30,10500000,74,A,A,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Janet Sanchez,Janet,Sanchez,janet_sanchez@exp.com,(575) 848-6130,Century 21,Memphis,TN,Memphis,TN494756,TN,6,10,3200000,69,B,B,4.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donna Morales,Donna,Morales,moralesdonna@gmail.com,(816) 672-5807,Keller Williams,Fresno,CA,Fresno,CA475299,CA,2,28,21000000,78,B,B,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Edward Williams,Edward,Williams,edward.williams@aol.com,(404) 897-5360,Marcus & Millichap,Baltimore,MD,Baltimore,MD468620,MD,3,10,4250000,64,B,B,4.3,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Stewart,Cynthia,Stewart,stewartcynthia@realtor.com,(215) 202-1062,Redfin,Charleston,SC,Charleston,SC200724,SC,1,6,1740000,75,C,C,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Rachel Cooper,Rachel,Cooper,rachel_cooper@outlook.com,(916) 569-5116,Zillow Premier Agent,San Jose,CA,San Jose,CA528135,CA,3,35,26250000,85,A,A,4.7,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Hughes,Kevin,Hughes,kevin_hughes@exp.com,(414) 469-3342,Berkshire Hathaway HomeServices,Austin,TX,Austin,TX806754,TX,5,40,14000000,97,A,A,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Shirley Allen,Shirley,Allen,sallen@century21.com,(828) 214-5104,Compass,San Diego,CA,San Diego,CA644087,CA,3,30,22500000,89,A,A,4.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sharon Cruz,Sharon,Cruz,cruzsharon@sothebysrealty.com,(208) 418-1524,Redfin,Tampa,FL,Tampa,FL393850,FL,5,12,4800000,84,B,B,4.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephen Moore,Stephen,Moore,stephenmoore@outlook.com,(213) 808-7609,eXp Realty,Portland,OR,Portland,OR909611,OR,15,30,15000000,94,A,A,4.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Robinson,John,Robinson,johnrobinson@compass.com,(575) 237-6607,Sotheby's International Realty,Washington,DC,Washington,DC948390,DC,4,12,8400000,71,A,A,3.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Linda Reed,Linda,Reed,reed.l@sothebysrealty.com,(601) 992-3287,Windermere Real Estate,Boston,MA,Boston,MA767094,MA,3,40,26000000,74,A,A,3.3,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Maria Adams,Maria,Adams,mariaadams@realtor.com,(716) 739-7004,Weichert Realtors,Boston,MA,Boston,MA484078,MA,5,25,16250000,79,A,A,3.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Catherine Castillo,Catherine,Castillo,castillocatherine@yahoo.com,(775) 976-6993,Better Homes and Gardens Real Estate,Sacramento,CA,Sacramento,CA516238,CA,2,8,6000000,73,B,B,4.8,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
George Evans,George,Evans,gevans@outlook.com,(919) 271-8270,Corcoran Global Living,Tucson,AZ,Tucson,AZ458743,AZ,7,45,20250000,96,B,B,4.6,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Larry Long,Larry,Long,larrylong85@sothebysrealty.com,(303) 536-6418,Local Brokerage,St. Louis,MO,St. Louis,MO589119,MO,10,8,2080000,83,B,B,4.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Ward,Gary,Ward,ward.g@yahoo.com,(334) 351-6375,Zillow Premier Agent,San Diego,CA,San Diego,CA676998,CA,6,16,12000000,84,A,A,4.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Donna Moore,Donna,Moore,donnamoore@century21.com,(916) 485-9870,Local Brokerage,San Diego,CA,San Diego,CA904942,CA,10,12,9000000,81,A,A,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ronald Gray,Ronald,Gray,ronald.gray@kw.com,(951) 803-9015,Keller Williams,Los Angeles,CA,Los Angeles,CA693548,CA,6,20,15000000,73,A,A,3.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jessica Long,Jessica,Long,jessica.long@kw.com,(402) 896-6859,Corcoran Global Living,Houston,TX,Houston,TX799539,TX,15,25,8750000,100,A,A,3.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Laura Scott,Laura,Scott,scottlaura@weichert.com,(970) 468-6685,Marcus & Millichap,Spokane,WA,Spokane,WA672455,WA,5,6,3600000,64,C,C,4.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Pamela King,Pamela,King,pking@coldwellbanker.com,(479) 481-3382,ERA Real Estate,Las Vegas,NV,Las Vegas,NV428309,NV,3,10,4250000,69,B,B,3.9,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dorothy Jackson,Dorothy,Jackson,jacksondorothy@century21.com,(585) 825-8898,Windermere Real Estate,Des Moines,IA,Des Moines,IA791760,IA,5,8,1640000,63,C,C,3.7,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carolyn Young,Carolyn,Young,carolynyoung@hotmail.com,(260) 380-6554,CBRE,Minneapolis,MN,Minneapolis,MN246894,MN,7,35,12250000,100,A,A,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kenneth Ross,Kenneth,Ross,rosskenneth@hotmail.com,(501) 234-8909,ERA Real Estate,Minneapolis,MN,Minneapolis,MN161440,MN,5,25,8750000,94,A,A,3.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Jones,Nicholas,Jones,nicholasjones@homesmart.com,(575) 446-2756,JPMorgan Real Estate,Austin,TX,Austin,TX101338,TX,6,60,21000000,86,A,A,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Stephen Wood,Stephen,Wood,wood.s@coldwellbanker.com,(515) 894-9691,Berkshire Hathaway HomeServices,San Antonio,TX,San Antonio,TX833201,TX,6,12,4200000,73,B,B,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
David Flores,David,Flores,davidflores48@compass.com,(614) 412-3837,Coldwell Banker,Chicago,IL,Chicago,IL507122,IL,15,35,10500000,93,A,A,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Mitchell,Donald,Mitchell,dmitchell@hotmail.com,(919) 411-1661,Corcoran Global Living,Des Moines,IA,Des Moines,IA730958,IA,3,10,2050000,69,C,C,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria King,Maria,King,kingmaria@realtor.com,(314) 516-4040,Berkshire Hathaway HomeServices,Bend,OR,Bend,OR988413,OR,2,10,5000000,67,C,C,3.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Katherine White,Katherine,White,kwhite@kw.com,(404) 526-5185,United Real Estate,New York,NY,New York,NY721176,NY,7,35,29750000,100,A,A,5.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Benjamin James,Benjamin,James,benjamin.james@aol.com,(520) 557-8643,Sotheby's International Realty,Oklahoma City,OK,Oklahoma City,OK748080,OK,3,8,1680000,80,B,B,4.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicole Brooks,Nicole,Brooks,nbrooks@remax.com,(813) 757-7385,JPMorgan Real Estate,Birmingham,AL,Birmingham,AL105437,AL,2,4,880000,69,B,B,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Charles Mendoza,Charles,Mendoza,charlesmendoza61@homesmart.com,(541) 628-4770,CBRE,San Diego,CA,San Diego,CA460249,CA,4,12,9000000,71,A,A,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jeffrey Williams,Jeffrey,Williams,jwilliams@coldwellbanker.com,(816) 800-4772,Berkshire Hathaway HomeServices,St. Louis,MO,St. Louis,MO389849,MO,3,4,1040000,83,B,B,4.3,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joshua Jimenez,Joshua,Jimenez,joshua.jimenez@yahoo.com,(816) 822-2558,Cushman & Wakefield,Philadelphia,PA,Philadelphia,PA205676,PA,6,35,10150000,81,A,A,3.5,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Donna Hernandez,Donna,Hernandez,donna.hernandez@hotmail.com,(405) 783-8545,Corcoran Global Living,Los Angeles,CA,Los Angeles,CA238554,CA,4,25,18750000,95,A,A,4.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Anthony Harris,Anthony,Harris,anthonyharris@exp.com,(319) 395-4834,Compass,Richmond,VA,Richmond,VA840540,VA,5,4,1500000,72,B,B,4.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Helen Baker,Helen,Baker,helen.baker@kw.com,(504) 737-2687,RE/MAX,Columbus,OH,Columbus,OH107089,OH,10,35,8750000,75,B,B,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Michelle Gutierrez,Michelle,Gutierrez,michellegutierrez@exp.com,(619) 556-1986,RE/MAX,Chattanooga,TN,Chattanooga,TN369739,TN,3,6,1920000,70,C,C,3.6,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Benjamin Hernandez,Benjamin,Hernandez,benjamin.hernandez@coldwellbanker.com,(251) 579-9456,Weichert Realtors,Memphis,TN,Memphis,TN344142,TN,1,28,8960000,86,B,B,4.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Jessica Nguyen,Jessica,Nguyen,jessica.nguyen@homesmart.com,(775) 983-2047,Marcus & Millichap,Fort Wayne,IN,Fort Wayne,IN849102,IN,1,28,6720000,89,C,C,3.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Kimberly Moore,Kimberly,Moore,kimberly.moore@realtor.com,(520) 931-9019,Realty ONE Group,New York,NY,New York,NY221464,NY,10,60,51000000,95,A,A,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jason Howard,Jason,Howard,jhoward@sothebysrealty.com,(801) 292-4364,RE/MAX,Milwaukee,WI,Milwaukee,WI457274,WI,10,10,2750000,67,B,B,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Katherine Jackson,Katherine,Jackson,katherine.jackson@exp.com,(210) 778-2660,United Real Estate,Minneapolis,MN,Minneapolis,MN312462,MN,10,12,4200000,81,A,A,3.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephanie Price,Stephanie,Price,price.s@homesmart.com,(614) 462-9245,JPMorgan Real Estate,Baltimore,MD,Baltimore,MD718188,MD,4,10,4250000,85,B,B,4.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Helen Kim,Helen,Kim,helen_kim@outlook.com,(916) 511-4582,Cushman & Wakefield,Boston,MA,Boston,MA959527,MA,8,20,13000000,87,A,A,4.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Pamela Brooks,Pamela,Brooks,brookspamela@outlook.com,(828) 529-9733,RE/MAX,Phoenix,AZ,Phoenix,AZ930345,AZ,5,12,5400000,74,A,A,4.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Cook,Donald,Cook,cookdonald@kw.com,(313) 953-3824,Coldwell Banker,Fort Wayne,IN,Fort Wayne,IN757674,IN,1,10,2400000,72,C,C,3.5,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christine Ortiz,Christine,Ortiz,ortiz.c@kw.com,(414) 234-1003,HomeSmart,San Diego,CA,San Diego,CA868537,CA,5,12,9000000,83,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Shirley Morales,Shirley,Morales,shirleymorales26@remax.com,(719) 760-6243,Weichert Realtors,Lubbock,TX,Lubbock,TX683030,TX,4,3,1050000,73,C,C,3.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Maria Kelly,Maria,Kelly,maria_kelly@coldwellbanker.com,(801) 487-1106,JPMorgan Real Estate,Oklahoma City,OK,Oklahoma City,OK306746,OK,3,45,9450000,74,B,B,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
George James,George,James,jamesgeorge@kw.com,(916) 514-4563,Windermere Real Estate,St. Louis,MO,St. Louis,MO973970,MO,8,45,11700000,82,B,B,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Cooper,John,Cooper,johncooper@coldwellbanker.com,(336) 385-1973,CBRE,Albuquerque,NM,Albuquerque,NM708698,NM,8,10,2750000,90,C,C,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Charles Hall,Charles,Hall,chall@kw.com,(414) 630-6641,United Real Estate,Philadelphia,PA,Philadelphia,PA396378,PA,3,25,7250000,98,A,A,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Michelle Carter,Michelle,Carter,cartermichelle@kw.com,(912) 867-8231,CBRE,Pittsburgh,PA,Pittsburgh,PA899117,PA,8,12,3480000,73,B,B,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patrick Torres,Patrick,Torres,patrick.torres@aol.com,(608) 947-1733,Redfin,Miami,FL,Miami,FL155529,FL,4,35,14000000,74,A,A,3.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sandra Ramirez,Sandra,Ramirez,sandra_ramirez@homesmart.com,(412) 783-9939,eXp Realty,Austin,TX,Austin,TX652903,TX,6,12,4200000,92,A,A,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Amanda Alvarez,Amanda,Alvarez,amanda.alvarez@yahoo.com,(407) 894-4714,Marcus & Millichap,San Antonio,TX,San Antonio,TX872607,TX,5,22,7700000,77,B,B,4.0,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Donald Bailey,Donald,Bailey,bailey.d@coldwellbanker.com,(303) 542-2650,JLL,Austin,TX,Austin,TX879013,TX,7,20,7000000,92,A,A,4.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Angela Gomez,Angela,Gomez,gomez.a@gmail.com,(412) 969-1270,RE/MAX,Madison,WI,Madison,WI556173,WI,3,8,2200000,66,C,C,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
David Bailey,David,Bailey,baileydavid@century21.com,(813) 713-5180,United Real Estate,Denver,CO,Denver,CO493995,CO,7,8,4400000,84,A,A,4.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Deborah Evans,Deborah,Evans,deborah_evans@weichert.com,(806) 333-7090,ERA Real Estate,San Jose,CA,San Jose,CA174961,CA,15,20,15000000,80,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Dorothy Scott,Dorothy,Scott,scott.d@outlook.com,(713) 667-3909,Redfin,Portland,OR,Portland,OR293414,OR,5,25,12500000,93,A,A,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Jimenez,Gary,Jimenez,gary_jimenez@century21.com,(405) 682-9415,United Real Estate,Fort Wayne,IN,Fort Wayne,IN243805,IN,4,10,2400000,77,C,C,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jacob Nelson,Jacob,Nelson,jacob_nelson@weichert.com,(541) 277-6307,Realty ONE Group,Portland,OR,Portland,OR771337,OR,6,35,17500000,98,A,A,3.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michael Howard,Michael,Howard,michael_howard@homesmart.com,(479) 710-5106,Marcus & Millichap,Winston-Salem,NC,Winston-Salem,NC577780,NC,2,15,4650000,79,C,C,3.7,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Charles Watson,Charles,Watson,watsoncharles@exp.com,(801) 867-7537,Marcus & Millichap,New York,NY,New York,NY268105,NY,3,35,29750000,97,A,A,4.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Margaret Jimenez,Margaret,Jimenez,margaretjimenez@exp.com,(901) 366-1127,Realty ONE Group,Denver,CO,Denver,CO219611,CO,7,40,22000000,100,A,A,4.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kathleen Castillo,Kathleen,Castillo,kathleen_castillo@coldwellbanker.com,(215) 828-6868,Keller Williams,Winston-Salem,NC,Winston-Salem,NC321847,NC,4,6,1860000,76,C,C,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Carolyn Hall,Carolyn,Hall,carolynhall94@aol.com,(719) 652-8363,Sotheby's International Realty,Orlando,FL,Orlando,FL523590,FL,6,10,4000000,87,B,B,3.9,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Angela Ward,Angela,Ward,wardangela@remax.com,(317) 257-6606,CBRE,Charlotte,NC,Charlotte,NC341273,NC,5,10,3100000,83,B,B,3.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
