id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority_tier,cream_fit_score,source,scraped_at
CREAM-20260706-00152,Cynthia Morgan,cmorgan@gmail.com,(303) 899-7164,eXp Realty,San Francisco,CA,92157,16,58,A,68,Realtor.com,2026-07-06T22:46:36Z
CREAM-20260706-00153,Donald Jenkins,donaldjenkins@outlook.com,(786) 733-1162,8z Real Estate,Colorado Springs,CO,80648,23,29,A,64,Trade Show,2026-07-06T20:34:04Z
CREAM-20260706-00154,Jennifer Wright,jwright@re/max.com,(614) 660-7005,RE/MAX,Cleveland,OH,44605,4,25,A,73,Facebook,2026-07-06T02:50:55Z
CREAM-20260706-00155,Shirley Mitchell,shirley.mitchell@re/max.com,(305) 919-9992,RE/MAX,Houston,TX,79838,3,8,A,99,Realtor.com,2026-07-06T04:56:39Z
CREAM-20260706-00156,Aaron Alvarez,aalvarez@coldwellbanker.com,(214) 369-9818,Coldwell Banker,Raleigh,NC,28895,1,9,A,82,Brokerage Listings,2026-07-06T05:44:39Z
CREAM-20260706-00157,Amy Wood,amyw@outlook.com,(303) 949-3037,Howard Hanna,Greensboro,NC,28143,3,17,A,87,Referral Network,2026-07-06T17:31:12Z
CREAM-20260706-00158,Betty Martinez,betty_martinez@aol.com,(415) 572-5841,RE/MAX,St. Petersburg,FL,34831,0,1,A,89,Cold Outreach,2026-07-06T06:52:38Z
CREAM-20260706-00159,Betty Hughes,bettyh@allentate.com,(469) 735-1983,Allen Tate,Raleigh,NC,28950,4,9,A,78,Realtor.com,2026-07-06T00:53:08Z
CREAM-20260706-00160,Linda Baker,lindab@re/max.com,(214) 466-5214,RE/MAX,Tucson,AZ,86519,13,42,A,92,Facebook,2026-07-06T18:16:04Z
CREAM-20260706-00161,Laura Hall,laurahall@gmail.com,(980) 348-5361,RE/MAX,Raleigh,NC,28363,25,70,A,63,Website Lead,2026-07-06T08:27:57Z
CREAM-20260706-00162,Jerry Campbell,jerry.campbell@me.com,(334) 531-5043,Keller Williams,Dallas,TX,76338,22,37,A,82,Referral Network,2026-07-06T15:15:47Z
CREAM-20260706-00163,Patrick Chavez,patrickc@icloud.com,(256) 324-1271,Compass,Denver,CO,80215,8,20,A,70,Website Lead,2026-07-06T06:28:37Z
CREAM-20260706-00164,Christopher Johnson,cjohnson@yahoo.com,(786) 443-8971,Compass,Aurora,CO,80142,4,21,A,76,Website Lead,2026-07-06T13:26:14Z
CREAM-20260706-00165,Mary Richardson,mary_richardson@outlook.com,(980) 259-7832,eXp Realty,Tucson,AZ,85300,1,8,A,90,Referral Network,2026-07-06T04:49:21Z
CREAM-20260706-00166,Rebecca Watson,rebeccaw@gmail.com,(305) 758-8832,LIV Sotheby's,Colorado Springs,CO,80332,0,4,A,94,NAR Directory,2026-07-06T09:16:41Z
CREAM-20260706-00167,Joseph Adams,josepha@sothebysinternational.com,(334) 994-8162,Sotheby's International,Queens,NY,10334,2,7,A,86,Trade Show,2026-07-06T14:37:34Z
CREAM-20260706-00168,Jacob Stewart,jstewart@hotmail.com,(404) 518-9599,Coldwell Banker,Raleigh,NC,27897,2,4,A,88,Website Lead,2026-07-06T03:06:37Z
CREAM-20260706-00169,Jerry Mitchell,jerry.mitchell@me.com,(980) 493-8203,Compass,Colorado Springs,CO,80942,15,65,A,78,NAR Directory,2026-07-06T10:45:08Z
CREAM-20260706-00170,Thomas Roberts,thomasr@yahoo.com,(929) 674-6725,eXp Realty,Austin,TX,77821,20,27,A,86,Cold Outreach,2026-07-06T22:42:20Z
CREAM-20260706-00171,Cynthia Roberts,croberts@berkshirehathaway.com,(214) 490-3177,Berkshire Hathaway,Jacksonville,FL,34524,1,3,A,97,Brokerage Listings,2026-07-06T02:45:23Z
CREAM-20260706-00172,Eric Campbell,ericcampbell@outlook.com,(404) 934-6848,Berkshire Hathaway HomeServices,Long Beach,CA,96502,0,4,A,87,Brokerage Listings,2026-07-06T05:08:49Z
CREAM-20260706-00173,Kathleen Green,kathleen.green@aol.com,(919) 696-4520,RE/MAX,Sacramento,CA,93405,15,40,A,93,Referral Network,2026-07-06T21:50:07Z
CREAM-20260706-00174,Betty Stewart,betty.stewart@yahoo.com,(305) 592-8962,eXp Realty,Scottsdale,AZ,85998,21,42,A,91,LinkedIn,2026-07-06T20:32:39Z
CREAM-20260706-00175,William Kelly,williamkelly@gmail.com,(469) 228-6192,Keller Williams,Fort Worth,TX,78436,13,51,A,71,NAR Directory,2026-07-06T06:52:20Z
CREAM-20260706-00176,Pamela Morgan,pmorgan@coldwellbanker.com,(646) 651-2207,Coldwell Banker,Charlotte,NC,28243,8,37,A,93,Cold Outreach,2026-07-06T02:20:14Z
CREAM-20260706-00177,Debra Rogers,debrarogers@outlook.com,(614) 398-8309,Nest Seekers,Bronx,NY,10224,0,3,A,98,MLS Database,2026-07-06T14:42:10Z
CREAM-20260706-00178,Betty Kelly,bettyk@me.com,(714) 797-1121,eXp Realty,Cleveland,OH,45890,21,53,A,92,Referral Network,2026-07-06T15:27:31Z
CREAM-20260706-00179,Stephanie Alvarez,stephanie.alvarez@kellerwilliamsrealty.com,(512) 786-4869,Keller Williams Realty,Jacksonville,FL,34209,15,47,A,71,Realtor.com,2026-07-06T12:25:09Z
CREAM-20260706-00180,Christine Ramos,christiner@icloud.com,(404) 695-8965,Keller Williams Realty,San Francisco,CA,92397,14,59,A,61,Cold Outreach,2026-07-06T21:24:41Z
CREAM-20260706-00181,Elizabeth Wright,elizabeth.wright@exprealty.com,(786) 473-2900,eXp Realty,Tampa,FL,34850,4,9,A,92,MLS Database,2026-07-06T19:39:37Z
CREAM-20260706-00182,Ruth Hernandez,rhernandez@me.com,(214) 544-9100,eXp Realty,Colorado Springs,CO,81417,1,9,A,90,Website Lead,2026-07-06T23:54:36Z
CREAM-20260706-00183,Catherine Lopez,catherinel@outlook.com,(234) 581-3850,Keller Williams,Cincinnati,OH,44933,25,44,A,67,Website Lead,2026-07-06T16:04:22Z
CREAM-20260706-00184,Larry Kelly,larryk@exprealty.com,(972) 997-1981,eXp Realty,Greensboro,NC,27684,1,9,A,60,Facebook,2026-07-06T22:41:47Z
CREAM-20260706-00185,Emma Brooks,emma.brooks@re/max.com,(720) 770-3056,RE/MAX,Denver,CO,81222,5,13,A,63,Brokerage Listings,2026-07-06T01:44:20Z
CREAM-20260706-00186,Larry Moore,larry_moore@gmail.com,(212) 603-6545,RE/MAX,Fort Lauderdale,FL,32652,25,54,A,100,Website Lead,2026-07-06T01:08:05Z
CREAM-20260706-00187,Jason Mendoza,jasonm@huntingtonrealestate.com,(786) 668-2792,Huntington Real Estate,Cleveland,OH,43916,21,77,A,68,Referral Network,2026-07-06T06:35:49Z
CREAM-20260706-00188,Mary Diaz,mdiaz@yahoo.com,(646) 533-4512,Douglas Elliman,St. Petersburg,FL,32676,16,26,A,81,LinkedIn,2026-07-06T00:30:55Z
CREAM-20260706-00189,Jacob Foster,jacob.foster@alliebethallman.com,(415) 867-2205,Allie Beth Allman,El Paso,TX,75257,18,70,A,93,Referral Network,2026-07-06T07:47:56Z
CREAM-20260706-00190,Thomas Stewart,thomass@outlook.com,(919) 427-7908,Douglas Elliman,Orlando,FL,33731,10,27,A,92,Cold Outreach,2026-07-06T19:01:57Z
CREAM-20260706-00191,Linda Gutierrez,linda_gutierrez@gmail.com,(415) 945-2102,Russell Lyon Sotheby's,Scottsdale,AZ,85831,25,66,A,95,MLS Database,2026-07-06T21:45:01Z
CREAM-20260706-00192,Jessica Smith,jessica.smith@berkshirehathawayhomeservices.com,(256) 229-4923,Berkshire Hathaway HomeServices,San Jose,CA,93680,3,15,A,71,Brokerage Listings,2026-07-06T19:04:11Z
CREAM-20260706-00193,Justin Peterson,justinp@icloud.com,(786) 586-6556,Keller Williams Realty,Jacksonville,FL,32412,1,4,A,70,LinkedIn,2026-07-06T21:48:04Z
CREAM-20260706-00194,Donald Evans,donaldevans@outlook.com,(972) 671-4378,RE/MAX,Cincinnati,OH,44552,1,8,A,87,Referral Network,2026-07-06T19:36:36Z
CREAM-20260706-00195,Pamela Lee,pamelal@hotmail.com,(786) 383-6418,Coldwell Banker,Denver,CO,81458,2,9,A,69,NAR Directory,2026-07-06T09:38:30Z
CREAM-20260706-00196,George Davis,gdavis@aol.com,(310) 925-3210,Nest Seekers,Queens,NY,13867,5,22,A,75,NAR Directory,2026-07-06T01:32:42Z
CREAM-20260706-00197,Christopher Flores,christopher.flores@aol.com,(469) 557-3277,Cutler Real Estate,Cleveland,OH,44879,4,14,A,92,Brokerage Listings,2026-07-06T06:52:26Z
CREAM-20260706-00198,Dorothy Perry,dperry@outlook.com,(256) 973-3896,Compass,Denver,CO,81746,2,12,A,87,Trade Show,2026-07-06T23:36:06Z
CREAM-20260706-00199,Dorothy Ross,dross@outlook.com,(212) 334-6540,Keller Williams Realty,Tampa,FL,32142,0,2,A,71,Website Lead,2026-07-06T21:52:33Z
CREAM-20260706-00200,Christopher Kim,christopherk@aol.com,(404) 706-9103,Huntington Real Estate,Cleveland,OH,45774,17,75,A,85,Website Lead,2026-07-06T00:07:36Z
CREAM-20260706-00201,Amanda Rivera,arivera@exprealty.com,(214) 850-5195,eXp Realty,Tucson,AZ,85274,11,54,A,100,Cold Outreach,2026-07-06T23:48:10Z
CREAM-20260706-00202,Melissa Evans,melissa.evans@coldwellbanker.com,(972) 746-8312,Coldwell Banker,Colorado Springs,CO,81744,12,28,A,94,Facebook,2026-07-06T17:27:08Z
CREAM-20260706-00203,Shirley Long,shirleyl@berkshirehathaway.com,(919) 364-7776,Berkshire Hathaway,Raleigh,NC,28573,17,33,A,69,Realtor.com,2026-07-06T08:09:47Z
CREAM-20260706-00204,Raymond Gonzalez,rgonzalez@berkshirehathaway.com,(602) 510-7084,Berkshire Hathaway,Jacksonville,FL,34306,4,19,A,74,Brokerage Listings,2026-07-06T22:24:27Z
CREAM-20260706-00205,Maria Walker,mwalker@me.com,(512) 440-8785,Coldwell Banker,Sacramento,CA,93153,3,12,A,94,Facebook,2026-07-06T07:29:51Z
CREAM-20260706-00206,Gregory Smith,gregorysmith@outlook.com,(469) 881-5028,Allie Beth Allman,Austin,TX,79681,7,33,A,76,Facebook,2026-07-06T00:34:40Z
CREAM-20260706-00207,Joseph Lewis,joseph.lewis@huntingtonrealestate.com,(310) 949-6370,Huntington Real Estate,Columbus,OH,44467,4,20,A,86,Referral Network,2026-07-06T07:50:27Z
CREAM-20260706-00208,Diane Young,diane.young@aol.com,(512) 602-6164,eXp Realty,El Paso,TX,78348,0,0,A,95,Facebook,2026-07-06T01:49:23Z
CREAM-20260706-00209,Rebecca Chavez,rchavez@exprealty.com,(929) 786-4202,eXp Realty,Dallas,TX,79132,22,77,A,92,Facebook,2026-07-06T16:19:35Z
CREAM-20260706-00210,Christine Long,clong@coldwellbanker.com,(718) 406-5233,Coldwell Banker,Austin,TX,75672,19,61,A,85,Website Lead,2026-07-06T13:25:30Z
CREAM-20260706-00211,Nicole Walker,nicolew@yahoo.com,(512) 367-6113,Corcoran Group,Staten Island,NY,12581,12,41,A,69,Referral Network,2026-07-06T23:46:59Z
CREAM-20260706-00212,Eric Scott,eric_scott@aol.com,(929) 211-6571,HomeSmart,Mesa,AZ,85328,1,10,A,67,MLS Database,2026-07-06T20:52:35Z
CREAM-20260706-00213,Charles Mitchell,cmitchell@me.com,(980) 588-3922,RE/MAX,Scottsdale,AZ,86907,4,13,A,82,Cold Outreach,2026-07-06T06:36:43Z
CREAM-20260706-00214,Janet Ruiz,jruiz@coldwellbanker.com,(256) 811-8672,Coldwell Banker,Tampa,FL,32537,24,55,A,86,MLS Database,2026-07-06T15:10:19Z
CREAM-20260706-00215,Ashley Russell,ashley_russell@yahoo.com,(310) 890-8966,eXp Realty,Charlotte,NC,27437,25,49,A,86,Facebook,2026-07-06T11:31:12Z
CREAM-20260706-00216,Joshua Ramos,joshua.ramos@yahoo.com,(646) 985-4128,Coldwell Banker,Sacramento,CA,93186,1,8,A,94,Trade Show,2026-07-06T14:45:35Z
CREAM-20260706-00217,Laura Chavez,laura_chavez@gmail.com,(704) 793-9131,Corcoran Group,Queens,NY,14583,15,45,A,64,Referral Network,2026-07-06T16:57:06Z
CREAM-20260706-00218,Laura Perry,lperry@re/max.com,(303) 262-4877,RE/MAX,Raleigh,NC,27354,3,9,A,91,Cold Outreach,2026-07-06T13:54:46Z
CREAM-20260706-00219,Maria Evans,mevans@briggsfreemansothebys.com,(513) 710-4152,Briggs Freeman Sotheby's,Dallas,TX,75911,23,75,A,80,Realtor.com,2026-07-06T22:46:19Z
CREAM-20260706-00220,Raymond Green,rgreen@yahoo.com,(234) 415-4961,Pacific Sotheby's,San Diego,CA,94690,25,26,A,83,Facebook,2026-07-06T12:26:54Z
CREAM-20260706-00221,Ronald Sanchez,ronalds@berkshirehathaway.com,(404) 364-2655,Berkshire Hathaway,Jacksonville,FL,32167,1,4,A,100,Website Lead,2026-07-06T13:33:40Z
CREAM-20260706-00222,Timothy Kelly,timothykelly@icloud.com,(513) 242-6281,Keller Williams,Cleveland,OH,45382,24,61,A,71,Trade Show,2026-07-06T08:13:06Z
CREAM-20260706-00223,Nancy Jenkins,nancyjenkins@icloud.com,(256) 483-8578,eXp Realty,Tucson,AZ,85834,21,69,A,86,Facebook,2026-07-06T01:57:07Z
CREAM-20260706-00224,Stephen Richardson,stephen.richardson@huntingtonrealestate.com,(786) 465-5474,Huntington Real Estate,Cleveland,OH,44221,22,45,A,88,LinkedIn,2026-07-06T17:41:02Z
CREAM-20260706-00225,Frank Chavez,fchavez@longrealty.com,(310) 984-4574,Long Realty,Phoenix,AZ,85684,15,45,A,80,NAR Directory,2026-07-06T10:00:06Z
CREAM-20260706-00226,Angela Stewart,angela_stewart@gmail.com,(786) 672-9832,Allie Beth Allman,Austin,TX,76235,0,1,A,73,Facebook,2026-07-06T01:28:11Z
CREAM-20260706-00227,Susan Gray,sgray@icloud.com,(404) 648-1923,Sotheby's International,Los Angeles,CA,93710,4,22,A,92,NAR Directory,2026-07-06T15:53:30Z
CREAM-20260706-00228,Ryan Morris,ryan.morris@me.com,(714) 377-8990,Allen Tate,Greensboro,NC,27192,20,37,A,85,Referral Network,2026-07-06T00:09:05Z
CREAM-20260706-00229,Michelle Morris,michelle.morris@kellerwilliamsrealty.com,(919) 899-9069,Keller Williams Realty,Miami,FL,34949,10,36,A,78,NAR Directory,2026-07-06T05:17:48Z
CREAM-20260706-00230,Barbara Rogers,brogers@aol.com,(305) 898-1843,Berkshire Hathaway,Jacksonville,FL,34921,21,56,A,70,Trade Show,2026-07-06T02:11:00Z
CREAM-20260706-00231,Nancy Hill,nancyh@sothebysinternational.com,(334) 202-2937,Sotheby's International,Manhattan,NY,12521,5,14,A,88,Brokerage Listings,2026-07-06T23:42:01Z
CREAM-20260706-00232,Ronald Ward,ronaldw@corcorangroup.com,(334) 659-8542,Corcoran Group,New York City,NY,14601,6,38,A,92,Cold Outreach,2026-07-06T09:48:55Z
CREAM-20260706-00233,Rachel Martinez,rachelm@exprealty.com,(407) 323-6453,eXp Realty,Orlando,FL,32416,4,14,A,65,Trade Show,2026-07-06T18:18:15Z
CREAM-20260706-00234,Carol Cook,carol.cook@yahoo.com,(256) 343-5812,eXp Realty,Miami,FL,33712,15,47,A,94,Website Lead,2026-07-06T19:23:57Z
CREAM-20260706-00235,Jerry Jimenez,jerry.jimenez@yahoo.com,(334) 732-9203,Briggs Freeman Sotheby's,Austin,TX,79704,17,54,A,82,Cold Outreach,2026-07-06T23:55:40Z
CREAM-20260706-00236,Joseph Patel,jpatel@hotmail.com,(469) 991-9388,Douglas Elliman,Jacksonville,FL,34767,8,29,A,78,Cold Outreach,2026-07-06T06:03:48Z
CREAM-20260706-00237,Matthew Martin,mmartin@yahoo.com,(916) 703-6859,Briggs Freeman Sotheby's,Dallas,TX,79782,23,32,A,61,Facebook,2026-07-06T10:31:14Z
CREAM-20260706-00238,Timothy Ward,timothyw@yahoo.com,(469) 824-2218,Berkshire Hathaway,Tucson,AZ,86634,5,9,A,66,Cold Outreach,2026-07-06T22:27:16Z
CREAM-20260706-00239,Brandon Green,brandon.green@briggsfreemansothebys.com,(415) 949-8689,Briggs Freeman Sotheby's,Austin,TX,75564,3,10,A,88,Website Lead,2026-07-06T09:52:17Z
CREAM-20260706-00240,Elizabeth Jimenez,elizabeth_jimenez@hotmail.com,(704) 959-7958,Pacific Sotheby's,San Jose,CA,91203,20,26,A,66,Facebook,2026-07-06T00:35:18Z
CREAM-20260706-00241,Brandon Martin,brandon.martin@coldwellbanker.com,(334) 535-3136,Coldwell Banker,Jacksonville,FL,32382,18,34,A,87,Realtor.com,2026-07-06T18:09:45Z
CREAM-20260706-00242,Donna Turner,dturner@kellerwilliams.com,(805) 380-4371,Keller Williams,Colorado Springs,CO,80256,9,20,A,75,NAR Directory,2026-07-06T23:21:54Z
CREAM-20260706-00243,Benjamin Stewart,benjamins@coldwellbanker.com,(805) 500-7817,Coldwell Banker,Tucson,AZ,86915,24,36,A,93,Facebook,2026-07-06T21:33:13Z
CREAM-20260706-00244,Ronald Ruiz,ronald.ruiz@pacificsothebys.com,(234) 628-2724,Pacific Sotheby's,Sacramento,CA,92342,24,77,A,65,Cold Outreach,2026-07-06T11:53:57Z
CREAM-20260706-00245,William Brooks,william.brooks@yahoo.com,(415) 721-5159,Keller Williams,Raleigh,NC,28740,2,3,A,61,Trade Show,2026-07-06T22:16:24Z
CREAM-20260706-00246,Jonathan Howard,jonathanhoward@gmail.com,(305) 363-1469,Coldwell Banker,Jacksonville,FL,33210,0,5,A,80,LinkedIn,2026-07-06T03:25:08Z
CREAM-20260706-00247,Elizabeth Martin,elizabethm@gmail.com,(718) 608-8494,Coldwell Banker,Aurora,CO,80476,3,25,A,76,Brokerage Listings,2026-07-06T16:32:48Z
CREAM-20260706-00248,Debra Bennett,debra.bennett@outlook.com,(234) 296-4884,eXp Realty,Aurora,CO,81948,1,11,A,94,Facebook,2026-07-06T05:34:52Z
CREAM-20260706-00249,Amy Richardson,arichardson@yahoo.com,(614) 564-4192,Keller Williams,Denver,CO,80260,11,53,A,94,Realtor.com,2026-07-06T03:43:44Z
CREAM-20260706-00250,Emily Chavez,emilyc@gmail.com,(512) 242-9834,Compass,Colorado Springs,CO,80128,17,43,A,63,Facebook,2026-07-06T22:59:19Z
CREAM-20260706-00251,Emily Cooper,emilycooper@yahoo.com,(415) 332-8578,Keller Williams Realty,San Francisco,CA,96248,14,43,A,97,LinkedIn,2026-07-06T21:04:43Z
CREAM-20260706-00252,Patrick Murphy,patrick.murphy@gmail.com,(805) 549-2804,Brown Harris Stevens,Bronx,NY,13347,0,1,A,94,LinkedIn,2026-07-06T11:51:43Z
CREAM-20260706-00253,Steven Cruz,scruz@yahoo.com,(469) 294-6584,Douglas Elliman,Dallas,TX,75454,22,68,A,92,LinkedIn,2026-07-06T12:18:56Z
CREAM-20260706-00254,Daniel Nguyen,daniel_nguyen@outlook.com,(469) 767-7270,eXp Realty,Miami,FL,32448,0,1,A,87,Trade Show,2026-07-06T20:52:03Z
CREAM-20260706-00255,Kenneth Walker,kennethwalker@me.com,(714) 316-9468,Pacific Sotheby's,Oakland,CA,93935,4,19,A,82,NAR Directory,2026-07-06T15:01:27Z
CREAM-20260706-00256,John Alvarez,johnalvarez@gmail.com,(407) 845-7565,Russell Lyon Sotheby's,Scottsdale,AZ,85614,11,75,A,69,Trade Show,2026-07-06T13:44:57Z
CREAM-20260706-00257,Sharon Foster,sfoster@yahoo.com,(704) 970-9981,Berkshire Hathaway HomeServices,Sacramento,CA,93862,25,41,A,82,LinkedIn,2026-07-06T14:19:44Z
CREAM-20260706-00258,Donald Garcia,donaldg@icloud.com,(786) 413-9616,Berkshire Hathaway,Austin,TX,79840,7,18,A,86,Facebook,2026-07-06T04:55:07Z
CREAM-20260706-00259,Charles Thompson,charles_thompson@gmail.com,(713) 419-9606,Keller Williams,Phoenix,AZ,85248,18,80,A,100,Trade Show,2026-07-06T23:30:07Z
CREAM-20260706-00260,Richard Long,richard_long@yahoo.com,(512) 460-1096,Huntington Real Estate,Columbus,OH,43544,22,41,A,81,Referral Network,2026-07-06T21:21:06Z
CREAM-20260706-00261,Jessica Sanders,jsanders@berkshirehathaway.com,(334) 993-1834,Berkshire Hathaway,Charlotte,NC,27111,5,21,A,73,MLS Database,2026-07-06T13:06:37Z
CREAM-20260706-00262,Edward Myers,edwardm@berkshirehathaway.com,(786) 335-2072,Berkshire Hathaway,Mesa,AZ,85885,23,50,A,69,Cold Outreach,2026-07-06T11:06:55Z
CREAM-20260706-00263,William Lewis,williaml@me.com,(214) 484-6354,eXp Realty,Scottsdale,AZ,86717,2,8,A,84,Cold Outreach,2026-07-06T20:35:46Z
CREAM-20260706-00264,Daniel Phillips,daniel_phillips@me.com,(714) 801-6879,RE/MAX,Tucson,AZ,86614,1,12,A,69,MLS Database,2026-07-06T11:13:46Z
CREAM-20260706-00265,Patrick Brooks,patrick_brooks@yahoo.com,(805) 379-4913,Long Realty,Scottsdale,AZ,86807,5,24,A,65,Website Lead,2026-07-06T06:07:14Z
CREAM-20260706-00266,Jacob Cox,jcox@icloud.com,(334) 746-4855,Coldwell Banker,Charlotte,NC,27574,18,53,A,75,Website Lead,2026-07-06T14:51:35Z
CREAM-20260706-00267,Timothy Stewart,tstewart@douglaselliman.com,(919) 617-6907,Douglas Elliman,Houston,TX,77531,8,36,A,86,LinkedIn,2026-07-06T04:36:08Z
CREAM-20260706-00268,Rebecca Ward,rward@corcorangroup.com,(919) 762-6815,Corcoran Group,Bronx,NY,10907,12,36,A,94,MLS Database,2026-07-06T17:47:06Z
CREAM-20260706-00269,George Nguyen,gnguyen@exprealty.com,(704) 351-2383,eXp Realty,Scottsdale,AZ,85228,4,24,A,98,LinkedIn,2026-07-06T20:10:52Z
CREAM-20260706-00270,Ashley Martinez,ashleymartinez@me.com,(916) 691-6114,Coldwell Banker,Los Angeles,CA,95554,13,36,A,71,LinkedIn,2026-07-06T23:40:34Z
CREAM-20260706-00271,Barbara Rivera,barbararivera@hotmail.com,(305) 796-9694,Coldwell Banker,Tucson,AZ,85730,21,37,A,87,Realtor.com,2026-07-06T03:36:14Z
CREAM-20260706-00272,Brian Rodriguez,brianr@icloud.com,(972) 867-3213,Keller Williams,Aurora,CO,80725,5,20,A,87,Brokerage Listings,2026-07-06T14:39:43Z
CREAM-20260706-00273,Nicholas Foster,nicholas_foster@yahoo.com,(972) 743-2178,eXp Realty,Greensboro,NC,27193,18,67,A,65,Website Lead,2026-07-06T17:51:18Z
CREAM-20260706-00274,Joseph Anderson,janderson@kellerwilliams.com,(334) 302-9205,Keller Williams,Scottsdale,AZ,86590,11,66,A,86,Trade Show,2026-07-06T20:26:31Z
CREAM-20260706-00275,David Anderson,davida@aol.com,(602) 400-6930,LIV Sotheby's,Denver,CO,80160,2,6,A,75,Realtor.com,2026-07-06T21:59:29Z
CREAM-20260706-00276,Jessica Scott,jessicas@yahoo.com,(916) 314-2345,Douglas Elliman,Miami,FL,34748,17,47,A,96,LinkedIn,2026-07-06T21:13:47Z
CREAM-20260706-00277,Carol Chavez,carolc@alliebethallman.com,(919) 383-4787,Allie Beth Allman,Austin,TX,75732,2,10,A,81,Trade Show,2026-07-06T00:55:49Z
CREAM-20260706-00278,Ryan Harris,ryan_harris@me.com,(602) 208-3476,Keller Williams Realty,San Francisco,CA,92572,2,4,A,94,MLS Database,2026-07-06T11:07:09Z
CREAM-20260706-00279,Laura Ortiz,lauraortiz@me.com,(916) 412-9378,Berkshire Hathaway,Scottsdale,AZ,85840,11,46,A,62,Website Lead,2026-07-06T11:35:01Z
CREAM-20260706-00280,Kathleen Jenkins,kjenkins@douglaselliman.com,(512) 461-1936,Douglas Elliman,Austin,TX,78672,2,7,A,88,Facebook,2026-07-06T11:50:53Z
CREAM-20260706-00281,Debra Adams,debraadams@me.com,(713) 281-2793,Compass,Manhattan,NY,12121,8,30,A,63,Website Lead,2026-07-06T17:47:00Z
CREAM-20260706-00282,Mark Hughes,mhughes@briggsfreemansothebys.com,(310) 324-5587,Briggs Freeman Sotheby's,Houston,TX,79988,17,64,A,94,Trade Show,2026-07-06T14:11:32Z
CREAM-20260706-00283,Deborah Watson,deborahw@gmail.com,(602) 796-8109,eXp Realty,San Jose,CA,93564,1,4,A,95,LinkedIn,2026-07-06T18:06:22Z
CREAM-20260706-00284,Shirley Murphy,shirley.murphy@yahoo.com,(980) 891-5565,RE/MAX,Colorado Springs,CO,81106,10,44,A,84,Referral Network,2026-07-06T14:43:56Z
CREAM-20260706-00285,Melissa Torres,melissat@kellerwilliams.com,(404) 621-7157,Keller Williams,Mesa,AZ,85314,1,7,A,60,Facebook,2026-07-06T15:52:16Z
CREAM-20260706-00286,Jennifer Bailey,jennifer_bailey@gmail.com,(805) 639-9324,Howard Hanna,Charlotte,NC,28254,12,61,A,93,LinkedIn,2026-07-06T00:58:13Z
CREAM-20260706-00287,Christine Adams,christinea@aol.com,(404) 877-1265,Sotheby's International,San Diego,CA,90869,2,6,A,91,NAR Directory,2026-07-06T02:07:31Z
CREAM-20260706-00288,Richard Mitchell,richardmitchell@me.com,(512) 725-9101,Allen Tate,Charlotte,NC,27683,11,71,A,92,LinkedIn,2026-07-06T07:40:33Z
CREAM-20260706-00289,James Gonzalez,james.gonzalez@kellerwilliamsrealty.com,(916) 447-6580,Keller Williams Realty,Jacksonville,FL,33582,2,4,A,88,Referral Network,2026-07-06T14:58:06Z
CREAM-20260706-00290,Helen Ward,helen_ward@me.com,(404) 477-9674,Keller Williams Realty,San Jose,CA,96853,3,17,A,78,LinkedIn,2026-07-06T23:27:21Z
CREAM-20260706-00291,Kevin Price,kprice@berkshirehathaway.com,(513) 254-5698,Berkshire Hathaway,Columbus,OH,44104,1,10,A,85,MLS Database,2026-07-06T12:47:27Z
CREAM-20260706-00292,Carol Rogers,carolrogers@hotmail.com,(303) 229-6726,eXp Realty,Austin,TX,78355,17,71,A,79,NAR Directory,2026-07-06T17:22:41Z
CREAM-20260706-00293,Janet Nguyen,janetnguyen@gmail.com,(310) 564-3807,Keller Williams,Mesa,AZ,86868,15,66,A,62,Realtor.com,2026-07-06T09:26:37Z
CREAM-20260706-00294,Diane Nguyen,diane_nguyen@outlook.com,(713) 986-6692,Compass,Brooklyn,NY,13310,16,42,A,82,NAR Directory,2026-07-06T23:12:38Z
CREAM-20260706-00295,Andrew Perry,aperry@re/max.com,(704) 730-6622,RE/MAX,Austin,TX,75921,12,33,A,97,Cold Outreach,2026-07-06T04:52:37Z
CREAM-20260706-00296,Andrew Martin,andrew_martin@yahoo.com,(469) 995-4031,Coldwell Banker,Cincinnati,OH,43921,3,15,A,85,NAR Directory,2026-07-06T02:58:36Z
CREAM-20260706-00297,Pamela Martin,pamela_martin@icloud.com,(234) 245-2820,Berkshire Hathaway,Columbus,OH,43586,3,20,A,72,Website Lead,2026-07-06T11:37:35Z
CREAM-20260706-00298,George Smith,georges@icloud.com,(513) 664-1134,RE/MAX,Cleveland,OH,43405,2,9,A,78,Referral Network,2026-07-06T04:08:49Z
CREAM-20260706-00299,Helen Phillips,hphillips@hotmail.com,(305) 706-3155,Brown Harris Stevens,Bronx,NY,13992,8,31,A,61,MLS Database,2026-07-06T10:34:52Z
CREAM-20260706-00300,Amy Allen,amy_allen@hotmail.com,(513) 763-1233,Halstead,Queens,NY,10798,5,16,A,81,Facebook,2026-07-06T19:44:45Z
CREAM-20260706-00301,Betty Reed,betty_reed@aol.com,(310) 509-6508,Compass,Bronx,NY,10134,18,31,A,83,Cold Outreach,2026-07-06T20:04:23Z
