full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Joshua Watson,Joshua,Watson,watson.j@exp.com,(402) 875-3883,Windermere Real Estate,Bend,OR,Bend,OR929640,OR,2,10,5000000,72,C,C,3.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amy Jimenez,Amy,Jimenez,ajimenez@exp.com,(505) 210-3034,Independent Agent,Fresno,CA,Fresno,CA950109,CA,10,35,26250000,92,B,B,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Ronald Gray,Ronald,Gray,ronald_gray@exp.com,(617) 271-1358,CBRE,Seattle,WA,Seattle,WA267053,WA,6,20,12000000,80,A,A,4.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
James Anderson,James,Anderson,janderson@yahoo.com,(214) 267-2659,Weichert Realtors,Portland,OR,Portland,OR929412,OR,15,8,4000000,74,A,A,4.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Charles Chavez,Charles,Chavez,chavezcharles@hotmail.com,(912) 665-6399,Better Homes and Gardens Real Estate,New Orleans,LA,New Orleans,LA587647,LA,3,15,3450000,90,B,B,4.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Dorothy Howard,Dorothy,Howard,dorothyhoward@homesmart.com,(619) 331-7983,HomeSmart,Minneapolis,MN,Minneapolis,MN314868,MN,10,50,17500000,82,A,A,3.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Helen Gomez,Helen,Gomez,gomez.h@weichert.com,(402) 575-7988,ERA Real Estate,Fort Collins,CO,Fort Collins,CO119434,CO,1,12,6600000,69,C,C,4.2,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Kenneth Hill,Kenneth,Hill,kenneth_hill@outlook.com,(501) 748-2883,Independent Agent,Sacramento,CA,Sacramento,CA715645,CA,3,22,16500000,75,B,B,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Steven Kelly,Steven,Kelly,steven.kelly@gmail.com,(970) 766-8048,United Real Estate,Washington,DC,Washington,DC641893,DC,3,25,17500000,90,A,A,4.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Shirley Flores,Shirley,Flores,flores.s@kw.com,(404) 487-1117,JPMorgan Real Estate,Tampa,FL,Tampa,FL432028,FL,4,35,14000000,83,B,B,4.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Rachel Clark,Rachel,Clark,rclark@aol.com,(951) 376-7786,Century 21,Chicago,IL,Chicago,IL675118,IL,4,12,3600000,74,A,A,3.0,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Benjamin Morgan,Benjamin,Morgan,benjamin_morgan@gmail.com,(912) 335-4750,Local Brokerage,Tucson,AZ,Tucson,AZ270691,AZ,8,22,9900000,91,B,B,3.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Eric Moore,Eric,Moore,ericmoore@exp.com,(843) 536-4698,Berkshire Hathaway HomeServices,Lubbock,TX,Lubbock,TX493878,TX,1,8,2800000,66,C,C,3.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
James Rivera,James,Rivera,jrivera@sothebysrealty.com,(512) 312-5819,Sotheby's International Realty,Omaha,NE,Omaha,NE840017,NE,10,12,2760000,71,B,B,3.8,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joshua Hughes,Joshua,Hughes,joshua_hughes@aol.com,(585) 980-6959,Century 21,San Francisco,CA,San Francisco,CA192360,CA,2,25,18750000,85,A,A,4.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samantha Smith,Samantha,Smith,samantha_smith@century21.com,(402) 349-9137,Zillow Premier Agent,Nashville,TN,Nashville,TN400466,TN,10,20,6400000,87,A,A,4.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Jonathan Cruz,Jonathan,Cruz,jonathancruz1@compass.com,(804) 894-7031,Compass,Birmingham,AL,Birmingham,AL359097,AL,1,12,2640000,79,B,B,3.0,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Morales,Donald,Morales,moralesdonald@coldwellbanker.com,(702) 992-6977,Weichert Realtors,San Jose,CA,San Jose,CA667418,CA,3,35,26250000,90,A,A,3.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicole Morgan,Nicole,Morgan,nicole.morgan@compass.com,(601) 256-6699,ERA Real Estate,San Diego,CA,San Diego,CA414333,CA,10,40,30000000,100,A,A,4.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jason Perez,Jason,Perez,perezjason@aol.com,(415) 348-6705,eXp Realty,Minneapolis,MN,Minneapolis,MN445130,MN,2,16,5600000,80,A,A,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Robert Cox,Robert,Cox,robert.cox@exp.com,(408) 928-5792,Coldwell Banker,San Jose,CA,San Jose,CA136971,CA,3,16,12000000,71,A,A,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ronald Hill,Ronald,Hill,ronald.hill@realtor.com,(479) 489-9365,Better Homes and Gardens Real Estate,Fort Collins,CO,Fort Collins,CO967484,CO,2,6,3300000,73,C,C,4.3,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Benjamin Sanders,Benjamin,Sanders,benjamin_sanders@sothebysrealty.com,(505) 823-1916,Keller Williams,Austin,TX,Austin,TX203236,TX,3,25,8750000,73,A,A,4.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
George Allen,George,Allen,allen.g@realtor.com,(212) 959-4073,Windermere Real Estate,Milwaukee,WI,Milwaukee,WI832254,WI,8,10,2750000,66,B,B,4.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sarah Nguyen,Sarah,Nguyen,snguyen@homesmart.com,(509) 528-5705,eXp Realty,Minneapolis,MN,Minneapolis,MN797789,MN,10,16,5600000,88,A,A,4.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Ruth Turner,Ruth,Turner,ruthturner@century21.com,(212) 695-6564,Marcus & Millichap,Lincoln,NE,Lincoln,NE591803,NE,8,12,2760000,73,C,C,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Robert Flores,Robert,Flores,floresrobert@remax.com,(336) 527-2509,Better Homes and Gardens Real Estate,Louisville,KY,Louisville,KY716929,KY,1,18,4050000,72,B,B,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Steven Wilson,Steven,Wilson,steven.wilson@exp.com,(334) 240-2678,ERA Real Estate,Indianapolis,IN,Indianapolis,IN722957,IN,10,12,2880000,65,B,B,3.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Jason Ruiz,Jason,Ruiz,jason.ruiz@hotmail.com,(206) 214-5627,Local Brokerage,San Jose,CA,San Jose,CA238265,CA,6,30,22500000,96,A,A,3.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Angela Stewart,Angela,Stewart,stewartangela@sothebysrealty.com,(816) 534-2141,ERA Real Estate,Detroit,MI,Detroit,MI608186,MI,3,12,3300000,79,B,B,4.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jerry Bennett,Jerry,Bennett,bennett.j@gmail.com,(614) 322-6164,Sotheby's International Realty,Fort Collins,CO,Fort Collins,CO189051,CO,8,8,4400000,81,C,C,3.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Sandra Flores,Sandra,Flores,sandra.flores@hotmail.com,(813) 497-2538,Realty ONE Group,San Jose,CA,San Jose,CA793200,CA,5,25,18750000,83,A,A,5.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Daniel Garcia,Daniel,Garcia,danielgarcia39@gmail.com,(916) 795-8364,Windermere Real Estate,Washington,DC,Washington,DC993415,DC,5,25,17500000,84,A,A,4.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Michelle James,Michelle,James,michelle.james@century21.com,(716) 334-5015,ERA Real Estate,San Jose,CA,San Jose,CA182465,CA,7,30,22500000,98,A,A,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brian Green,Brian,Green,greenbrian@weichert.com,(801) 306-9297,Zillow Premier Agent,Rochester,NY,Rochester,NY536856,NY,12,22,18700000,91,B,B,3.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anthony Kelly,Anthony,Kelly,akelly@kw.com,(865) 353-7001,United Real Estate,Madison,WI,Madison,WI582964,WI,3,10,2750000,74,C,C,4.4,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Matthew Torres,Matthew,Torres,mtorres@weichert.com,(405) 574-6390,eXp Realty,Richmond,VA,Richmond,VA231287,VA,3,10,3750000,82,B,B,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Steven Thomas,Steven,Thomas,thomassteven@exp.com,(318) 762-5060,CBRE,San Francisco,CA,San Francisco,CA435901,CA,4,20,15000000,72,A,A,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dennis Robinson,Dennis,Robinson,dennisrobinson@coldwellbanker.com,(850) 763-2967,Century 21,Lubbock,TX,Lubbock,TX518052,TX,1,10,3500000,63,C,C,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carol Cook,Carol,Cook,carol_cook@compass.com,(601) 393-4793,Zillow Premier Agent,Riverside,CA,Riverside,CA830481,CA,5,12,9000000,75,B,B,4.3,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Hughes,Cynthia,Hughes,hughes.c@gmail.com,(303) 249-6681,United Real Estate,New York,NY,New York,NY120584,NY,8,16,13600000,79,A,A,4.2,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carolyn Long,Carolyn,Long,carolynlong12@century21.com,(912) 909-5367,Independent Agent,Little Rock,AR,Little Rock,AR920578,AR,2,28,5460000,83,C,C,3.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Patrick Morris,Patrick,Morris,patrick_morris@homesmart.com,(208) 566-5748,Marcus & Millichap,Fayetteville,AR,Fayetteville,AR969725,AR,7,8,1560000,69,C,C,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Jimenez,Andrew,Jimenez,ajimenez@homesmart.com,(520) 623-1698,Compass,Atlanta,GA,Atlanta,GA357286,GA,8,20,6500000,87,A,A,3.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Thomas Lee,Thomas,Lee,tlee@hotmail.com,(602) 807-8063,Marcus & Millichap,New York,NY,New York,NY935503,NY,12,8,6800000,87,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Stephanie Alvarez,Stephanie,Alvarez,salvarez@gmail.com,(314) 662-4610,United Real Estate,Houston,TX,Houston,TX449287,TX,5,16,5600000,83,A,A,3.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Carol Sanders,Carol,Sanders,sanderscarol@realtor.com,(801) 945-2076,eXp Realty,San Jose,CA,San Jose,CA924167,CA,7,25,18750000,92,A,A,3.4,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicholas Collins,Nicholas,Collins,nicholascollins@coldwellbanker.com,(515) 563-9613,Keller Williams,Houston,TX,Houston,TX301538,TX,10,25,8750000,85,A,A,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Eric Watson,Eric,Watson,watsoneric@coldwellbanker.com,(585) 534-5697,Keller Williams,Riverside,CA,Riverside,CA777354,CA,7,4,3000000,67,B,B,3.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donna Taylor,Donna,Taylor,taylor.d@hotmail.com,(806) 693-6872,Coldwell Banker,Phoenix,AZ,Phoenix,AZ719081,AZ,4,40,18000000,83,A,A,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Dennis Hernandez,Dennis,Hernandez,dennishernandez53@exp.com,(916) 263-2842,JPMorgan Real Estate,Minneapolis,MN,Minneapolis,MN210167,MN,5,30,10500000,83,A,A,3.7,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Emily Lee,Emily,Lee,lee.e@realtor.com,(213) 411-7386,RE/MAX,Sacramento,CA,Sacramento,CA169672,CA,4,12,9000000,77,B,B,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Rodriguez,Kevin,Rodriguez,kevin.rodriguez@aol.com,(515) 989-1382,Redfin,Portland,OR,Portland,OR920682,OR,3,20,10000000,91,A,A,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Timothy Hernandez,Timothy,Hernandez,timothy_hernandez@coldwellbanker.com,(919) 887-1597,Weichert Realtors,Fayetteville,AR,Fayetteville,AR586252,AR,2,6,1170000,80,C,C,3.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jacob Wright,Jacob,Wright,jacobwright53@hotmail.com,(202) 376-4706,Weichert Realtors,Philadelphia,PA,Philadelphia,PA249643,PA,6,40,11600000,99,A,A,3.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joshua Peterson,Joshua,Peterson,joshuapeterson@century21.com,(412) 586-8614,Weichert Realtors,Kansas City,MO,Kansas City,MO157200,MO,6,15,3900000,89,B,B,3.1,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Cynthia Anderson,Cynthia,Anderson,canderson@century21.com,(602) 897-2030,eXp Realty,Wichita,KS,Wichita,KS587671,KS,7,6,1200000,76,C,C,4.4,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Richard Flores,Richard,Flores,richardflores@exp.com,(559) 937-2320,Realty ONE Group,San Francisco,CA,San Francisco,CA898905,CA,10,20,15000000,80,A,A,3.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samuel Cox,Samuel,Cox,coxsamuel@sothebysrealty.com,(303) 394-1006,Compass,Baltimore,MD,Baltimore,MD164147,MD,6,12,5100000,73,B,B,3.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Andrew Long,Andrew,Long,andrewlong@outlook.com,(479) 666-1148,United Real Estate,Tucson,AZ,Tucson,AZ665663,AZ,3,12,5400000,72,B,B,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Steven Ramos,Steven,Ramos,stevenramos10@century21.com,(402) 750-6810,JLL,Phoenix,AZ,Phoenix,AZ193793,AZ,12,35,15750000,87,A,A,4.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nancy Taylor,Nancy,Taylor,taylornancy@homesmart.com,(202) 347-4534,Century 21,Knoxville,TN,Knoxville,TN685577,TN,3,8,2560000,83,C,C,3.8,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Michael Brown,Michael,Brown,michael_brown@gmail.com,(919) 201-9780,Coldwell Banker,Portland,OR,Portland,OR327268,OR,3,50,25000000,92,A,A,5.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jack Adams,Jack,Adams,jackadams25@gmail.com,(208) 969-7498,Redfin,Santa Fe,NM,Santa Fe,NM748185,NM,2,8,2200000,84,C,C,4.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kenneth Morales,Kenneth,Morales,morales.k@remax.com,(865) 490-4580,JLL,Atlanta,GA,Atlanta,GA581786,GA,6,20,6500000,82,A,A,4.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ryan Jackson,Ryan,Jackson,ryan.jackson@exp.com,(775) 816-2577,ERA Real Estate,Rochester,NY,Rochester,NY396371,NY,4,8,6800000,72,B,B,4.8,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Susan Rivera,Susan,Rivera,susanrivera@remax.com,(214) 666-9335,Better Homes and Gardens Real Estate,Miami,FL,Miami,FL563893,FL,8,12,4800000,69,A,A,4.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Edward Jackson,Edward,Jackson,edwardjackson15@exp.com,(828) 765-2449,ERA Real Estate,Las Vegas,NV,Las Vegas,NV533944,NV,5,15,6375000,88,B,B,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Samantha Chavez,Samantha,Chavez,samantha.chavez@hotmail.com,(208) 672-8742,Compass,Columbus,OH,Columbus,OH801421,OH,5,22,5500000,75,B,B,4.7,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Donald Patel,Donald,Patel,donaldpatel87@remax.com,(208) 291-8768,JPMorgan Real Estate,Phoenix,AZ,Phoenix,AZ538104,AZ,5,20,9000000,93,A,A,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Patricia Phillips,Patricia,Phillips,phillips.p@coldwellbanker.com,(316) 449-8711,Local Brokerage,Boston,MA,Boston,MA329791,MA,7,35,22750000,83,A,A,4.6,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Joseph Watson,Joseph,Watson,joseph.watson@yahoo.com,(719) 429-8643,Better Homes and Gardens Real Estate,Tucson,AZ,Tucson,AZ389313,AZ,6,22,9900000,75,B,B,4.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Betty Rivera,Betty,Rivera,bettyrivera@sothebysrealty.com,(612) 289-9632,Local Brokerage,Asheville,NC,Asheville,NC491321,NC,7,8,2480000,66,C,C,4.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jacob Jimenez,Jacob,Jimenez,jimenezjacob@kw.com,(205) 248-6959,Century 21,San Antonio,TX,San Antonio,TX531732,TX,2,10,3500000,68,B,B,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Emma Nelson,Emma,Nelson,enelson@homesmart.com,(951) 787-4861,JLL,Richmond,VA,Richmond,VA994282,VA,5,22,8250000,81,B,B,4.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Hernandez,Nicholas,Hernandez,hernandez.n@coldwellbanker.com,(410) 258-2462,JLL,San Diego,CA,San Diego,CA415581,CA,6,20,15000000,82,A,A,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Samuel Young,Samuel,Young,youngsamuel@century21.com,(505) 930-4248,CBRE,Mobile,AL,Mobile,AL862829,AL,3,12,2640000,80,C,C,3.0,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gary Cook,Gary,Cook,gary_cook@compass.com,(585) 996-1577,United Real Estate,Indianapolis,IN,Indianapolis,IN849223,IN,3,12,2880000,84,B,B,4.1,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Christopher Carter,Christopher,Carter,carterchristopher@sothebysrealty.com,(719) 764-9034,Realty ONE Group,Raleigh,NC,Raleigh,NC595392,NC,6,28,8680000,78,B,B,4.4,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brenda Adams,Brenda,Adams,badams@century21.com,(303) 284-8040,RE/MAX,Los Angeles,CA,Los Angeles,CA484167,CA,10,20,15000000,87,A,A,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Anna Lewis,Anna,Lewis,anna.lewis@realtor.com,(806) 263-5806,United Real Estate,Cleveland,OH,Cleveland,OH627901,OH,7,28,7000000,85,B,B,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Paul Murphy,Paul,Murphy,murphy.p@aol.com,(509) 921-7057,United Real Estate,Detroit,MI,Detroit,MI211376,MI,2,4,1100000,79,B,B,4.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joshua Cox,Joshua,Cox,joshuacox@aol.com,(251) 209-8371,HomeSmart,Cleveland,OH,Cleveland,OH158322,OH,4,10,2500000,69,B,B,3.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christine Jones,Christine,Jones,christinejones@outlook.com,(716) 754-3898,JPMorgan Real Estate,Tucson,AZ,Tucson,AZ441258,AZ,12,15,6750000,85,B,B,3.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jack Morales,Jack,Morales,jack.morales@hotmail.com,(215) 912-4483,Sotheby's International Realty,Dallas,TX,Dallas,TX574673,TX,15,16,5600000,88,A,A,3.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Thomas Brown,Thomas,Brown,thomas.brown@hotmail.com,(813) 731-8496,Redfin,Oklahoma City,OK,Oklahoma City,OK406211,OK,2,10,2100000,68,B,B,3.9,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Richard Sanders,Richard,Sanders,sanders.r@outlook.com,(314) 451-7996,JLL,Boston,MA,Boston,MA958841,MA,6,60,39000000,91,A,A,3.9,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Nicholas Evans,Nicholas,Evans,evansnicholas@sothebysrealty.com,(205) 914-5325,United Real Estate,Chicago,IL,Chicago,IL209625,IL,6,25,7500000,100,A,A,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Catherine Williams,Catherine,Williams,catherine_williams@remax.com,(515) 524-3456,Zillow Premier Agent,Nashville,TN,Nashville,TN137861,TN,10,35,11200000,82,A,A,4.8,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ronald Richardson,Ronald,Richardson,ronald_richardson@hotmail.com,(850) 301-2388,Redfin,San Francisco,CA,San Francisco,CA550406,CA,6,40,30000000,85,A,A,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Richard Nguyen,Richard,Nguyen,rnguyen@realtor.com,(205) 613-2347,ERA Real Estate,Fayetteville,AR,Fayetteville,AR880951,AR,1,12,2340000,71,C,C,4.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicholas Bailey,Nicholas,Bailey,baileynicholas@yahoo.com,(501) 235-4715,ERA Real Estate,Savannah,GA,Savannah,GA860153,GA,2,20,6500000,80,C,C,4.8,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda Ortiz,Linda,Ortiz,ortizlinda@weichert.com,(559) 235-5786,HomeSmart,Miami,FL,Miami,FL825867,FL,7,25,10000000,100,A,A,3.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Edward Jackson,Edward,Jackson,edwardjackson58@hotmail.com,(520) 792-9786,Realty ONE Group,Kansas City,MO,Kansas City,MO868981,MO,3,12,3120000,81,B,B,3.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Mark Gonzalez,Mark,Gonzalez,mark.gonzalez@outlook.com,(713) 525-7588,Redfin,Nashville,TN,Nashville,TN337752,TN,8,16,5120000,80,A,A,3.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Richard Chavez,Richard,Chavez,chavez.r@sothebysrealty.com,(901) 641-4982,JPMorgan Real Estate,Montgomery,AL,Montgomery,AL801064,AL,3,10,2200000,81,C,C,3.5,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Timothy Evans,Timothy,Evans,timothy.evans@yahoo.com,(415) 649-3411,JLL,Des Moines,IA,Des Moines,IA379635,IA,5,12,2460000,81,C,C,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Andrew Phillips,Andrew,Phillips,phillips.a@compass.com,(202) 224-1620,Weichert Realtors,Shreveport,LA,Shreveport,LA779188,LA,3,15,3450000,65,C,C,4.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Alexander Brown,Alexander,Brown,brownalexander@weichert.com,(775) 246-4881,Local Brokerage,Chicago,IL,Chicago,IL241427,IL,7,12,3600000,69,A,A,4.3,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Mary Reed,Mary,Reed,reedmary@realtor.com,(602) 709-2547,Local Brokerage,Jackson,MS,Jackson,MS634848,MS,1,3,540000,70,C,C,4.1,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jonathan Myers,Jonathan,Myers,jonathan_myers@hotmail.com,(919) 616-4175,Zillow Premier Agent,New York,NY,New York,NY177011,NY,7,12,10200000,75,A,A,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Foster,Donald,Foster,donald_foster@coldwellbanker.com,(615) 723-4313,Better Homes and Gardens Real Estate,Cleveland,OH,Cleveland,OH748941,OH,5,12,3000000,84,B,B,4.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Samantha Price,Samantha,Price,samantha.price@homesmart.com,(970) 621-5871,RE/MAX,Charlotte,NC,Charlotte,NC586096,NC,1,8,2480000,80,B,B,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
