id,full_name,first_name,last_name,email,phone,brokerage,metro_area,state,city,years_experience,transactions_12mo,transaction_volume,sales_volume,license_number,license_state,rating,cream_fit_score,priority_tier,priority,source,scraped_at
290,Willie Jordan,Willie,Jordan,willie.jordan@hotmail.com,(225) 277-7039,LIV Sotheby's,Arlington,TX,Arlington,25,36,36,14262264,TX904760,TX,3.6,80,A,A,realtor_scraper,2026-05-25T07:07:18.022369+00:00
721,Shirley Myers,Shirley,Myers,shirley_myers@yahoo.com,(952) 271-5130,RealtySouth,Knoxville,TN,Knoxville,1,4,4,1210440,TN587774,TN,4.0,69,B,B,realtor_scraper,2026-05-25T07:07:18.032930+00:00
981,Diane Green,Diane,Green,green.diane@kw.com,(615) 382-5817,Martha Turner Sotheby's,Lincoln,NE,Lincoln,1,4,4,1786048,NE433860,NE,4.6,73,C,C,realtor_scraper,2026-05-25T07:07:18.041588+00:00
368,Janet Watson,Janet,Watson,janet.watson@hotmail.com,(414) 623-2505,Harry Norman Realtors,Atlanta,GA,Atlanta,3,19,19,13503813,GA189201,GA,4.8,85,A,A,realtor_scraper,2026-05-25T07:07:18.023925+00:00
284,Randy Jordan,Randy,Jordan,randy.jordan@exp.com,(260) 825-7603,Gardner Realtors,Mesa,AZ,Mesa,0,8,8,2633808,AZ548829,AZ,4.6,82,A,A,realtor_scraper,2026-05-25T07:07:18.022287+00:00
663,Dennis Carter,Dennis,Carter,carter.dennis@yahoo.com,(480) 559-2003,Dave Perry-Miller,Bethesda,MD,Bethesda,3,16,16,4798128,MD866098,MD,3.7,86,B,B,realtor_scraper,2026-05-25T07:07:18.032246+00:00
103,Katherine Davis,Katherine,Davis,davis.katherine@coldwellbanker.com,(212) 613-4771,Christie's International Real Estate,Denver,CO,Denver,25,22,22,12156848,CO283577,CO,3.5,90,A,A,realtor_scraper,2026-05-25T07:07:18.012549+00:00
676,Sean Ward,Sean,Ward,ward.sean@gmail.com,(217) 216-9680,Rogers Healy and Associates,Raleigh,NC,Raleigh,3,15,15,10647630,NC597307,NC,3.8,61,B,B,realtor_scraper,2026-05-25T07:07:18.032389+00:00
351,Jessica Gray,Jessica,Gray,jgray@gmail.com,(952) 835-3489,Engel & Völkers,Bellevue,WA,Bellevue,23,36,36,10746900,WA418426,WA,4.1,76,A,A,realtor_scraper,2026-05-25T07:07:18.023664+00:00
868,Roger Alvarez,Roger,Alvarez,ralvarez@compass.com,(940) 685-4126,Deasy Penner Podley,Oklahoma City,OK,Oklahoma City,2,6,6,1723062,OK821727,OK,3.6,66,C,C,realtor_scraper,2026-05-25T07:07:18.034541+00:00
93,Arthur Reynolds,Arthur,Reynolds,arthurr@outlook.com,(979) 915-8139,Berkshire Hathaway HomeServices California,Phoenix,AZ,Phoenix,0,10,10,2739170,AZ427848,AZ,4.4,73,A,A,realtor_scraper,2026-05-25T07:07:18.012371+00:00
557,Edward Ward,Edward,Ward,edward_ward@gmail.com,(610) 910-4134,Howard Hanna,Columbus,OH,Columbus,9,30,30,7956030,OH493582,OH,3.6,95,B,B,realtor_scraper,2026-05-25T07:07:18.029043+00:00
533,Noah Patel,Noah,Patel,noahp@realtor.com,(618) 522-1780,Golden Gate Sotheby's,Reno,NV,Reno,3,18,18,10561032,NV680650,NV,4.2,75,B,B,realtor_scraper,2026-05-25T07:07:18.026559+00:00
848,Austin Carter,Austin,Carter,austin.carter@remax.net,(913) 361-4898,Rogers Healy and Associates,Sioux Falls,SD,Sioux Falls,2,11,11,5146207,SD919766,SD,4.3,87,C,C,realtor_scraper,2026-05-25T07:07:18.034329+00:00
652,Cheryl Patel,Cheryl,Patel,cherylp@compass.com,(941) 413-8879,Joyce Rey,Fort Wayne,IN,Fort Wayne,5,8,8,4743240,IN901762,IN,3.8,85,B,B,realtor_scraper,2026-05-25T07:07:18.032124+00:00
802,Natalie Moreno,Natalie,Moreno,natalie.moreno@sothebysrealty.com,(386) 891-1327,Sotheby's International Realty,Huntsville,AL,Huntsville,17,28,28,18476752,AL690478,AL,3.7,84,C,C,realtor_scraper,2026-05-25T07:07:18.033848+00:00
567,Cynthia Bailey,Cynthia,Bailey,cynthiab@outlook.com,(606) 773-4393,JPAR,Cincinnati,OH,Cincinnati,5,23,23,16163043,OH546365,OH,3.6,69,B,B,realtor_scraper,2026-05-25T07:07:18.029222+00:00
820,Sandra Johnson,Sandra,Johnson,sandra15@hotmail.com,(865) 893-2246,The Agency,Billings,MT,Billings,1,4,4,1037768,MT235360,MT,4.9,70,C,C,realtor_scraper,2026-05-25T07:07:18.034040+00:00
804,Barbara Ross,Barbara,Ross,barbarar@remax.net,(313) 789-3943,Better Homes and Gardens Real Estate,Anchorage,AK,Anchorage,0,5,5,3239915,AK454110,AK,4.6,91,C,C,realtor_scraper,2026-05-25T07:07:18.033866+00:00
520,Justin Diaz,Justin,Diaz,justin45@kw.com,(570) 733-8375,Daniel Gale Sotheby's,Fort Wayne,IN,Fort Wayne,5,25,25,16829775,IN901029,IN,4.7,81,B,B,realtor_scraper,2026-05-25T07:07:18.026376+00:00
990,Jose Jimenez,Jose,Jimenez,josej@gmail.com,(432) 749-9930,Coldwell Banker Residential,Burlington,VT,Burlington,1,4,4,2256436,VT806304,VT,4.0,67,C,C,realtor_scraper,2026-05-25T07:07:18.041682+00:00
513,Katherine Russell,Katherine,Russell,katheriner@remax.net,(984) 963-4674,RE/MAX,Fort Wayne,IN,Fort Wayne,22,21,21,7218330,IN317203,IN,4.6,81,B,B,realtor_scraper,2026-05-25T07:07:18.026276+00:00
71,Sean Cole,Sean,Cole,seanc@outlook.com,(402) 709-9105,United Real Estate,Los Angeles,CA,Los Angeles,3,12,12,6528864,CA9425309,CA,4.9,81,A,A,realtor_scraper,2026-05-25T07:07:18.011810+00:00
380,Peter Kelly,Peter,Kelly,pkelly@kw.com,(470) 326-4636,Jameson Sotheby's,Schaumburg,IL,Schaumburg,1,10,10,4970770,IL356001,IL,4.2,65,A,A,realtor_scraper,2026-05-25T07:07:18.024107+00:00
699,Wayne Murphy,Wayne,Murphy,wayne_murphy@redfin.com,(910) 628-2513,Redfin,Ann Arbor,MI,Ann Arbor,4,16,16,5791296,MI627471,MI,4.0,64,B,B,realtor_scraper,2026-05-25T07:07:18.032696+00:00
816,Judith Rivera,Judith,Rivera,rivera.judith@compass.com,(947) 483-1589,Gibson Sotheby's,Fargo,ND,Fargo,10,18,18,12948138,ND920453,ND,4.8,66,C,C,realtor_scraper,2026-05-25T07:07:18.033999+00:00
844,Beverly Myers,Beverly,Myers,myers.beverly@realtor.com,(959) 714-9213,Rogers Healy and Associates,Birmingham,AL,Birmingham,0,12,12,8607156,AL535240,AL,4.9,87,C,C,realtor_scraper,2026-05-25T07:07:18.034290+00:00
336,Alexis Simmons,Alexis,Simmons,alexis.simmons@outlook.com,(737) 338-3909,The Collective,Miami,FL,Miami,0,10,10,4607040,FL217097,FL,4.6,86,A,A,realtor_scraper,2026-05-25T07:07:18.023416+00:00
442,Henry Alvarez,Henry,Alvarez,henry.alvarez@remax.net,(305) 820-9554,Sotheby's Arizona,Richmond,VA,Richmond,21,24,24,6207384,VA856871,VA,4.2,72,B,B,realtor_scraper,2026-05-25T07:07:18.025243+00:00
480,Jack Alvarez,Jack,Alvarez,jalvarez@compass.com,(386) 281-3730,Champions Real Estate Group,Minneapolis,MN,Minneapolis,5,25,25,12335175,MN588516,MN,4.4,63,B,B,realtor_scraper,2026-05-25T07:07:18.025807+00:00
760,Jacqueline Johnson,Jacqueline,Johnson,jacqueline.johnson@kw.com,(956) 404-8764,Better Homes and Gardens Real Estate,Charleston,WV,Charleston,3,25,25,11083300,WV224534,WV,3.9,77,C,C,realtor_scraper,2026-05-25T07:07:18.033372+00:00
785,Anna Gonzales,Anna,Gonzales,gonzales.anna@exp.com,(952) 904-2360,VIP Realty,Portland,ME,Portland,3,24,24,14931696,ME364549,ME,3.5,91,C,C,realtor_scraper,2026-05-25T07:07:18.033671+00:00
826,Samantha Hernandez,Samantha,Hernandez,hernandez.samantha@compass.com,(704) 888-4263,Weichert Realtors,Cheyenne,WY,Cheyenne,4,16,16,11936944,WY617452,WY,4.4,92,C,C,realtor_scraper,2026-05-25T07:07:18.034100+00:00
345,Melissa Anderson,Melissa,Anderson,melissaa@kw.com,(828) 234-7095,VIP Realty,West Palm Beach,FL,West Palm Beach,13,21,21,7342671,FL680091,FL,3.7,77,A,A,realtor_scraper,2026-05-25T07:07:18.023555+00:00
656,Noah Thompson,Noah,Thompson,noaht@gmail.com,(618) 670-1699,Premiere Plus Realty,Pittsburgh,PA,Pittsburgh,1,12,12,4145196,PA468925,PA,4.3,66,B,B,realtor_scraper,2026-05-25T07:07:18.032166+00:00
205,Anna Murphy,Anna,Murphy,anna_murphy@bhhs.com,(614) 457-2398,Berkshire Hathaway HomeServices,Mesa,AZ,Mesa,3,21,21,12230358,AZ188547,AZ,4.8,73,A,A,realtor_scraper,2026-05-25T07:07:18.014433+00:00
506,Rebecca Vasquez,Rebecca,Vasquez,rebecca5@gmail.com,(443) 474-9971,Corcoran,Pittsburgh,PA,Pittsburgh,22,45,45,26505810,PA960173,PA,5.0,66,B,B,realtor_scraper,2026-05-25T07:07:18.026183+00:00
122,Joshua Wallace,Joshua,Wallace,wallace.joshua@kw.com,(725) 753-9699,Dielmann Sotheby's,Sacramento,CA,Sacramento,9,18,18,10728954,CA5074197,CA,4.4,81,A,A,realtor_scraper,2026-05-25T07:07:18.012889+00:00
528,Lisa Turner,Lisa,Turner,lisa_turner@compass.com,(424) 484-5217,Compass,Cincinnati,OH,Cincinnati,12,30,30,14218590,OH469771,OH,4.7,89,B,B,realtor_scraper,2026-05-25T07:07:18.026486+00:00
824,Charles Kelly,Charles,Kelly,charles_kelly@compass.com,(629) 225-7155,Partners Trust,Anchorage,AK,Anchorage,0,7,7,4122076,AK696923,AK,3.9,74,C,C,realtor_scraper,2026-05-25T07:07:18.034082+00:00
607,Alice Alexander,Alice,Alexander,alexander.alice@hotmail.com,(475) 984-7993,Berkshire Hathaway HomeServices Texas,Raleigh,NC,Raleigh,2,4,4,2365408,NC462793,NC,4.1,92,B,B,realtor_scraper,2026-05-25T07:07:18.029879+00:00
762,Keith Wright,Keith,Wright,keith33@compass.com,(315) 830-4689,Weichert Realtors,Fayetteville,AR,Fayetteville,13,28,28,7996884,AR313954,AR,4.5,83,C,C,realtor_scraper,2026-05-25T07:07:18.033398+00:00
77,Nathan Gonzalez,Nathan,Gonzalez,nathan3@coldwellbanker.com,(912) 865-9474,Christie's International Real Estate,Bellevue,WA,Bellevue,24,34,34,13152832,WA606740,WA,4.5,93,A,A,realtor_scraper,2026-05-25T07:07:18.011939+00:00
215,Benjamin Hernandez,Benjamin,Hernandez,benjaminh@coldwellbanker.com,(316) 788-9125,Dave Perry-Miller,Boston,MA,Boston,4,12,12,3116448,MA172365,MA,4.8,67,A,A,realtor_scraper,2026-05-25T07:07:18.020692+00:00
297,Jacob Peterson,Jacob,Peterson,peterson.jacob@outlook.com,(203) 377-3594,Martha Turner Sotheby's,Boulder,CO,Boulder,1,8,8,5908128,CO486402,CO,4.0,63,A,A,realtor_scraper,2026-05-25T07:07:18.022466+00:00
541,Nathan Reed,Nathan,Reed,nathan.reed@exp.com,(205) 981-5835,Century 21,Detroit,MI,Detroit,11,17,17,7762914,MI183919,MI,4.4,84,B,B,realtor_scraper,2026-05-25T07:07:18.028738+00:00
390,Amanda Hernandez,Amanda,Hernandez,amanda.hernandez@outlook.com,(434) 910-7707,Jameson Sotheby's,Sandy Springs,GA,Sandy Springs,22,16,16,4740912,GA631562,GA,4.3,91,A,A,realtor_scraper,2026-05-25T07:07:18.024244+00:00
204,Charlotte Turner,Charlotte,Turner,charlotte_turner@gmail.com,(513) 648-9907,Russ Lyon Sotheby's,Bellevue,WA,Bellevue,3,16,16,10173312,WA965398,WA,4.0,87,A,A,realtor_scraper,2026-05-25T07:07:18.014408+00:00
57,Lawrence Henderson,Lawrence,Henderson,henderson.lawrence@outlook.com,(831) 941-2533,Realty ONE Group,Tempe,AZ,Tempe,23,27,27,17097669,AZ599984,AZ,4.7,91,A,A,realtor_scraper,2026-05-25T07:07:18.011561+00:00
875,Judy Hall,Judy,Hall,judy_hall@exp.com,(941) 928-5987,Realty Executives,Anchorage,AK,Anchorage,5,21,21,7598514,AK409459,AK,4.6,89,C,C,realtor_scraper,2026-05-25T07:07:18.034632+00:00
530,Patricia Allen,Patricia,Allen,pallen@exp.com,(585) 816-2282,eXp Realty,Madison,WI,Madison,0,9,9,3438648,WI988330,WI,3.6,82,B,B,realtor_scraper,2026-05-25T07:07:18.026519+00:00
398,Patrick Peterson,Patrick,Peterson,patrickp@kw.com,(713) 440-9301,Howard Hanna,Queens,NY,Queens,0,4,4,2264220,NY851796,NY,3.6,62,A,A,realtor_scraper,2026-05-25T07:07:18.024359+00:00
41,Jean Watson,Jean,Watson,jean23@redfin.com,(539) 575-5117,Redfin,Seattle,WA,Seattle,4,20,20,10721760,WA464436,WA,3.8,83,A,A,realtor_scraper,2026-05-25T07:07:18.011307+00:00
691,Samantha Foster,Samantha,Foster,sfoster@remax.net,(502) 816-5265,RE/MAX,Pittsburgh,PA,Pittsburgh,13,30,30,19604910,PA540162,PA,4.9,92,B,B,realtor_scraper,2026-05-25T07:07:18.032593+00:00
10,Tyler Walker,Tyler,Walker,tylerw@coldwellbanker.com,(561) 493-5735,Dave Perry-Miller,Bronx,NY,Bronx,25,27,27,13065111,NY596397,NY,4.2,79,A,A,realtor_scraper,2026-05-25T07:07:18.009350+00:00
971,Andrew Patel,Andrew,Patel,andrew.patel@exp.com,(458) 802-6265,Engel & Völkers,Manchester,NH,Manchester,4,16,16,11033520,NH712802,NH,4.5,88,C,C,realtor_scraper,2026-05-25T07:07:18.041461+00:00
937,Douglas Garcia,Douglas,Garcia,douglas11@outlook.com,(240) 987-6170,Berkshire Hathaway HomeServices Florida,Billings,MT,Billings,21,24,24,17653920,MT338034,MT,4.9,84,C,C,realtor_scraper,2026-05-25T07:07:18.035548+00:00
536,Amanda Diaz,Amanda,Diaz,diaz.amanda@redfin.com,(336) 903-7360,Redfin,Bend,OR,Bend,24,41,41,19966508,OR630502,OR,3.6,91,B,B,realtor_scraper,2026-05-25T07:07:18.028633+00:00
281,Virginia Robinson,Virginia,Robinson,virginia_robinson@gmail.com,(928) 286-8000,Pacific Union,Tacoma,WA,Tacoma,5,23,23,10101163,WA569156,WA,4.4,74,A,A,realtor_scraper,2026-05-25T07:07:18.022236+00:00
858,Andrew Long,Andrew,Long,andrew4@compass.com,(510) 399-9377,RealtySouth,Louisville,KY,Louisville,3,22,22,10489204,KY278400,KY,4.4,89,C,C,realtor_scraper,2026-05-25T07:07:18.034431+00:00
888,Timothy Rivera,Timothy,Rivera,timothy.rivera@compass.com,(228) 457-7951,Berkshire Hathaway HomeServices PenFed,Huntsville,AL,Huntsville,1,11,11,2843423,AL885581,AL,4.3,68,C,C,realtor_scraper,2026-05-25T07:07:18.034781+00:00
112,Jesse Nelson,Jesse,Nelson,jesse.nelson@outlook.com,(443) 629-8114,Lyon Real Estate,Sandy Springs,GA,Sandy Springs,3,13,13,7816276,GA764146,GA,4.2,93,A,A,realtor_scraper,2026-05-25T07:07:18.012725+00:00
744,Jonathan Sanders,Jonathan,Sanders,jonathan_sanders@exp.com,(916) 617-6312,eXp Realty,Virginia Beach,VA,Virginia Beach,2,8,8,2546000,VA590752,VA,4.9,76,B,B,realtor_scraper,2026-05-25T07:07:18.033190+00:00
182,Walter Harrison,Walter,Harrison,walter.harrison@realtor.com,(516) 570-6042,Carrington Real Estate Services,Brooklyn,NY,Brooklyn,0,5,5,2889965,NY281021,NY,4.4,90,A,A,realtor_scraper,2026-05-25T07:07:18.013910+00:00
432,Ashley Richardson,Ashley,Richardson,ashley.richardson@gmail.com,(847) 648-2665,Joyce Rey,Durham,NC,Durham,2,11,11,5375876,NC343176,NC,4.5,79,B,B,realtor_scraper,2026-05-25T07:07:18.025102+00:00
761,Danielle Gonzalez,Danielle,Gonzalez,gonzalez.danielle@remax.net,(361) 390-4804,Berkshire Hathaway HomeServices Texas,Portland,ME,Portland,5,24,24,17625312,ME964290,ME,4.7,76,C,C,realtor_scraper,2026-05-25T07:07:18.033385+00:00
726,Pamela Cox,Pamela,Cox,pcox@remax.net,(808) 856-9148,Berkshire Hathaway HomeServices Texas,Raleigh,NC,Raleigh,1,12,12,6064020,NC997216,NC,4.5,75,B,B,realtor_scraper,2026-05-25T07:07:18.032987+00:00
641,Joshua Diaz,Joshua,Diaz,jdiaz@yahoo.com,(843) 305-2249,Dielmann Sotheby's,Fort Wayne,IN,Fort Wayne,4,19,19,13498493,IN453427,IN,4.4,75,B,B,realtor_scraper,2026-05-25T07:07:18.031953+00:00
408,Lawrence Kelly,Lawrence,Kelly,lawrence38@compass.com,(575) 938-8566,EXIT Realty,Bend,OR,Bend,24,27,27,14427963,OR485031,OR,4.3,97,B,B,realtor_scraper,2026-05-25T07:07:18.024753+00:00
225,Jordan Diaz,Jordan,Diaz,jordan_diaz@gmail.com,(317) 497-3554,Coldwell Banker Residential,Sacramento,CA,Sacramento,3,18,18,13229748,CA5915465,CA,4.8,70,A,A,realtor_scraper,2026-05-25T07:07:18.021165+00:00
84,Cynthia Lopez,Cynthia,Lopez,clopez@kw.com,(980) 276-2127,ERA Real Estate,Manhattan,NY,Manhattan,2,3,3,1207428,NY787005,NY,4.2,69,A,A,realtor_scraper,2026-05-25T07:07:18.012060+00:00
631,Jeremy Stewart,Jeremy,Stewart,stewart.jeremy@kw.com,(605) 601-8195,Long & Foster,Provo,UT,Provo,17,26,26,11946168,UT695211,UT,4.7,70,B,B,realtor_scraper,2026-05-25T07:07:18.031840+00:00
800,Nathan Carter,Nathan,Carter,ncarter@realtor.com,(787) 612-2344,Douglas Elliman,Sioux Falls,SD,Sioux Falls,24,23,23,8288556,SD577771,SD,3.7,79,C,C,realtor_scraper,2026-05-25T07:07:18.033822+00:00
901,Linda Ross,Linda,Ross,lindar@exp.com,(216) 282-3030,Alain Pinel Realtors,Overland Park,KS,Overland Park,10,23,23,6058361,KS334988,KS,4.2,78,C,C,realtor_scraper,2026-05-25T07:07:18.034983+00:00
786,Steven Mitchell,Steven,Mitchell,stevenm@exp.com,(646) 411-4426,Greenway Residential,Albuquerque,NM,Albuquerque,2,7,7,2276246,NM317253,NM,3.6,64,C,C,realtor_scraper,2026-05-25T07:07:18.033684+00:00
116,Billy Thompson,Billy,Thompson,thompson.billy@compass.com,(417) 352-3054,HomeSmart,Boulder,CO,Boulder,9,32,32,19726272,CO353164,CO,4.6,66,A,A,realtor_scraper,2026-05-25T07:07:18.012790+00:00
105,Mason Gonzales,Mason,Gonzales,mason39@remax.net,(586) 830-7642,Keller Williams Realty,West Palm Beach,FL,West Palm Beach,4,14,14,6656650,FL202086,FL,3.8,82,A,A,realtor_scraper,2026-05-25T07:07:18.012606+00:00
47,Jack Jordan,Jack,Jordan,jack42@hotmail.com,(816) 821-4365,Rogers Healy and Associates,Fresno,CA,Fresno,0,4,4,1770340,CA4571962,CA,3.6,92,A,A,realtor_scraper,2026-05-25T07:07:18.011399+00:00
168,Jennifer Allen,Jennifer,Allen,jallen@gmail.com,(908) 728-9679,Briggs Freeman Sotheby's,Evanston,IL,Evanston,3,13,13,8484476,IL214765,IL,3.6,81,A,A,realtor_scraper,2026-05-25T07:07:18.013687+00:00
141,Denise Thompson,Denise,Thompson,deniset@yahoo.com,(719) 958-4693,Washington Fine Properties,Fresno,CA,Fresno,19,19,19,10653870,CA4085269,CA,4.7,92,A,A,realtor_scraper,2026-05-25T07:07:18.013198+00:00
305,Matthew Davis,Matthew,Davis,matthew41@remax.net,(817) 807-7765,RE/MAX,Alpharetta,GA,Alpharetta,16,41,41,30672715,GA703415,GA,4.1,74,A,A,realtor_scraper,2026-05-25T07:07:18.022598+00:00
775,Anna Harrison,Anna,Harrison,harrison.anna@coldwellbanker.com,(667) 349-6362,Joyce Rey,Wilmington,DE,Wilmington,20,16,16,6809600,DE104890,DE,3.9,70,C,C,realtor_scraper,2026-05-25T07:07:18.033543+00:00
434,Deborah Baker,Deborah,Baker,deborah70@exp.com,(404) 885-6077,Golden Gate Sotheby's,Henderson,NV,Henderson,3,20,20,10976640,NV268395,NV,4.6,77,B,B,realtor_scraper,2026-05-25T07:07:18.025131+00:00
324,Sarah Gray,Sarah,Gray,gray.sarah@gmail.com,(719) 246-9977,Neumann & Associates,Denver,CO,Denver,3,14,14,9021600,CO540298,CO,3.8,87,A,A,realtor_scraper,2026-05-25T07:07:18.023224+00:00
825,William Foster,William,Foster,wfoster@realtor.com,(760) 463-6931,The Agency,Tulsa,OK,Tulsa,1,9,9,2345571,OK579872,OK,4.3,90,C,C,realtor_scraper,2026-05-25T07:07:18.034091+00:00
754,Helen Reed,Helen,Reed,hreed@outlook.com,(301) 588-2912,Allie Beth Allman,Providence,RI,Providence,3,21,21,13404930,RI914690,RI,4.3,74,C,C,realtor_scraper,2026-05-25T07:07:18.033305+00:00
922,Joe Henderson,Joe,Henderson,henderson.joe@exp.com,(269) 429-9198,Harry Norman Realtors,Providence,RI,Providence,4,23,23,6722647,RI131330,RI,3.6,72,C,C,realtor_scraper,2026-05-25T07:07:18.035374+00:00
817,Victoria Russell,Victoria,Russell,victoria.russell@gmail.com,(442) 372-9495,ERA Real Estate,Meridian,ID,Meridian,25,20,20,12327220,ID650664,ID,4.6,95,C,C,realtor_scraper,2026-05-25T07:07:18.034011+00:00
737,Rachel Romero,Rachel,Romero,rachel_romero@realtor.com,(641) 372-2804,The Boutique Real Estate Group,Greenville,SC,Greenville,19,20,20,12379740,SC883831,SC,4.6,95,B,B,realtor_scraper,2026-05-25T07:07:18.033114+00:00
131,Brenda Ross,Brenda,Ross,brenda.ross@realtor.com,(231) 332-7829,Houlihan Lawrence,Tampa,FL,Tampa,0,6,6,2060718,FL592495,FL,4.6,62,A,A,realtor_scraper,2026-05-25T07:07:18.013032+00:00
302,Charles Hill,Charles,Hill,hill.charles@yahoo.com,(856) 514-2995,LIV Sotheby's,Dallas,TX,Dallas,20,17,17,5467744,TX224838,TX,4.1,77,A,A,realtor_scraper,2026-05-25T07:07:18.022534+00:00
923,Jesse Patterson,Jesse,Patterson,patterson.jesse@hotmail.com,(719) 922-5314,Century 21,Charleston,WV,Charleston,1,5,5,1778845,WV359255,WV,4.7,85,C,C,realtor_scraper,2026-05-25T07:07:18.035388+00:00
424,Charles Morales,Charles,Morales,charles_morales@exp.com,(720) 527-7867,Ebby Halliday Realtors,Alexandria,VA,Alexandria,4,15,15,5953305,VA942062,VA,5.0,91,B,B,realtor_scraper,2026-05-25T07:07:18.024985+00:00
968,Linda Lee,Linda,Lee,lee.linda@realtor.com,(619) 586-7359,The Agency Texas,Lexington,KY,Lexington,2,6,6,3781326,KY310061,KY,4.8,63,C,C,realtor_scraper,2026-05-25T07:07:18.041433+00:00
674,Brenda Roberts,Brenda,Roberts,brenda.roberts@outlook.com,(660) 441-3901,Berkshire Hathaway HomeServices California,Philadelphia,PA,Philadelphia,3,15,15,10346520,PA960390,PA,3.7,73,B,B,realtor_scraper,2026-05-25T07:07:18.032369+00:00
243,Judith Taylor,Judith,Taylor,judith47@exp.com,(986) 716-2653,eXp Realty,Los Angeles,CA,Los Angeles,22,23,23,9989935,CA5377887,CA,4.9,96,A,A,realtor_scraper,2026-05-25T07:07:18.021521+00:00
102,Sharon Peterson,Sharon,Peterson,sharon.peterson@compass.com,(612) 675-4206,Sierra Sotheby's,Queens,NY,Queens,0,11,11,3977347,NY719931,NY,4.1,67,A,A,realtor_scraper,2026-05-25T07:07:18.012534+00:00
179,Russell Scott,Russell,Scott,russell59@sothebysrealty.com,(626) 933-7228,Sotheby's International Realty,Cambridge,MA,Cambridge,5,16,16,10447424,MA742434,MA,4.2,86,A,A,realtor_scraper,2026-05-25T07:07:18.013861+00:00
822,Adam Ruiz,Adam,Ruiz,adamr@gmail.com,(951) 668-8379,Corcoran,Missoula,MT,Missoula,3,14,14,8427412,MT168108,MT,4.9,66,C,C,realtor_scraper,2026-05-25T07:07:18.034064+00:00
171,Anthony Diaz,Anthony,Diaz,diaz.anthony@realtor.com,(913) 943-9430,The Collective,Boston,MA,Boston,6,27,27,9362034,MA378679,MA,3.8,80,A,A,realtor_scraper,2026-05-25T07:07:18.013734+00:00
67,Dylan Cruz,Dylan,Cruz,dcruz@exp.com,(302) 968-6055,Alain Pinel Realtors,Atlanta,GA,Atlanta,2,12,12,8982744,GA467776,GA,4.8,60,A,A,realtor_scraper,2026-05-25T07:07:18.011745+00:00
198,Joseph Bennett,Joseph,Bennett,joseph.bennett@compass.com,(636) 889-8504,VIP Realty,Denver,CO,Denver,15,33,33,16780335,CO704468,CO,4.4,67,A,A,realtor_scraper,2026-05-25T07:07:18.014176+00:00
497,Carol Jackson,Carol,Jackson,carol.jackson@realtor.com,(860) 564-6440,Corcoran,St. Louis,MO,St. Louis,1,8,8,4402568,MO464969,MO,5.0,88,B,B,realtor_scraper,2026-05-25T07:07:18.026054+00:00
113,Kevin Perez,Kevin,Perez,kevin30@realtor.com,(248) 214-2939,RE/MAX Advantage,Chicago,IL,Chicago,5,16,16,7757808,IL217117,IL,3.9,72,A,A,realtor_scraper,2026-05-25T07:07:18.012739+00:00
666,Shirley Wood,Shirley,Wood,shirley_wood@compass.com,(270) 444-4119,Champions Real Estate Group,Henderson,NV,Henderson,4,17,17,6134926,NV243682,NV,4.2,62,B,B,realtor_scraper,2026-05-25T07:07:18.032285+00:00
722,Kelly Howard,Kelly,Howard,kellyh@yahoo.com,(229) 992-9062,Realty Executives,Cincinnati,OH,Cincinnati,17,17,17,6727937,OH535598,OH,3.7,93,B,B,realtor_scraper,2026-05-25T07:07:18.032939+00:00
570,Jacob Reed,Jacob,Reed,jacob33@remax.net,(717) 972-6300,Champions Real Estate Group,Nashville,TN,Nashville,16,33,33,8255610,TN808115,TN,4.7,93,B,B,realtor_scraper,2026-05-25T07:07:18.029283+00:00
771,Juan Gonzales,Juan,Gonzales,juang@outlook.com,(309) 473-9520,Joyce Rey,Omaha,NE,Omaha,0,10,10,7413110,NE138403,NE,3.8,83,C,C,realtor_scraper,2026-05-25T07:07:18.033488+00:00
933,Kevin Griffin,Kevin,Griffin,griffin.kevin@compass.com,(801) 515-8201,Howard Hanna,Anchorage,AK,Anchorage,3,13,13,8268260,AK170328,AK,4.4,71,C,C,realtor_scraper,2026-05-25T07:07:18.035495+00:00
529,Carol Jordan,Carol,Jordan,carol.jordan@hotmail.com,(646) 859-7168,Briggs Freeman Sotheby's,Reno,NV,Reno,0,9,9,2896749,NV783585,NV,4.0,92,B,B,realtor_scraper,2026-05-25T07:07:18.026502+00:00
355,Jean Phillips,Jean,Phillips,jean94@kw.com,(906) 334-2862,Berkshire Hathaway HomeServices PenFed,El Paso,TX,El Paso,18,42,42,18965142,TX288792,TX,4.4,77,A,A,realtor_scraper,2026-05-25T07:07:18.023736+00:00
300,Donna Richardson,Donna,Richardson,richardson.donna@realtor.com,(346) 546-8655,Berkshire Hathaway HomeServices PenFed,Atlanta,GA,Atlanta,0,10,10,6836600,GA424567,GA,4.6,87,A,A,realtor_scraper,2026-05-25T07:07:18.022506+00:00
374,Arthur Ramirez,Arthur,Ramirez,ramirez.arthur@kw.com,(479) 671-7213,Berkshire Hathaway HomeServices PenFed,Bellevue,WA,Bellevue,13,26,26,10091692,WA483512,WA,3.9,97,A,A,realtor_scraper,2026-05-25T07:07:18.024014+00:00
181,Maria Powell,Maria,Powell,powell.maria@coldwellbanker.com,(574) 919-4609,The Agency Texas,Atlanta,GA,Atlanta,2,7,7,1960049,GA877513,GA,4.4,73,A,A,realtor_scraper,2026-05-25T07:07:18.013895+00:00
