id,name,email,phone,brokerage,city,state,zip,years_experience,transaction_volume,cream_fit_score,priority,lead_source,generated_date
CREAM-20260609-0164,Dorothy Adams,dorothy.adams@email.com,(995)-976-1218,eXp Realty,Los Angeles,CA,21397,15,11-25,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0165,Jack Reed,jack.reed@email.com,(665)-839-2452,Century 21,St. Petersburg,FL,78210,23,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0166,Charles Thomas,charles.thomas@email.com,(848)-416-7243,Redfin,Stockton,CA,60616,8,51-100,75,A,Daily Scraper,2026-06-09
CREAM-20260609-0167,Mary Ortiz,mary.ortiz@email.com,(615)-277-5592,Realty One Group,Kenosha,WI,11874,22,1-10,95,A,Daily Scraper,2026-06-09
CREAM-20260609-0168,Samantha Green,samantha.green@email.com,(435)-849-6071,Sotheby's International,Boston,MA,36737,15,51-100,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0169,Michael Gutierrez,michael.gutierrez@email.com,(693)-644-7742,Better Homes & Gardens,Toledo,OH,45255,10,26-50,75,B,Daily Scraper,2026-06-09
CREAM-20260609-0170,Kathleen Cook,kathleen.cook@email.com,(283)-353-4127,ERA Real Estate,Oakland,CA,36879,17,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0171,Donna Smith,donna.smith@email.com,(894)-111-5226,Re/Max,Jacksonville,FL,89724,6,51-100,69,B,Daily Scraper,2026-06-09
CREAM-20260609-0172,Carolyn Green,carolyn.green@email.com,(727)-528-1825,Berkshire Hathaway,Baton Rouge,LA,28262,18,1-10,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0173,Janet Torres,janet.torres@email.com,(884)-442-6165,eXp Realty,Tempe,AZ,97646,20,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0174,Margaret Thompson,margaret.thompson@email.com,(681)-504-8990,Keller Williams,Tucson,AZ,83341,11,26-50,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0175,Betty Davis,betty.davis@email.com,(709)-814-2080,Coldwell Banker,Erie,PA,86156,5,51-100,63,C,Daily Scraper,2026-06-09
CREAM-20260609-0176,Christopher Patel,christopher.patel@email.com,(361)-519-7507,Coldwell Banker,Corpus Christi,TX,62288,8,51-100,74,A,Daily Scraper,2026-06-09
CREAM-20260609-0177,Kenneth Evans,kenneth.evans@email.com,(628)-995-3356,United Real Estate,West Valley City,UT,96949,16,1-10,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0178,Catherine Price,catherine.price@email.com,(391)-999-9019,Sotheby's International,Chandler,AZ,45741,14,26-50,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0179,Nancy Young,nancy.young@email.com,(387)-349-7902,ERA Real Estate,Irvine,CA,98305,14,1-10,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0180,Paul Martinez,paul.martinez@email.com,(687)-943-4695,Compass,Omaha,NE,78223,12,26-50,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0181,Donna Harris,donna.harris@email.com,(554)-548-9976,Compass,Philadelphia,PA,72848,12,11-25,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0182,Mark Edwards,mark.edwards@email.com,(282)-632-4284,Berkshire Hathaway,Cincinnati,OH,43224,16,11-25,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0183,Patrick Cooper,patrick.cooper@email.com,(300)-382-6808,Century 21,Pearl City,HI,61845,10,26-50,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0184,Jack Reyes,jack.reyes@email.com,(648)-633-1190,eXp Realty,Toledo,OH,84918,17,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0185,Mark Jones,mark.jones@email.com,(596)-661-9698,ERA Real Estate,Iowa City,IA,32402,9,1-10,74,B,Daily Scraper,2026-06-09
CREAM-20260609-0186,Jessica James,jessica.james@email.com,(484)-207-1528,Better Homes & Gardens,San Francisco,CA,91098,20,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0187,Charles Carter,charles.carter@email.com,(953)-943-1650,Better Homes & Gardens,Fort Lauderdale,FL,44651,11,11-25,77,A,Daily Scraper,2026-06-09
CREAM-20260609-0188,Nicole Harris,nicole.harris@email.com,(559)-990-7706,United Real Estate,Houston,TX,46036,22,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0189,Carolyn Williams,carolyn.williams@email.com,(683)-733-1311,Douglas Elliman,Oakland,CA,85717,8,100+,71,A,Daily Scraper,2026-06-09
CREAM-20260609-0190,Tyler Clark,tyler.clark@email.com,(945)-778-3272,Sotheby's International,Huntsville,AL,49152,8,26-50,72,B,Daily Scraper,2026-06-09
CREAM-20260609-0191,Sarah Ramirez,sarah.ramirez@email.com,(803)-204-4615,Sotheby's International,Riverside,CA,46718,14,26-50,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0192,Edward Campbell,edward.campbell@email.com,(607)-889-5495,HomeSmart,Rochester,NH,95274,21,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0193,Catherine Scott,catherine.scott@email.com,(578)-211-4782,Berkshire Hathaway,Chicago,IL,27830,17,1-10,92,A,Daily Scraper,2026-06-09
CREAM-20260609-0194,Kathleen White,kathleen.white@email.com,(221)-327-2665,Century 21,Billings,MT,85542,10,11-25,81,A,Daily Scraper,2026-06-09
CREAM-20260609-0195,Anna Walker,anna.walker@email.com,(965)-535-9467,Douglas Elliman,Detroit,MI,59943,12,11-25,74,B,Daily Scraper,2026-06-09
CREAM-20260609-0196,Rebecca Reed,rebecca.reed@email.com,(916)-743-8426,Realty One Group,San Diego,CA,81708,22,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0197,Mary Patel,mary.patel@email.com,(449)-671-6475,Exit Realty,Bozeman,MT,80007,7,26-50,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0198,Melissa Hall,melissa.hall@email.com,(544)-238-1721,Douglas Elliman,Grand Rapids,MI,66115,9,26-50,69,B,Daily Scraper,2026-06-09
CREAM-20260609-0199,Stephen Gray,stephen.gray@email.com,(652)-840-2183,HomeSmart,Arlington,TX,55537,15,1-10,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0200,Lisa Peterson,lisa.peterson@email.com,(594)-596-2833,Compass,Fresno,CA,78941,10,51-100,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0201,Ronald Hall,ronald.hall@email.com,(819)-492-5649,The Agency,Columbus,GA,25427,9,1-10,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0202,Pamela Myers,pamela.myers@email.com,(694)-294-7794,ERA Real Estate,Jersey City,NJ,89375,19,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0203,Brian Price,brian.price@email.com,(818)-751-4469,Redfin,Cleveland,OH,68938,11,11-25,76,B,Daily Scraper,2026-06-09
CREAM-20260609-0204,John Patel,john.patel@email.com,(986)-794-8653,Better Homes & Gardens,Wichita,KS,53557,9,51-100,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0205,Larry Mitchell,larry.mitchell@email.com,(949)-668-7038,Coldwell Banker,Akron,OH,35788,8,1-10,80,A,Daily Scraper,2026-06-09
CREAM-20260609-0206,Ashley Castillo,ashley.castillo@email.com,(371)-601-5479,Weichert Realtors,North Las Vegas,NV,79044,14,1-10,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0207,Karen Miller,karen.miller@email.com,(389)-783-7464,Century 21,Fresno,CA,85580,24,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0208,Joseph Flores,joseph.flores@email.com,(642)-312-2259,ERA Real Estate,Dallas,TX,54330,18,11-25,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0209,Rebecca Myers,rebecca.myers@email.com,(394)-198-6792,United Real Estate,Sterling Heights,MI,71037,9,26-50,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0210,Linda Sanchez,linda.sanchez@email.com,(416)-984-4957,Realty One Group,Cape Coral,FL,48803,13,1-10,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0211,Mark Gomez,mark.gomez@email.com,(666)-160-8910,The Agency,Gresham,OR,17951,15,26-50,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0212,Stephanie Morgan,stephanie.morgan@email.com,(389)-153-6021,Better Homes & Gardens,Spokane,WA,69839,11,11-25,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0213,Brenda Garcia,brenda.garcia@email.com,(479)-476-2558,The Agency,Grand Rapids,MI,27166,7,100+,80,A,Daily Scraper,2026-06-09
CREAM-20260609-0214,Jennifer Murphy,jennifer.murphy@email.com,(350)-408-2242,Houlihan Lawrence,Chula Vista,CA,36133,4,26-50,77,A,Daily Scraper,2026-06-09
CREAM-20260609-0215,Rachel Scott,rachel.scott@email.com,(704)-690-5305,Houlihan Lawrence,Fort Worth,TX,88593,20,26-50,98,A,Daily Scraper,2026-06-09
CREAM-20260609-0216,Carolyn Hughes,carolyn.hughes@email.com,(687)-457-6854,Houlihan Lawrence,St. Louis,MO,80454,12,1-10,75,B,Daily Scraper,2026-06-09
CREAM-20260609-0217,Christopher Myers,christopher.myers@email.com,(478)-284-6082,Corcoran,San Antonio,TX,10094,13,11-25,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0218,Amy Brooks,amy.brooks@email.com,(775)-628-5553,Weichert Realtors,Durham,NC,95877,23,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0219,Jacob Reed,jacob.reed@email.com,(505)-942-4458,Compass,Yonkers,NY,51090,22,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0220,Nicholas Garcia,nicholas.garcia@email.com,(736)-433-9914,HomeSmart,Cincinnati,OH,74291,10,51-100,79,B,Daily Scraper,2026-06-09
CREAM-20260609-0221,John Allen,john.allen@email.com,(301)-719-5309,HomeSmart,St. Petersburg,FL,52479,12,1-10,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0222,Kimberly Harris,kimberly.harris@email.com,(901)-254-3704,Century 21,Akron,OH,19876,20,11-25,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0223,Karen Peterson,karen.peterson@email.com,(878)-309-5878,The Agency,Chula Vista,CA,40589,7,51-100,74,A,Daily Scraper,2026-06-09
CREAM-20260609-0224,Mark Collins,mark.collins@email.com,(781)-593-8244,Berkshire Hathaway,Boise,ID,73686,12,11-25,77,B,Daily Scraper,2026-06-09
CREAM-20260609-0225,Gregory Williams,gregory.williams@email.com,(230)-220-6346,eXp Realty,Durham,NC,48186,15,1-10,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0226,Kathleen Johnson,kathleen.johnson@email.com,(262)-897-6763,Houlihan Lawrence,Fort Worth,TX,46292,18,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0227,Margaret Diaz,margaret.diaz@email.com,(407)-788-7585,Coldwell Banker,Rochester,NY,10089,15,1-10,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0228,Deborah Cruz,deborah.cruz@email.com,(639)-554-2209,Sotheby's International,Newark,DE,62373,14,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0229,Barbara Flores,barbara.flores@email.com,(389)-189-8674,Weichert Realtors,Rochester,MN,83412,29,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0230,Thomas Morales,thomas.morales@email.com,(368)-134-9608,The Agency,Butte,MT,60776,8,11-25,72,B,Daily Scraper,2026-06-09
CREAM-20260609-0231,Nancy Morris,nancy.morris@email.com,(311)-782-5236,Corcoran,Laramie,WY,25019,17,26-50,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0232,Shirley White,shirley.white@email.com,(415)-985-1195,Exit Realty,Meridian,ID,21141,6,51-100,79,B,Daily Scraper,2026-06-09
CREAM-20260609-0233,Brenda Anderson,brenda.anderson@email.com,(881)-768-4105,Douglas Elliman,Fort Worth,TX,42102,23,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0234,Andrew Brooks,andrew.brooks@email.com,(683)-418-9916,Century 21,Atlanta,GA,20582,21,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0235,Catherine Gomez,catherine.gomez@email.com,(843)-868-1223,Better Homes & Gardens,Savannah,GA,78770,7,51-100,64,C,Daily Scraper,2026-06-09
CREAM-20260609-0236,Carolyn Anderson,carolyn.anderson@email.com,(713)-459-3175,The Agency,Gresham,OR,68967,22,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0237,Jonathan White,jonathan.white@email.com,(831)-303-9760,Exit Realty,Los Angeles,CA,73531,21,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0238,Lisa Kim,lisa.kim@email.com,(579)-194-7486,Weichert Realtors,Raleigh,NC,22624,13,26-50,92,A,Daily Scraper,2026-06-09
CREAM-20260609-0239,Karen Carter,karen.carter@email.com,(419)-470-8883,Realty One Group,Allentown,PA,92391,23,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0240,Paul Sanchez,paul.sanchez@email.com,(650)-521-7721,HomeSmart,Stockton,CA,85100,10,11-25,72,A,Daily Scraper,2026-06-09
CREAM-20260609-0241,Sandra Lee,sandra.lee@email.com,(734)-817-8654,Houlihan Lawrence,El Paso,TX,54473,14,11-25,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0242,Donald Hill,donald.hill@email.com,(508)-837-1150,The Agency,Shreveport,LA,79225,21,11-25,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0243,Eric Reyes,eric.reyes@email.com,(427)-300-6407,HomeSmart,Syracuse,NY,96262,14,26-50,92,A,Daily Scraper,2026-06-09
CREAM-20260609-0244,Mary Mitchell,mary.mitchell@email.com,(684)-512-6515,United Real Estate,Pearl City,HI,54740,23,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0245,Anthony Reyes,anthony.reyes@email.com,(357)-646-3517,Coldwell Banker,San Francisco,CA,35808,9,26-50,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0246,Scott Thomas,scott.thomas@email.com,(848)-990-5319,eXp Realty,North Charleston,SC,48322,16,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0247,Pamela Kim,pamela.kim@email.com,(404)-796-1003,Compass,Rochester,MN,31596,21,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0248,Emily Walker,emily.walker@email.com,(328)-768-6395,Keller Williams,Stockton,CA,26605,24,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0249,John Myers,john.myers@email.com,(718)-214-7771,eXp Realty,Omaha,NE,25229,14,51-100,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0250,Janet Ramos,janet.ramos@email.com,(206)-411-7626,Weichert Realtors,Winston-Salem,NC,98268,8,11-25,75,B,Daily Scraper,2026-06-09
CREAM-20260609-0251,Mary Hughes,mary.hughes@email.com,(694)-557-3447,Realty One Group,San Antonio,TX,87274,8,51-100,73,A,Daily Scraper,2026-06-09
CREAM-20260609-0252,Nicholas Lopez,nicholas.lopez@email.com,(567)-912-2198,HomeSmart,Corpus Christi,TX,34935,16,1-10,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0253,Christopher Wood,christopher.wood@email.com,(675)-295-8046,Keller Williams,Memphis,TN,59408,17,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0254,John Collins,john.collins@email.com,(520)-224-8620,Century 21,Minneapolis,MN,97142,10,26-50,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0255,Donna Cooper,donna.cooper@email.com,(516)-442-9542,Realty One Group,Denver,CO,15488,18,11-25,92,A,Daily Scraper,2026-06-09
CREAM-20260609-0256,Joshua Peterson,joshua.peterson@email.com,(882)-795-2056,Re/Max,Jersey City,NJ,39969,14,11-25,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0257,Jack Ruiz,jack.ruiz@email.com,(246)-613-7941,Better Homes & Gardens,Irvine,CA,47869,16,1-10,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0258,Donald Stewart,donald.stewart@email.com,(958)-742-7606,Redfin,El Paso,TX,68484,19,11-25,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0259,David Martin,david.martin@email.com,(370)-162-3812,Coldwell Banker,Anaheim,CA,99309,12,51-100,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0260,Donald Gonzalez,donald.gonzalez@email.com,(706)-837-9615,Better Homes & Gardens,Green Bay,WI,25960,13,11-25,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0261,Dorothy Ruiz,dorothy.ruiz@email.com,(838)-422-3422,Corcoran,Toledo,OH,46369,4,100+,60,C,Daily Scraper,2026-06-09
CREAM-20260609-0262,Larry Morris,larry.morris@email.com,(880)-700-1561,Keller Williams,El Paso,TX,71215,10,11-25,77,A,Daily Scraper,2026-06-09
CREAM-20260609-0263,Amy Hernandez,amy.hernandez@email.com,(247)-606-3707,Keller Williams,Sacramento,CA,27611,6,11-25,74,A,Daily Scraper,2026-06-09
CREAM-20260609-0264,Gary Parker,gary.parker@email.com,(335)-398-5752,Corcoran,New York,NY,40035,10,1-10,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0265,Larry Perez,larry.perez@email.com,(439)-248-7029,United Real Estate,Arlington,TX,54955,13,26-50,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0266,Jacob Peterson,jacob.peterson@email.com,(581)-638-2305,Berkshire Hathaway,Chula Vista,CA,70850,11,11-25,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0267,Barbara Castillo,barbara.castillo@email.com,(789)-135-6023,Berkshire Hathaway,Syracuse,NY,36657,12,26-50,82,A,Daily Scraper,2026-06-09
CREAM-20260609-0268,Jessica Roberts,jessica.roberts@email.com,(846)-392-9742,Berkshire Hathaway,Rochester,MN,86906,11,1-10,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0269,James Gonzalez,james.gonzalez@email.com,(785)-912-7794,Realty One Group,Scottsdale,AZ,52104,11,100+,85,A,Daily Scraper,2026-06-09
CREAM-20260609-0270,Cynthia Young,cynthia.young@email.com,(379)-246-3863,Coldwell Banker,Rapid City,SD,79961,21,51-100,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0271,Benjamin Sanchez,benjamin.sanchez@email.com,(781)-976-4494,Redfin,Cedar Rapids,IA,81388,23,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0272,Karen Wright,karen.wright@email.com,(518)-423-1451,The Agency,Philadelphia,PA,51320,0,11-25,70,B,Daily Scraper,2026-06-09
CREAM-20260609-0273,Helen Peterson,helen.peterson@email.com,(562)-655-3875,Berkshire Hathaway,Gresham,OR,11113,26,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0274,Brian Gray,brian.gray@email.com,(906)-666-1332,eXp Realty,Sioux Falls,SD,32696,16,1-10,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0275,Paul Chavez,paul.chavez@email.com,(898)-749-2836,HomeSmart,Rockford,IL,71656,17,51-100,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0276,Betty Green,betty.green@email.com,(375)-536-1328,Sotheby's International,Cincinnati,OH,15223,17,26-50,97,A,Daily Scraper,2026-06-09
CREAM-20260609-0277,Stephen Rodriguez,stephen.rodriguez@email.com,(504)-502-4514,Douglas Elliman,Houston,TX,85168,7,11-25,74,A,Daily Scraper,2026-06-09
CREAM-20260609-0278,Samuel Morgan,samuel.morgan@email.com,(984)-623-7970,ERA Real Estate,Colorado Springs,CO,41040,18,1-10,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0279,Cynthia Rodriguez,cynthia.rodriguez@email.com,(426)-305-7985,Exit Realty,Erie,PA,91706,14,11-25,93,A,Daily Scraper,2026-06-09
CREAM-20260609-0280,Pamela Kim,pamela.kim@email.com,(508)-490-1027,Better Homes & Gardens,Riverside,CA,60627,10,1-10,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0281,Catherine Clark,catherine.clark@email.com,(750)-355-5963,Exit Realty,Allentown,PA,77153,11,1-10,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0282,Patrick Taylor,patrick.taylor@email.com,(649)-126-1906,Houlihan Lawrence,Springfield,MA,67398,17,26-50,97,A,Daily Scraper,2026-06-09
CREAM-20260609-0283,Carol Johnson,carol.johnson@email.com,(597)-573-3567,HomeSmart,Durham,NC,25366,15,11-25,81,A,Daily Scraper,2026-06-09
CREAM-20260609-0284,Ryan Lopez,ryan.lopez@email.com,(366)-643-6332,Coldwell Banker,Oakland,CA,76239,7,11-25,72,A,Daily Scraper,2026-06-09
CREAM-20260609-0285,Brenda Cox,brenda.cox@email.com,(756)-644-1513,Berkshire Hathaway,Erie,PA,15666,8,11-25,73,B,Daily Scraper,2026-06-09
CREAM-20260609-0286,Anna Davis,anna.davis@email.com,(679)-464-6592,Redfin,Elizabeth,NJ,37605,15,26-50,96,A,Daily Scraper,2026-06-09
CREAM-20260609-0287,Debra Stewart,debra.stewart@email.com,(614)-279-5244,United Real Estate,San Jose,CA,52766,21,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0288,Kevin Nelson,kevin.nelson@email.com,(522)-115-9805,Sotheby's International,San Jose,CA,23214,9,26-50,86,A,Daily Scraper,2026-06-09
CREAM-20260609-0289,Nicole Moore,nicole.moore@email.com,(253)-272-4067,Compass,Chicago,IL,30847,11,11-25,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0290,Ronald Wright,ronald.wright@email.com,(609)-844-2714,Redfin,Jacksonville,FL,67932,14,26-50,81,A,Daily Scraper,2026-06-09
CREAM-20260609-0291,Raymond Brooks,raymond.brooks@email.com,(509)-875-2379,Century 21,New Orleans,LA,92768,9,51-100,71,B,Daily Scraper,2026-06-09
CREAM-20260609-0292,Samantha Perez,samantha.perez@email.com,(536)-884-9942,Redfin,Aurora,IL,52094,8,26-50,76,B,Daily Scraper,2026-06-09
CREAM-20260609-0293,Dorothy Rivera,dorothy.rivera@email.com,(245)-451-8489,Houlihan Lawrence,Raleigh,NC,18693,6,51-100,67,B,Daily Scraper,2026-06-09
CREAM-20260609-0294,Amy Moore,amy.moore@email.com,(599)-332-6735,Sotheby's International,Akron,OH,48797,19,26-50,92,A,Daily Scraper,2026-06-09
CREAM-20260609-0295,Benjamin Rodriguez,benjamin.rodriguez@email.com,(893)-906-9051,Century 21,Ann Arbor,MI,68095,10,26-50,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0296,Benjamin Richardson,benjamin.richardson@email.com,(648)-665-6457,ERA Real Estate,Tampa,FL,80333,14,1-10,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0297,Debra Reed,debra.reed@email.com,(688)-868-2280,eXp Realty,Tulsa,OK,19319,10,1-10,89,A,Daily Scraper,2026-06-09
CREAM-20260609-0298,Dennis Flores,dennis.flores@email.com,(453)-126-2375,Sotheby's International,Los Angeles,CA,40400,22,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0299,Elizabeth Miller,elizabeth.miller@email.com,(781)-531-4175,Re/Max,El Paso,TX,21653,15,51-100,90,A,Daily Scraper,2026-06-09
CREAM-20260609-0300,George Kelly,george.kelly@email.com,(668)-564-4190,Re/Max,Bangor,ME,36635,12,1-10,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0301,Kimberly Brooks,kimberly.brooks@email.com,(782)-436-9872,Coldwell Banker,Scottsdale,AZ,84104,22,51-100,97,A,Daily Scraper,2026-06-09
CREAM-20260609-0302,Andrew Chavez,andrew.chavez@email.com,(973)-301-8730,Sotheby's International,Houston,TX,97175,19,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0303,Eric Garcia,eric.garcia@email.com,(710)-889-5875,Houlihan Lawrence,Rochester,NY,59090,8,26-50,77,A,Daily Scraper,2026-06-09
CREAM-20260609-0304,Michael Chavez,michael.chavez@email.com,(524)-788-4570,ERA Real Estate,Watertown,SD,21970,17,26-50,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0305,Angela Gonzalez,angela.gonzalez@email.com,(311)-707-5009,Compass,Arlington,TX,38108,12,26-50,75,A,Daily Scraper,2026-06-09
CREAM-20260609-0306,Kenneth Gonzalez,kenneth.gonzalez@email.com,(994)-677-6387,Re/Max,Knoxville,TN,13730,30,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0307,Stephen Johnson,stephen.johnson@email.com,(547)-506-5614,The Agency,Joliet,IL,81977,20,51-100,94,A,Daily Scraper,2026-06-09
CREAM-20260609-0308,Timothy Mitchell,timothy.mitchell@email.com,(515)-420-4628,Corcoran,Rochester,NY,15499,21,1-10,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0309,Jack Diaz,jack.diaz@email.com,(741)-605-3256,Coldwell Banker,Los Angeles,CA,95719,12,1-10,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0310,Kathleen Baker,kathleen.baker@email.com,(740)-759-6729,Compass,Riverside,CA,29573,22,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0311,Paul Peterson,paul.peterson@email.com,(316)-418-6644,Douglas Elliman,Salem,OR,63742,9,11-25,88,A,Daily Scraper,2026-06-09
CREAM-20260609-0312,Scott Thompson,scott.thompson@email.com,(744)-844-9356,Corcoran,Anaheim,CA,66687,4,1-10,60,B,Daily Scraper,2026-06-09
CREAM-20260609-0313,Larry Moore,larry.moore@email.com,(426)-186-3760,HomeSmart,Hattiesburg,MS,14733,12,26-50,91,A,Daily Scraper,2026-06-09
CREAM-20260609-0314,Shirley White,shirley.white@email.com,(389)-122-1595,Realty One Group,Southaven,MS,63459,6,26-50,74,B,Daily Scraper,2026-06-09
CREAM-20260609-0315,Patricia Lee,patricia.lee@email.com,(707)-214-3350,United Real Estate,Springfield,MO,69803,10,1-10,75,B,Daily Scraper,2026-06-09
CREAM-20260609-0316,Amy Martin,amy.martin@email.com,(779)-190-1294,The Agency,Denver,CO,16325,6,11-25,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0317,Scott Hughes,scott.hughes@email.com,(372)-285-6128,Century 21,Missoula,MT,67677,14,26-50,78,B,Daily Scraper,2026-06-09
CREAM-20260609-0318,Janet Alvarez,janet.alvarez@email.com,(718)-160-1997,Houlihan Lawrence,Anaheim,CA,82689,16,51-100,99,A,Daily Scraper,2026-06-09
CREAM-20260609-0319,Daniel Bennett,daniel.bennett@email.com,(756)-935-7646,Berkshire Hathaway,Greensboro,NC,44672,13,11-25,84,A,Daily Scraper,2026-06-09
CREAM-20260609-0320,Sarah Phillips,sarah.phillips@email.com,(229)-106-9061,Houlihan Lawrence,San Francisco,CA,84554,15,51-100,83,A,Daily Scraper,2026-06-09
CREAM-20260609-0321,Helen Long,helen.long@email.com,(852)-485-6857,Houlihan Lawrence,Los Angeles,CA,76873,15,11-25,80,A,Daily Scraper,2026-06-09
CREAM-20260609-0322,Justin Walker,justin.walker@email.com,(885)-418-3085,ERA Real Estate,Fort Lauderdale,FL,88684,16,11-25,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0323,Ryan Ramirez,ryan.ramirez@email.com,(653)-857-5421,Coldwell Banker,Independence,MO,61472,14,11-25,79,B,Daily Scraper,2026-06-09
CREAM-20260609-0324,Heather Johnson,heather.johnson@email.com,(386)-568-1710,ERA Real Estate,Cedar Rapids,IA,43860,6,11-25,73,B,Daily Scraper,2026-06-09
CREAM-20260609-0325,Jacob Gutierrez,jacob.gutierrez@email.com,(582)-827-2878,Weichert Realtors,Stockton,CA,42373,22,51-100,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0326,Virginia Reyes,virginia.reyes@email.com,(468)-629-5195,Realty One Group,Rock Hill,SC,77903,24,26-50,100,A,Daily Scraper,2026-06-09
CREAM-20260609-0327,Barbara Peterson,barbara.peterson@email.com,(385)-875-3962,ERA Real Estate,Stamford,CT,47392,21,1-10,100,A,Daily Scraper,2026-06-09
