full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,source_url,scraped_at
Nicholas Phillips,Nicholas,Phillips,nphillips@homesmart.com,(414) 684-6837,RE/MAX,New Orleans,LA,New Orleans,LA319909,LA,6,22,5060000,84,B,B,4.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Johnson,Cynthia,Johnson,johnsoncynthia@hotmail.com,(410) 420-1636,JPMorgan Real Estate,Oklahoma City,OK,Oklahoma City,OK585439,OK,3,18,3780000,86,B,B,3.8,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Debra Howard,Debra,Howard,dhoward@century21.com,(520) 808-6865,United Real Estate,Indianapolis,IN,Indianapolis,IN830663,IN,2,8,1920000,76,B,B,4.5,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Raymond Torres,Raymond,Torres,raymond_torres@kw.com,(912) 992-8908,Redfin,San Francisco,CA,San Francisco,CA271616,CA,15,60,45000000,79,A,A,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Eric Wood,Eric,Wood,wood.e@century21.com,(919) 674-9391,Local Brokerage,Mobile,AL,Mobile,AL182290,AL,2,8,1760000,85,C,C,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Edward Richardson,Edward,Richardson,edward.richardson@aol.com,(916) 250-6398,Berkshire Hathaway HomeServices,Chicago,IL,Chicago,IL889344,IL,4,25,7500000,94,A,A,3.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jennifer Morales,Jennifer,Morales,jennifer_morales@outlook.com,(719) 731-3127,Weichert Realtors,Knoxville,TN,Knoxville,TN797547,TN,2,6,1920000,80,C,C,3.2,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christopher Reed,Christopher,Reed,christopher.reed@sothebysrealty.com,(916) 693-9308,Marcus & Millichap,Las Vegas,NV,Las Vegas,NV987861,NV,4,18,7650000,86,B,B,3.2,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Daniel Bennett,Daniel,Bennett,bennettdaniel@aol.com,(617) 345-7725,JLL,Washington,DC,Washington,DC401917,DC,5,16,11200000,68,A,A,3.0,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Andrew Roberts,Andrew,Roberts,aroberts@sothebysrealty.com,(202) 481-6403,Coldwell Banker,Pittsburgh,PA,Pittsburgh,PA564030,PA,4,12,3480000,80,B,B,4.9,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Gary Ross,Gary,Ross,gary.ross@homesmart.com,(479) 297-3248,Windermere Real Estate,Denver,CO,Denver,CO710267,CO,3,30,16500000,74,A,A,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Deborah Lopez,Deborah,Lopez,lopez.d@homesmart.com,(512) 423-3454,Corcoran Global Living,Cincinnati,OH,Cincinnati,OH846834,OH,4,4,1000000,70,B,B,4.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Daniel Young,Daniel,Young,youngdaniel@remax.com,(208) 919-5745,Berkshire Hathaway HomeServices,Detroit,MI,Detroit,MI684947,MI,1,10,2750000,77,B,B,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Richard Morales,Richard,Morales,richard.morales@remax.com,(520) 642-9936,Marcus & Millichap,Nashville,TN,Nashville,TN238338,TN,3,30,9600000,80,A,A,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joseph Morgan,Joseph,Morgan,morganjoseph@homesmart.com,(602) 339-5355,RE/MAX,Phoenix,AZ,Phoenix,AZ867533,AZ,8,35,15750000,88,A,A,4.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Brandon Hughes,Brandon,Hughes,brandonhughes45@aol.com,(410) 658-2617,Century 21,San Francisco,CA,San Francisco,CA394718,CA,8,16,12000000,86,A,A,4.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gary Lewis,Gary,Lewis,glewis@kw.com,(912) 964-6200,CBRE,Los Angeles,CA,Los Angeles,CA403426,CA,8,20,15000000,87,A,A,4.5,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Laura Torres,Laura,Torres,lauratorres@homesmart.com,(410) 464-5893,Coldwell Banker,San Francisco,CA,San Francisco,CA547064,CA,6,20,15000000,75,A,A,3.9,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Shirley Hall,Shirley,Hall,hall.s@kw.com,(313) 748-9080,Independent Agent,Philadelphia,PA,Philadelphia,PA749740,PA,12,20,5800000,82,A,A,3.2,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jason Reed,Jason,Reed,reed.j@realtor.com,(402) 496-5728,RE/MAX,Albuquerque,NM,Albuquerque,NM389479,NM,4,6,1650000,73,C,C,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Jacob Davis,Jacob,Davis,davisjacob@aol.com,(402) 999-8797,Zillow Premier Agent,San Jose,CA,San Jose,CA725922,CA,10,30,22500000,96,A,A,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kenneth Kelly,Kenneth,Kelly,kenneth_kelly@hotmail.com,(801) 531-7466,eXp Realty,Atlanta,GA,Atlanta,GA564651,GA,8,12,3900000,68,A,A,3.2,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Cynthia Miller,Cynthia,Miller,cmiller@exp.com,(412) 828-6467,Zillow Premier Agent,New Orleans,LA,New Orleans,LA828925,LA,10,12,2760000,87,B,B,4.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Lisa Hall,Lisa,Hall,lhall@kw.com,(318) 399-7529,eXp Realty,Sacramento,CA,Sacramento,CA544321,CA,3,15,11250000,80,B,B,4.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christopher Ross,Christopher,Ross,cross@gmail.com,(619) 315-2338,Windermere Real Estate,Fayetteville,AR,Fayetteville,AR515834,AR,3,12,2340000,82,C,C,3.0,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donna Phillips,Donna,Phillips,phillipsdonna@coldwellbanker.com,(402) 363-7670,JPMorgan Real Estate,Indianapolis,IN,Indianapolis,IN717177,IN,2,28,6720000,70,B,B,4.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samantha Cooper,Samantha,Cooper,samanthacooper@sothebysrealty.com,(334) 943-6068,CBRE,Milwaukee,WI,Milwaukee,WI327955,WI,5,22,6050000,78,B,B,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Shirley Thomas,Shirley,Thomas,sthomas@realtor.com,(520) 544-9938,Realty ONE Group,Bend,OR,Bend,OR920964,OR,5,8,4000000,85,C,C,4.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Angela Peterson,Angela,Peterson,apeterson@compass.com,(816) 738-6510,Berkshire Hathaway HomeServices,Cleveland,OH,Cleveland,OH262964,OH,1,18,4500000,84,B,B,4.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Edward Lopez,Edward,Lopez,edward_lopez@sothebysrealty.com,(319) 709-5563,Berkshire Hathaway HomeServices,New Orleans,LA,New Orleans,LA489921,LA,8,12,2760000,88,B,B,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Laura White,Laura,White,laura_white@compass.com,(501) 941-7015,CBRE,Cincinnati,OH,Cincinnati,OH188418,OH,1,10,2500000,64,B,B,3.1,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Angela Hill,Angela,Hill,angela.hill@realtor.com,(479) 477-7023,Corcoran Global Living,Nashville,TN,Nashville,TN453851,TN,6,60,19200000,100,A,A,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
James Murphy,James,Murphy,james.murphy@sothebysrealty.com,(575) 494-5773,CBRE,Tampa,FL,Tampa,FL860024,FL,2,18,7200000,89,B,B,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Samuel Ruiz,Samuel,Ruiz,samuel.ruiz@weichert.com,(312) 240-7006,United Real Estate,Louisville,KY,Louisville,KY971138,KY,7,28,6300000,99,B,B,4.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Sarah Parker,Sarah,Parker,sparker@aol.com,(312) 271-8136,CBRE,Asheville,NC,Asheville,NC340862,NC,2,12,3720000,75,C,C,3.6,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Helen Walker,Helen,Walker,helen.walker@realtor.com,(719) 649-3368,Keller Williams,Birmingham,AL,Birmingham,AL486984,AL,8,18,3960000,82,B,B,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Justin Diaz,Justin,Diaz,justin_diaz@outlook.com,(504) 580-6854,Windermere Real Estate,Tucson,AZ,Tucson,AZ782503,AZ,7,10,4500000,69,B,B,4.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Jason Lewis,Jason,Lewis,jasonlewis18@exp.com,(512) 944-3310,Berkshire Hathaway HomeServices,Cedar Rapids,IA,Cedar Rapids,IA881880,IA,8,8,1640000,76,C,C,3.8,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Michael Gonzalez,Michael,Gonzalez,mgonzalez@homesmart.com,(843) 816-5289,United Real Estate,New York,NY,New York,NY353089,NY,2,12,10200000,87,A,A,4.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Steven Sanchez,Steven,Sanchez,steven_sanchez@aol.com,(210) 984-1616,Redfin,Omaha,NE,Omaha,NE840000,NE,1,8,1840000,80,B,B,3.4,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Raymond Brooks,Raymond,Brooks,brooksraymond@realtor.com,(608) 297-2695,Keller Williams,Birmingham,AL,Birmingham,AL260066,AL,2,35,7700000,88,B,B,4.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donald Baker,Donald,Baker,donald_baker@coldwellbanker.com,(509) 953-4405,Redfin,Atlanta,GA,Atlanta,GA749588,GA,4,50,16250000,84,A,A,4.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Andrew Hall,Andrew,Hall,andrewhall@hotmail.com,(719) 805-9567,Local Brokerage,Jackson,MS,Jackson,MS387405,MS,3,6,1080000,82,C,C,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Donna Lewis,Donna,Lewis,dlewis@coldwellbanker.com,(214) 982-8216,Marcus & Millichap,Madison,WI,Madison,WI482946,WI,3,10,2750000,79,C,C,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jeffrey Ortiz,Jeffrey,Ortiz,jeffreyortiz97@hotmail.com,(407) 350-9446,Windermere Real Estate,Omaha,NE,Omaha,NE400044,NE,1,15,3450000,90,B,B,3.2,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Gary Gonzalez,Gary,Gonzalez,gary.gonzalez@yahoo.com,(916) 970-7946,Marcus & Millichap,Lincoln,NE,Lincoln,NE328663,NE,6,15,3450000,90,C,C,3.6,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ronald Gonzalez,Ronald,Gonzalez,ronald_gonzalez@coldwellbanker.com,(313) 214-8088,Zillow Premier Agent,Phoenix,AZ,Phoenix,AZ732885,AZ,10,25,11250000,97,A,A,4.1,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Gregory Allen,Gregory,Allen,allengregory@realtor.com,(612) 728-7936,United Real Estate,Memphis,TN,Memphis,TN162121,TN,3,10,3200000,83,B,B,3.9,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Larry Long,Larry,Long,larry.long@coldwellbanker.com,(513) 411-9135,RE/MAX,Tucson,AZ,Tucson,AZ284777,AZ,3,12,5400000,74,B,B,3.5,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Amy Cruz,Amy,Cruz,amycruz3@remax.com,(405) 923-2932,Independent Agent,San Jose,CA,San Jose,CA138253,CA,3,35,26250000,77,A,A,4.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Richard Lopez,Richard,Lopez,richard_lopez@outlook.com,(414) 409-8952,Local Brokerage,Chicago,IL,Chicago,IL565652,IL,5,8,2400000,69,A,A,5.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
John Cox,John,Cox,cox.j@aol.com,(312) 702-9041,Coldwell Banker,Dallas,TX,Dallas,TX289210,TX,10,20,7000000,87,A,A,3.0,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Joseph Castillo,Joseph,Castillo,jcastillo@kw.com,(317) 524-3260,JLL,Tampa,FL,Tampa,FL163730,FL,4,10,4000000,73,B,B,4.5,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Gary Davis,Gary,Davis,davisgary@compass.com,(806) 667-6986,Marcus & Millichap,Omaha,NE,Omaha,NE989339,NE,7,10,2300000,72,B,B,3.2,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Jeffrey Kim,Jeffrey,Kim,jeffrey.kim@hotmail.com,(336) 859-9526,Better Homes and Gardens Real Estate,Baltimore,MD,Baltimore,MD985916,MD,12,12,5100000,68,B,B,3.4,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Daniel Murphy,Daniel,Murphy,danielmurphy@aol.com,(970) 828-4786,Marcus & Millichap,Washington,DC,Washington,DC439966,DC,7,50,35000000,89,A,A,5.0,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Joseph Smith,Joseph,Smith,smithjoseph@homesmart.com,(512) 702-3926,Corcoran Global Living,Milwaukee,WI,Milwaukee,WI982711,WI,10,15,4125000,85,B,B,4.3,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Gregory Rogers,Gregory,Rogers,gregory.rogers@hotmail.com,(501) 302-9018,ERA Real Estate,Las Vegas,NV,Las Vegas,NV542108,NV,5,10,4250000,61,B,B,3.3,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brandon Davis,Brandon,Davis,bdavis@gmail.com,(515) 222-5824,Realty ONE Group,Albuquerque,NM,Albuquerque,NM840630,NM,3,15,4125000,83,C,C,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kevin Peterson,Kevin,Peterson,kevin_peterson@gmail.com,(804) 630-9912,Berkshire Hathaway HomeServices,San Francisco,CA,San Francisco,CA188694,CA,4,30,22500000,87,A,A,3.6,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Amanda Lewis,Amanda,Lewis,amanda_lewis@compass.com,(951) 320-9807,ERA Real Estate,Tallahassee,FL,Tallahassee,FL166471,FL,3,8,3200000,84,C,C,3.6,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
William Wood,William,Wood,william_wood@homesmart.com,(303) 383-6626,Cushman & Wakefield,Mobile,AL,Mobile,AL622491,AL,4,12,2640000,83,C,C,4.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Paul Bennett,Paul,Bennett,bennett.p@realtor.com,(804) 330-2906,Berkshire Hathaway HomeServices,Bend,OR,Bend,OR606408,OR,1,3,1500000,63,C,C,4.7,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Amanda Ward,Amanda,Ward,ward.a@weichert.com,(801) 976-6591,Berkshire Hathaway HomeServices,Lubbock,TX,Lubbock,TX790021,TX,3,6,2100000,71,C,C,3.3,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Janet Davis,Janet,Davis,janet_davis@exp.com,(407) 862-4702,Better Homes and Gardens Real Estate,Seattle,WA,Seattle,WA556063,WA,6,50,30000000,100,A,A,4.4,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Nicholas Lee,Nicholas,Lee,lee.n@exp.com,(912) 573-5716,ERA Real Estate,Minneapolis,MN,Minneapolis,MN335916,MN,8,8,2800000,74,A,A,4.1,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donna Myers,Donna,Myers,donnamyers@aol.com,(951) 807-2052,Redfin,Pittsburgh,PA,Pittsburgh,PA761892,PA,4,12,3480000,84,B,B,3.0,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Mary Stewart,Mary,Stewart,mary.stewart@realtor.com,(951) 923-7897,Better Homes and Gardens Real Estate,Dallas,TX,Dallas,TX781640,TX,8,12,4200000,75,A,A,3.4,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Brian Anderson,Brian,Anderson,andersonbrian@sothebysrealty.com,(806) 558-1986,Coldwell Banker,Baltimore,MD,Baltimore,MD481405,MD,5,10,4250000,62,B,B,4.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Amanda Campbell,Amanda,Campbell,amandacampbell@homesmart.com,(615) 955-8392,Zillow Premier Agent,Los Angeles,CA,Los Angeles,CA812280,CA,2,60,45000000,80,A,A,3.1,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Christine Howard,Christine,Howard,christine.howard@kw.com,(407) 596-8006,Independent Agent,Minneapolis,MN,Minneapolis,MN424940,MN,15,16,5600000,84,A,A,3.0,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ruth Reyes,Ruth,Reyes,ruth.reyes@kw.com,(208) 657-7156,Local Brokerage,Portland,OR,Portland,OR832596,OR,8,60,30000000,100,A,A,4.2,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Pamela Price,Pamela,Price,pricepamela@yahoo.com,(912) 671-1168,Better Homes and Gardens Real Estate,Austin,TX,Austin,TX503265,TX,4,35,12250000,82,A,A,4.4,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Elizabeth Miller,Elizabeth,Miller,elizabethmiller86@outlook.com,(408) 449-2951,eXp Realty,Fort Collins,CO,Fort Collins,CO322276,CO,3,20,11000000,69,C,C,3.2,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Linda Hall,Linda,Hall,lindahall97@yahoo.com,(702) 588-3416,CBRE,Las Vegas,NV,Las Vegas,NV740779,NV,3,18,7650000,85,B,B,3.8,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Donald Brown,Donald,Brown,donald.brown@yahoo.com,(317) 501-3654,Marcus & Millichap,Austin,TX,Austin,TX315751,TX,6,8,2800000,79,A,A,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
James Martin,James,Martin,martin.j@century21.com,(864) 680-9876,ERA Real Estate,Riverside,CA,Riverside,CA658978,CA,3,45,33750000,93,B,B,4.1,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Steven Kelly,Steven,Kelly,steven.kelly@weichert.com,(513) 628-3569,Zillow Premier Agent,Minneapolis,MN,Minneapolis,MN979229,MN,8,30,10500000,100,A,A,4.3,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Katherine Scott,Katherine,Scott,katherinescott@outlook.com,(336) 345-7587,Century 21,Portland,OR,Portland,OR680132,OR,6,35,17500000,83,A,A,3.1,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Debra Martinez,Debra,Martinez,debramartinez@kw.com,(312) 493-8473,HomeSmart,Riverside,CA,Riverside,CA865914,CA,4,8,6000000,72,B,B,4.9,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Brian Stewart,Brian,Stewart,brianstewart@sothebysrealty.com,(404) 547-9042,Windermere Real Estate,Austin,TX,Austin,TX731873,TX,6,35,12250000,86,A,A,3.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Timothy Evans,Timothy,Evans,timothyevans@compass.com,(319) 252-8683,HomeSmart,Washington,DC,Washington,DC711628,DC,5,20,14000000,83,A,A,4.5,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Robert Mitchell,Robert,Mitchell,robert_mitchell@realtor.com,(415) 597-6592,JLL,Houston,TX,Houston,TX592564,TX,2,12,4200000,73,A,A,3.6,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Benjamin Reyes,Benjamin,Reyes,reyesbenjamin@realtor.com,(412) 302-1015,RE/MAX,Houston,TX,Houston,TX280053,TX,10,20,7000000,87,A,A,5.0,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Larry Nelson,Larry,Nelson,nelsonlarry@outlook.com,(415) 436-5330,eXp Realty,Fresno,CA,Fresno,CA633621,CA,6,8,6000000,81,B,B,4.5,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ruth Hernandez,Ruth,Hernandez,ruthhernandez@yahoo.com,(318) 912-9944,eXp Realty,Richmond,VA,Richmond,VA659418,VA,7,12,4500000,85,B,B,4.7,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ronald White,Ronald,White,white.r@century21.com,(215) 662-2703,Cushman & Wakefield,Indianapolis,IN,Indianapolis,IN437715,IN,5,22,5280000,87,B,B,3.7,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Steven Rivera,Steven,Rivera,stevenrivera@yahoo.com,(704) 904-2503,Coldwell Banker,Kansas City,MO,Kansas City,MO582724,MO,3,10,2600000,80,B,B,3.9,realtor_scraper,https://www.redfin.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Ruth Ward,Ruth,Ward,wardruth@yahoo.com,(319) 531-8418,Marcus & Millichap,Minneapolis,MN,Minneapolis,MN501554,MN,8,60,21000000,81,A,A,4.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Mary Reyes,Mary,Reyes,reyesmary@kw.com,(775) 584-1133,United Real Estate,Miami,FL,Miami,FL420198,FL,6,30,12000000,89,A,A,4.8,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Dorothy Moore,Dorothy,Moore,dorothy_moore@aol.com,(504) 469-9484,Realty ONE Group,Detroit,MI,Detroit,MI196208,MI,4,10,2750000,60,B,B,3.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Brenda Patel,Brenda,Patel,patelbrenda@realtor.com,(208) 553-1793,ERA Real Estate,Salt Lake City,UT,Salt Lake City,UT225918,UT,2,4,2000000,83,B,B,4.8,realtor_scraper,https://www.trulia.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ashley Robinson,Ashley,Robinson,ashley_robinson@outlook.com,(501) 586-3202,Independent Agent,Wichita,KS,Wichita,KS443505,KS,4,12,2400000,81,C,C,4.6,realtor_scraper,https://www.movoto.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Kathleen Howard,Kathleen,Howard,kathleenhoward@kw.com,(405) 330-2128,Corcoran Global Living,Albuquerque,NM,Albuquerque,NM518857,NM,3,12,3300000,71,C,C,3.3,realtor_scraper,https://www.coldwellbanker.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Anthony Reyes,Anthony,Reyes,areyes@weichert.com,(214) 988-8292,Independent Agent,Memphis,TN,Memphis,TN622463,TN,4,15,4800000,83,B,B,4.7,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Robert Cox,Robert,Cox,robert.cox@yahoo.com,(303) 740-4834,Coldwell Banker,Philadelphia,PA,Philadelphia,PA375885,PA,6,25,7250000,82,A,A,4.4,realtor_scraper,https://www.kw.com/agent,2026-04-22T07:00:00.000000+00:00
Jennifer Hall,Jennifer,Hall,halljennifer@yahoo.com,(801) 245-5560,Weichert Realtors,Las Vegas,NV,Las Vegas,NV341974,NV,3,12,5100000,60,B,B,3.9,realtor_scraper,https://www.bhhs.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Susan Adams,Susan,Adams,susanadams59@century21.com,(318) 737-7895,Sotheby's International Realty,Los Angeles,CA,Los Angeles,CA142159,CA,12,30,22500000,93,A,A,4.5,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ryan Reyes,Ryan,Reyes,ryan_reyes@realtor.com,(303) 577-5487,Windermere Real Estate,Detroit,MI,Detroit,MI393108,MI,7,10,2750000,67,B,B,4.9,realtor_scraper,https://www.zillow.com/professionals/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
Ruth Rogers,Ruth,Rogers,ruthrogers76@compass.com,(251) 986-4248,Marcus & Millichap,Portland,OR,Portland,OR608696,OR,3,20,10000000,86,A,A,4.5,realtor_scraper,https://www.remax.com/real-estate-agents,2026-04-22T07:00:00.000000+00:00
Emma Wright,Emma,Wright,ewright@kw.com,(316) 614-8031,CBRE,Austin,TX,Austin,TX104521,TX,2,25,8750000,83,A,A,3.5,realtor_scraper,https://www.realtor.com/realestateagents/,2026-04-22T07:00:00.000000+00:00
Brian Davis,Brian,Davis,bdavis@realtor.com,(260) 516-9821,Zillow Premier Agent,New York,NY,New York,NY158546,NY,5,25,21250000,92,A,A,3.0,realtor_scraper,https://www.homes.com/real-estate-agents/,2026-04-22T07:00:00.000000+00:00
