id,name,email,phone,brokerage,state,city,experience_years,transaction_volume_2024,priority_tier,cream_fit_score,lead_date
CREAM_20260605_565398,Kimberly Sanchez,kimberlys@outlook.com,310-342-1548,JPAR,CA,Sacramento,5,27,A,82,2026-06-05
CREAM_20260605_381555,Ashley White,ashley_white@realtor.net,213-104-7310,Century 21,KS,Kansas City,10,145,A,82,2026-06-05
CREAM_20260605_351858,Betty Taylor,bettyt@yahoo.com,303-876-2093,ReeceNichols,OH,Akron,2,14,B,66,2026-06-05
CREAM_20260605_407690,Joshua Moore,jmoore@kw.com,213-755-2196,Semonin,NY,Schenectady,6,107,C,50,2026-06-05
CREAM_20260605_160995,William Allen,allen.william@hotmail.com,310-729-1852,Christies International,WA,Spokane,6,158,B,81,2026-06-05
CREAM_20260605_901055,Olivia Green,olivia.green@realtor.net,212-966-5169,ERA Real Estate,MA,Worcester,1,5,B,80,2026-06-05
CREAM_20260605_877660,David Anderson,davida@icloud.com,602-535-6664,Long & Foster,FL,Fort Lauderdale,2,6,A,85,2026-06-05
CREAM_20260605_187020,Mary Ramirez,mary.ramirez@remax.net,415-475-9740,Christies International,OR,Salem,5,19,B,81,2026-06-05
CREAM_20260605_196552,Margaret Gonzalez,margaret_gonzalez@kw.com,617-610-7316,Howard Hanna,TX,Amarillo,4,16,B,84,2026-06-05
CREAM_20260605_559066,Amelia Smith,amelias@hotmail.com,602-659-6019,Realty ONE Group,CA,Fontana,3,16,C,78,2026-06-05
CREAM_20260605_325060,Isabella Allen,allen.isabella@kw.com,310-706-9737,Brown Harris Stevens,NY,Brooklyn,5,39,A,97,2026-06-05
CREAM_20260605_411325,Emma Gonzalez,emma.gonzalez@hotmail.com,415-389-8768,Berkshire Hathaway,NC,Charlotte,4,29,A,82,2026-06-05
CREAM_20260605_625625,Lucas Lee,lee.lucas@gmail.com,213-125-1752,ReeceNichols,VA,Virginia Beach,4,17,A,84,2026-06-05
CREAM_20260605_134498,Isabella Hall,isabella.hall@hotmail.com,407-789-7746,ERA Real Estate,AZ,Tucson,4,31,A,81,2026-06-05
CREAM_20260605_933981,Liam Moore,liamm@gmail.com,310-406-1215,Semonin,NC,Raleigh,3,33,B,63,2026-06-05
CREAM_20260605_679192,Ava Campbell,ava.campbell@icloud.com,415-175-4419,Nexthome,TX,Arlington,12,40,B,66,2026-06-05
CREAM_20260605_527509,Kimberly Perez,kimberlyp@realtor.net,206-925-5704,RE/MAX,CO,Fort Collins,8,119,B,60,2026-06-05
CREAM_20260605_922354,Nancy Hall,nancyh@gmail.com,602-353-5676,eXp Realty,MA,Boston,7,178,A,85,2026-06-05
CREAM_20260605_866189,Amelia Clark,clark.amelia@outlook.com,212-727-7068,Nexthome,TX,San Antonio,4,19,A,85,2026-06-05
CREAM_20260605_909650,Charlotte Jones,charlotte_jones@gmail.com,503-659-3182,The Agency,NC,Wilmington,3,39,C,72,2026-06-05
CREAM_20260605_574041,Oliver Miller,miller.oliver@yahoo.com,305-825-5534,Semonin,FL,Clearwater,5,39,C,75,2026-06-05
CREAM_20260605_402526,Karen Rodriguez,rodriguez.karen@yahoo.com,212-137-1016,RE/MAX,CO,Lakewood,7,68,C,53,2026-06-05
CREAM_20260605_850615,Noah Williams,noahw@outlook.com,212-806-8403,Nexthome,TX,Fort Worth,3,18,A,91,2026-06-05
CREAM_20260605_694328,William Jackson,jackson.william@yahoo.com,312-501-1241,HomeSmart,NC,Wilmington,8,171,C,75,2026-06-05
CREAM_20260605_399595,Susan Robinson,robinson.susan@yahoo.com,503-706-4472,Brown Harris Stevens,CO,Greeley,7,166,C,50,2026-06-05
CREAM_20260605_452901,Olivia Young,oliviay@hotmail.com,415-859-8325,Nexthome,FL,West Palm Beach,5,27,C,54,2026-06-05
CREAM_20260605_165955,Michael Scott,scott.michael@outlook.com,512-496-8629,Keller Williams,NC,Cary,7,85,C,59,2026-06-05
CREAM_20260605_727713,Betty Jones,betty.jones@outlook.com,503-427-9910,Semonin,NY,New York,5,23,A,85,2026-06-05
CREAM_20260605_974370,Joseph Robinson,joseph_robinson@yahoo.com,407-267-5305,Century 21,WI,Milwaukee,8,55,A,94,2026-06-05
CREAM_20260605_931135,Jennifer Lopez,jenniferl@hotmail.com,415-656-3812,The Agency,MO,Kansas City,5,36,A,80,2026-06-05
CREAM_20260605_297508,Robert Anderson,robert.anderson@kw.com,303-604-6628,Century 21,CA,Oakland,5,36,B,83,2026-06-05
CREAM_20260605_475263,Isabella Ramirez,ramirez.isabella@hotmail.com,713-530-8410,HomeSmart,CA,Bakersfield,1,3,B,62,2026-06-05
CREAM_20260605_464714,Jessica Robinson,jrobinson@hotmail.com,512-950-9810,Brown Harris Stevens,TX,Houston,8,75,A,88,2026-06-05
CREAM_20260605_848207,William Clark,william.clark@outlook.com,602-873-9813,Berkshire Hathaway,TX,Garland,1,4,B,67,2026-06-05
CREAM_20260605_892573,Oliver Lewis,oliverl@yahoo.com,407-773-5323,Compass,TX,Corpus Christi,6,198,B,63,2026-06-05
CREAM_20260605_283186,Alexander Williams,alexanderw@yahoo.com,503-846-9699,Harry Norman,CO,Pueblo,7,171,C,63,2026-06-05
CREAM_20260605_757875,Mary Martinez,martinez.mary@kw.com,213-171-8849,Christies International,OR,Salem,2,8,B,84,2026-06-05
CREAM_20260605_168496,Mark King,mking@realtor.net,213-407-6922,JPAR,CA,Fresno,4,25,B,80,2026-06-05
CREAM_20260605_649861,Joseph Adams,adams.joseph@icloud.com,213-339-5869,Weichert Realtors,FL,Jacksonville,4,35,A,96,2026-06-05
CREAM_20260605_598028,Jennifer Flores,flores.jennifer@realtor.net,407-871-6798,ReeceNichols,OH,Akron,4,34,B,73,2026-06-05
CREAM_20260605_761545,Dorothy Campbell,dorothyc@hotmail.com,512-377-7216,United Real Estate,TX,Irving,15,186,B,83,2026-06-05
CREAM_20260605_688289,Emily Gonzalez,emilyg@outlook.com,512-614-7645,Brown Harris Stevens,FL,Cape Coral,7,146,C,62,2026-06-05
CREAM_20260605_408772,Emily Lopez,emilyl@icloud.com,312-161-1534,ReeceNichols,WA,Seattle,12,97,A,94,2026-06-05
CREAM_20260605_484880,Mary Torres,mtorres@gmail.com,503-337-5924,Keller Williams,FL,Tallahassee,2,11,B,78,2026-06-05
CREAM_20260605_839064,Ethan Lopez,ethan.lopez@kw.com,212-975-2655,Howard Hanna,NV,Las Vegas,6,150,A,89,2026-06-05
CREAM_20260605_985062,Jacob Campbell,jacobc@yahoo.com,617-896-5284,Long & Foster,CA,San Jose,12,149,A,76,2026-06-05
CREAM_20260605_748582,Mary Green,mary_green@yahoo.com,404-625-4636,Realty One Group,TX,Houston,5,38,A,78,2026-06-05
CREAM_20260605_218898,Dorothy Smith,dsmith@icloud.com,212-128-1320,HomeSmart,OH,Parma,4,28,C,66,2026-06-05
CREAM_20260605_874832,Ashley Jones,ashley_jones@kw.com,602-131-2567,Harry Norman,OH,Dayton,6,154,C,67,2026-06-05
CREAM_20260605_347896,Robert Nguyen,robertn@realtor.net,404-583-2522,United Real Estate,CO,Aurora,12,193,B,75,2026-06-05
CREAM_20260605_899105,Andrew Miller,andrew.miller@outlook.com,312-885-2169,ERA Real Estate,CO,Colorado Springs,12,183,A,79,2026-06-05
CREAM_20260605_452098,Ava Miller,ava.miller@kw.com,713-647-5171,ReeceNichols,TX,Carrollton,2,12,C,73,2026-06-05
CREAM_20260605_247503,Joseph Moore,jmoore@yahoo.com,407-560-3417,Semonin,VA,Chesapeake,5,36,B,81,2026-06-05
CREAM_20260605_993894,Logan Hernandez,loganh@yahoo.com,602-591-9208,Weichert Realtors,NC,Durham,4,34,B,85,2026-06-05
CREAM_20260605_614631,Liam Garcia,garcia.liam@remax.net,713-717-5902,ERA Real Estate,CA,Los Angeles,5,22,A,80,2026-06-05
CREAM_20260605_299329,Michael Rivera,michael_rivera@gmail.com,407-783-7221,ReeceNichols,FL,Fort Lauderdale,10,104,A,99,2026-06-05
CREAM_20260605_401675,Mary Nelson,mnelson@realtor.net,512-339-4405,Semonin,OH,Cincinnati,4,22,B,83,2026-06-05
CREAM_20260605_376831,Sarah Gonzalez,sarah.gonzalez@realtor.net,303-681-2928,Coldwell Banker,FL,St Petersburg,7,60,B,89,2026-06-05
CREAM_20260605_310271,Liam Carter,liamc@remax.net,617-855-9130,ReeceNichols,CO,Boulder,5,32,C,51,2026-06-05
CREAM_20260605_172254,Emma Flores,emmaf@remax.net,312-146-1901,Long & Foster,VA,Chesapeake,5,16,B,67,2026-06-05
CREAM_20260605_641019,Margaret Perez,margaretp@kw.com,602-421-9524,Realty ONE Group,CA,Irvine,5,32,C,51,2026-06-05
CREAM_20260605_847170,Isabella Sanchez,isabella.sanchez@hotmail.com,713-831-5284,United Real Estate,CO,Thornton,7,96,C,59,2026-06-05
CREAM_20260605_585246,Mary Smith,mary_smith@kw.com,310-908-7796,Corcoran,OR,Portland,9,162,A,81,2026-06-05
CREAM_20260605_864674,Sarah Moore,moore.sarah@outlook.com,212-588-7515,Redfin,OH,Akron,2,3,B,90,2026-06-05
CREAM_20260605_680309,Lisa Thompson,lthompson@gmail.com,305-318-4641,Harry Norman,CO,Pueblo,3,36,C,71,2026-06-05
CREAM_20260605_780681,Patricia Taylor,patricia.taylor@icloud.com,415-996-4526,Coldwell Banker,MA,Boston,3,33,A,96,2026-06-05
CREAM_20260605_256966,John Davis,davis.john@gmail.com,212-297-2474,The Agency,CA,Glendale,5,22,C,58,2026-06-05
CREAM_20260605_918155,Alexander Hall,alexanderh@realtor.net,407-474-7037,Harry Norman,FL,Fort Lauderdale,8,41,A,78,2026-06-05
CREAM_20260605_568152,Betty Perez,betty.perez@yahoo.com,206-255-2852,Long & Foster,TX,Austin,6,47,A,85,2026-06-05
CREAM_20260605_987493,Olivia Rivera,olivia.rivera@gmail.com,617-472-2392,Corcoran,CA,Chula Vista,3,32,C,66,2026-06-05
CREAM_20260605_657951,Ava Wright,wright.ava@remax.net,213-169-6470,Redfin,WA,Spokane,2,13,B,76,2026-06-05
CREAM_20260605_746681,Dorothy Walker,walker.dorothy@realtor.net,503-297-5739,Engel & Völkers,TN,Memphis,6,160,B,63,2026-06-05
CREAM_20260605_486262,Donna Martinez,donna_martinez@remax.net,303-376-3768,HomeSmart,MA,Worcester,7,157,B,77,2026-06-05
CREAM_20260605_588744,Ava Robinson,arobinson@outlook.com,206-528-7593,Douglas Elliman,WI,Madison,4,37,B,76,2026-06-05
CREAM_20260605_280177,Dorothy Jones,dorothyj@yahoo.com,312-882-4409,Better Homes and Gardens,CA,Fontana,9,130,C,61,2026-06-05
CREAM_20260605_125244,Christopher Martin,christopherm@realtor.net,602-432-4023,Corcoran,OK,Oklahoma City,3,27,A,100,2026-06-05
CREAM_20260605_999396,Elizabeth Robinson,elizabeth.robinson@realtor.net,713-590-9502,Redfin,OH,Toledo,2,4,B,88,2026-06-05
CREAM_20260605_473816,Linda Miller,miller.linda@icloud.com,310-609-9053,Coldwell Banker,CA,Stockton,6,104,B,76,2026-06-05
CREAM_20260605_336261,Liam Young,lyoung@hotmail.com,310-574-2087,Realty ONE Group,CO,Boulder,8,123,C,53,2026-06-05
CREAM_20260605_617482,Susan Lopez,lopez.susan@icloud.com,415-294-2784,Keller Williams,TN,Knoxville,5,18,B,84,2026-06-05
CREAM_20260605_516121,Mary Robinson,mrobinson@remax.net,213-513-2959,Nexthome,CO,Fort Collins,3,32,B,73,2026-06-05
CREAM_20260605_917276,Kimberly Carter,kimberlyc@icloud.com,503-713-6114,Brown Harris Stevens,TX,San Antonio,4,32,A,98,2026-06-05
CREAM_20260605_268193,Liam Ramirez,liam_ramirez@gmail.com,713-177-1008,Berkshire Hathaway,NV,Las Vegas,12,79,A,86,2026-06-05
CREAM_20260605_866062,Dorothy Smith,dorothy_smith@icloud.com,713-145-6762,Nexthome,NY,Buffalo,6,121,B,64,2026-06-05
CREAM_20260605_907479,Dorothy Clark,dorothy.clark@realtor.net,602-692-6322,eXp Realty,CA,Los Angeles,1,15,A,87,2026-06-05
CREAM_20260605_282697,Andrew Allen,andrew.allen@remax.net,303-970-2579,Corcoran,OK,Tulsa,10,89,B,83,2026-06-05
CREAM_20260605_190694,Emily Perez,perez.emily@kw.com,213-459-2794,Brown Harris Stevens,FL,Pompano Beach,4,39,C,61,2026-06-05
CREAM_20260605_352018,Mia Clark,miac@outlook.com,305-102-9849,Berkshire Hathaway,CA,Oakland,2,11,B,89,2026-06-05
CREAM_20260605_473258,Steven Roberts,roberts.steven@icloud.com,212-240-3412,Realty ONE Group,FL,Hialeah,5,37,B,75,2026-06-05
CREAM_20260605_541085,Anthony Jackson,anthony.jackson@kw.com,213-384-2781,HomeSmart,FL,Orlando,5,33,A,91,2026-06-05
CREAM_20260605_991596,Alexander Wright,wright.alexander@kw.com,415-963-4622,Howard Hanna,CA,Stockton,20,99,B,65,2026-06-05
CREAM_20260605_641839,Logan Thompson,logan_thompson@gmail.com,407-679-8835,JPAR,CA,Fresno,5,38,B,70,2026-06-05
CREAM_20260605_439098,Emily Ramirez,emilyr@yahoo.com,617-273-4405,Realty One Group,TX,Dallas,9,106,A,78,2026-06-05
CREAM_20260605_105740,Donald Hill,donald_hill@kw.com,310-695-9320,JPAR,CA,San Jose,5,27,A,90,2026-06-05
CREAM_20260605_628924,Donna Davis,donna.davis@remax.net,213-375-3355,ReeceNichols,IL,Chicago,5,21,A,81,2026-06-05
CREAM_20260605_509330,Lucas Hill,lhill@gmail.com,602-360-8587,Realty ONE Group,OH,Dayton,1,10,C,56,2026-06-05
CREAM_20260605_297184,Isabella Flores,flores.isabella@icloud.com,415-615-2573,JPAR,VA,Virginia Beach,7,132,A,78,2026-06-05
CREAM_20260605_768641,Susan Lopez,lopez.susan@yahoo.com,602-975-6530,Keller Williams,CA,Moreno Valley,5,21,C,54,2026-06-05
CREAM_20260605_147972,Kimberly Harris,harris.kimberly@realtor.net,503-983-6297,HomeSmart,CA,Chula Vista,3,25,C,76,2026-06-05
CREAM_20260605_290567,Dorothy Miller,dmiller@icloud.com,617-244-5594,Coldwell Banker,KY,Louisville,5,19,A,78,2026-06-05
CREAM_20260605_568669,Sarah Allen,allen.sarah@kw.com,713-844-6916,Harry Norman,NC,Raleigh,5,31,B,86,2026-06-05
CREAM_20260605_521031,Mia Miller,miam@outlook.com,305-480-8070,The Agency,NY,Brooklyn,9,88,A,89,2026-06-05
CREAM_20260605_973230,Anthony Moore,anthonym@remax.net,617-157-7540,The Agency,FL,St Petersburg,3,36,B,71,2026-06-05
CREAM_20260605_208041,Margaret Lopez,margaretl@gmail.com,213-760-8512,Redfin,TX,Brownsville,4,24,C,69,2026-06-05
CREAM_20260605_777204,Paul Rivera,paulr@icloud.com,305-716-1173,Weichert Realtors,AZ,Mesa,3,39,B,90,2026-06-05
CREAM_20260605_842523,Sandra Wright,wright.sandra@hotmail.com,310-370-2549,Nexthome,CA,Moreno Valley,6,64,C,65,2026-06-05
CREAM_20260605_364252,Sophia Lee,sophial@outlook.com,206-893-4732,United Real Estate,CA,Anaheim,9,145,B,87,2026-06-05
CREAM_20260605_517990,Kimberly Martinez,kimberlym@remax.net,503-636-4836,Century 21,AZ,Tucson,5,20,A,80,2026-06-05
CREAM_20260605_601169,Logan Nguyen,lnguyen@icloud.com,407-706-5516,Better Homes and Gardens,CA,Huntington Beach,3,38,C,63,2026-06-05
CREAM_20260605_588865,Karen Robinson,krobinson@outlook.com,305-306-8930,Century 21,CO,Fort Collins,3,34,B,65,2026-06-05
CREAM_20260605_863115,John Hill,hill.john@outlook.com,310-519-8243,Engel & Völkers,OH,Toledo,4,36,B,88,2026-06-05
CREAM_20260605_164404,Karen Martinez,karen.martinez@outlook.com,206-508-7817,Douglas Elliman,FL,Fort Lauderdale,3,20,A,81,2026-06-05
CREAM_20260605_431056,Michael Flores,michael.flores@yahoo.com,415-513-6804,Redfin,CA,Bakersfield,4,33,B,69,2026-06-05
CREAM_20260605_927052,Margaret Williams,williams.margaret@hotmail.com,713-201-3090,RE/MAX,KY,Lexington,6,72,B,78,2026-06-05
CREAM_20260605_151515,Isabella Nelson,isabellan@remax.net,407-887-6474,ERA Real Estate,FL,Pompano Beach,4,16,C,73,2026-06-05
CREAM_20260605_503193,Steven Green,steven.green@icloud.com,303-829-5887,Christies International,NC,Charlotte,3,18,A,95,2026-06-05
CREAM_20260605_504065,Amelia Brown,brown.amelia@hotmail.com,415-157-7197,HomeSmart,CA,Santa Rosa,15,122,C,72,2026-06-05
CREAM_20260605_724574,Donald Martin,donald.martin@hotmail.com,617-540-8034,Harry Norman,OH,Columbus,8,91,A,100,2026-06-05
CREAM_20260605_221633,Jacob Baker,jbaker@hotmail.com,404-777-8330,Better Homes and Gardens,TX,Brownsville,4,25,C,62,2026-06-05
CREAM_20260605_497688,Nancy Hall,hall.nancy@outlook.com,213-451-5113,Berkshire Hathaway,OH,Dayton,4,18,C,55,2026-06-05
CREAM_20260605_349765,Jessica Lopez,jessica.lopez@icloud.com,713-796-6952,Sothebys International,AZ,Phoenix,7,109,A,84,2026-06-05
CREAM_20260605_186546,Christopher Anderson,christopher.anderson@kw.com,617-205-7434,Redfin,TX,Denton,5,39,C,61,2026-06-05
CREAM_20260605_801446,Margaret King,mking@remax.net,415-439-5219,Corcoran,OR,Gresham,7,184,B,67,2026-06-05
CREAM_20260605_555208,Emily Robinson,emily.robinson@remax.net,303-542-4376,Weichert Realtors,OH,Dayton,3,40,C,74,2026-06-05
CREAM_20260605_392200,Amelia Anderson,aanderson@icloud.com,602-835-4495,The Agency,NY,Yonkers,4,37,B,76,2026-06-05
CREAM_20260605_279469,Anthony Perez,aperez@realtor.net,415-903-6277,Weichert Realtors,FL,Tampa,9,191,A,83,2026-06-05
CREAM_20260605_768593,Kimberly Adams,kimberly.adams@remax.net,415-271-9939,RE/MAX,NY,New Rochelle,2,15,C,75,2026-06-05
CREAM_20260605_899565,Emily White,emily.white@icloud.com,415-312-7524,Realty One Group,OH,Akron,7,54,B,60,2026-06-05
CREAM_20260605_957977,Robert Jones,robert.jones@yahoo.com,212-249-3523,Berkshire Hathaway,CA,San Diego,12,196,A,95,2026-06-05
CREAM_20260605_936862,Elizabeth Lee,elizabethl@icloud.com,310-910-5502,Harry Norman,NY,Manhattan,2,10,A,95,2026-06-05
CREAM_20260605_701926,Margaret Smith,smith.margaret@remax.net,303-306-7617,Sothebys International,TX,Grand Prairie,4,40,B,61,2026-06-05
CREAM_20260605_803600,Noah Miller,noah.miller@outlook.com,312-181-7565,ReeceNichols,MO,Kansas City,8,193,A,77,2026-06-05
CREAM_20260605_896715,Christopher Hernandez,christopherh@gmail.com,415-644-1393,Christies International,CO,Centennial,8,42,C,79,2026-06-05
CREAM_20260605_396464,Susan Sanchez,sanchez.susan@realtor.net,206-316-2079,Redfin,NY,Syracuse,7,50,B,66,2026-06-05
CREAM_20260605_666078,Emily Garcia,garcia.emily@outlook.com,206-771-4177,Realty ONE Group,CO,Denver,9,146,A,95,2026-06-05
CREAM_20260605_523264,Anthony Green,anthony.green@remax.net,312-756-6928,Douglas Elliman,WA,Spokane,4,36,B,80,2026-06-05
CREAM_20260605_625776,Michael Harris,michael_harris@outlook.com,415-814-5828,Semonin,CO,Colorado Springs,10,46,A,84,2026-06-05
CREAM_20260605_682432,Jennifer Taylor,jennifer_taylor@remax.net,617-629-2925,Berkshire Hathaway,TX,Fort Worth,3,33,A,91,2026-06-05
CREAM_20260605_903473,Elizabeth Martin,elizabeth.martin@yahoo.com,206-620-7161,Harry Norman,TX,Mesquite,8,40,C,51,2026-06-05
CREAM_20260605_124185,Mary Jones,maryj@remax.net,415-331-4397,Christies International,CA,Riverside,10,101,B,67,2026-06-05
CREAM_20260605_566395,William Taylor,wtaylor@yahoo.com,206-572-4366,Weichert Realtors,FL,Davie,4,27,C,60,2026-06-05
CREAM_20260605_394429,Donald Nelson,donald.nelson@realtor.net,303-383-1283,United Real Estate,CA,Huntington Beach,1,8,C,58,2026-06-05
CREAM_20260605_115774,Karen Walker,walker.karen@gmail.com,310-860-6194,Nexthome,CA,Bakersfield,3,21,B,85,2026-06-05
CREAM_20260605_885760,Margaret Garcia,garcia.margaret@gmail.com,415-498-1733,Compass,FL,Pembroke Pines,7,96,B,83,2026-06-05
CREAM_20260605_979631,Noah Moore,noah_moore@kw.com,617-662-4796,HomeSmart,WA,Seattle,8,62,A,76,2026-06-05
CREAM_20260605_991084,Jennifer Thomas,jthomas@outlook.com,213-344-6054,Engel & Völkers,CO,Denver,3,23,A,83,2026-06-05
CREAM_20260605_603612,Emma Sanchez,emma_sanchez@outlook.com,206-876-1994,Berkshire Hathaway,TX,Midland,6,86,C,63,2026-06-05
CREAM_20260605_778748,Kimberly Miller,kimberly.miller@kw.com,305-420-6792,RE/MAX,NC,Fayetteville,6,165,C,69,2026-06-05
CREAM_20260605_435226,Lucas White,lucas_white@gmail.com,206-951-4110,Keller Williams,AZ,Tucson,7,97,A,97,2026-06-05
CREAM_20260605_968794,Richard Lewis,richard_lewis@realtor.net,617-383-2977,Coldwell Banker,TX,Fort Worth,7,71,A,83,2026-06-05
CREAM_20260605_151359,Jessica Flores,jflores@outlook.com,415-189-4211,Douglas Elliman,NY,Schenectady,6,159,C,68,2026-06-05
CREAM_20260605_183251,Margaret Lewis,margaretl@remax.net,415-487-2222,Coldwell Banker,WA,Spokane,9,85,B,70,2026-06-05
CREAM_20260605_526598,Abigail Flores,flores.abigail@icloud.com,602-376-3177,ReeceNichols,CO,Boulder,4,18,C,73,2026-06-05
CREAM_20260605_439986,Michael Robinson,mrobinson@outlook.com,206-530-9145,Christies International,NC,Wilmington,7,59,C,60,2026-06-05
CREAM_20260605_647117,Steven Nguyen,stevenn@remax.net,617-681-5418,Berkshire Hathaway,CO,Lakewood,5,35,C,62,2026-06-05
CREAM_20260605_705688,Isabella Ramirez,iramirez@hotmail.com,415-265-1001,Redfin,TX,Austin,6,101,A,82,2026-06-05
CREAM_20260605_672921,Liam Martin,martin.liam@remax.net,415-100-2694,Corcoran,IL,Chicago,5,27,A,92,2026-06-05
CREAM_20260605_292923,Betty Hernandez,bhernandez@hotmail.com,713-833-8499,Realty ONE Group,OH,Columbus,3,39,A,94,2026-06-05
CREAM_20260605_773843,Susan Smith,ssmith@icloud.com,303-888-4944,Engel & Völkers,NV,Las Vegas,8,155,A,80,2026-06-05
CREAM_20260605_433857,Mason King,mking@gmail.com,213-496-1310,Sothebys International,TN,Knoxville,6,172,B,71,2026-06-05
CREAM_20260605_632124,Mary Hernandez,maryh@hotmail.com,407-687-7809,Century 21,KY,Lexington,3,22,B,80,2026-06-05
CREAM_20260605_344257,Charles Ramirez,charlesr@hotmail.com,213-691-2111,ReeceNichols,OH,Dayton,5,26,C,51,2026-06-05
CREAM_20260605_899359,Christopher Moore,christopher.moore@remax.net,305-195-2993,Redfin,MO,Kansas City,2,4,A,83,2026-06-05
CREAM_20260605_166336,Abigail Torres,atorres@realtor.net,212-930-1092,Realty One Group,CA,Oakland,4,17,B,86,2026-06-05
CREAM_20260605_846883,Sandra Ramirez,ramirez.sandra@realtor.net,212-666-5358,Long & Foster,CO,Westminster,4,38,C,67,2026-06-05
CREAM_20260605_397498,Alexander Nelson,alexander_nelson@outlook.com,602-517-6067,United Real Estate,KY,Louisville,8,81,A,92,2026-06-05
CREAM_20260605_355580,Evelyn Green,evelyn_green@gmail.com,713-182-6102,Weichert Realtors,CA,Bakersfield,10,113,B,60,2026-06-05
CREAM_20260605_705771,Michelle Hernandez,michelle.hernandez@remax.net,310-604-8235,Redfin,CA,Santa Clarita,6,184,C,53,2026-06-05
CREAM_20260605_333589,Charlotte Martin,martin.charlotte@hotmail.com,312-314-8728,Nexthome,FL,Pembroke Pines,8,152,B,70,2026-06-05
CREAM_20260605_290045,Oliver Jones,oliverj@realtor.net,206-850-4141,Corcoran,CA,San Diego,3,21,A,83,2026-06-05
CREAM_20260605_901707,Thomas Wilson,thomas_wilson@outlook.com,407-618-4965,Keller Williams,OH,Cleveland,7,160,B,69,2026-06-05
CREAM_20260605_131911,Patricia Rodriguez,patricia_rodriguez@yahoo.com,213-614-6510,Century 21,TN,Memphis,3,27,B,82,2026-06-05
CREAM_20260605_592413,Sarah Lewis,sarahl@realtor.net,713-393-5755,Sothebys International,CA,San Jose,3,26,A,99,2026-06-05
CREAM_20260605_784429,Ethan White,ethan_white@kw.com,415-832-2154,Howard Hanna,FL,Fort Lauderdale,7,128,A,83,2026-06-05
CREAM_20260605_771545,Evelyn Hall,ehall@gmail.com,404-607-6212,Realty ONE Group,IN,Indianapolis,2,13,A,84,2026-06-05
CREAM_20260605_793510,Oliver Martinez,oliverm@outlook.com,617-883-1795,Sothebys International,FL,Fort Lauderdale,20,106,A,85,2026-06-05
CREAM_20260605_701907,Thomas Smith,thomas.smith@yahoo.com,310-363-5056,Redfin,KY,Louisville,7,134,A,96,2026-06-05
CREAM_20260605_216850,Logan Moore,moore.logan@outlook.com,617-311-2968,United Real Estate,CA,Anaheim,8,178,B,78,2026-06-05
CREAM_20260605_376400,Evelyn Brown,evelynb@hotmail.com,305-994-1793,ReeceNichols,GA,Atlanta,2,10,A,75,2026-06-05
CREAM_20260605_752276,Sophia Clark,clark.sophia@kw.com,407-294-4367,Nexthome,TX,San Antonio,7,161,A,95,2026-06-05
CREAM_20260605_917116,Michelle Young,michelle.young@kw.com,503-828-7824,Compass,FL,Tallahassee,3,21,B,77,2026-06-05
CREAM_20260605_668264,Elizabeth Thomas,elizabeth_thomas@yahoo.com,213-104-5464,Keller Williams,NC,Winston-Salem,7,58,B,73,2026-06-05
CREAM_20260605_391918,Robert Thomas,robert.thomas@icloud.com,305-870-1311,United Real Estate,VA,Chesapeake,6,103,B,73,2026-06-05
CREAM_20260605_110532,Robert Walker,robertw@icloud.com,602-364-1615,RE/MAX,TX,Plano,7,98,B,69,2026-06-05
CREAM_20260605_415921,Robert Lewis,rlewis@kw.com,206-372-7867,Christies International,NV,Las Vegas,1,15,A,84,2026-06-05
CREAM_20260605_993522,Andrew Jackson,jackson.andrew@kw.com,415-688-8660,Redfin,FL,Davie,4,30,C,71,2026-06-05
CREAM_20260605_501897,Steven Williams,steven_williams@remax.net,206-125-2883,Douglas Elliman,OR,Gresham,4,39,B,69,2026-06-05
CREAM_20260605_690476,Sarah Torres,storres@yahoo.com,713-527-9837,United Real Estate,TX,Austin,15,42,A,95,2026-06-05
CREAM_20260605_443503,Noah Young,noah.young@gmail.com,310-865-2229,ERA Real Estate,FL,West Palm Beach,4,27,C,70,2026-06-05
CREAM_20260605_738169,David Taylor,david.taylor@icloud.com,415-444-3276,Redfin,WA,Seattle,8,61,A,91,2026-06-05
CREAM_20260605_892159,Lisa Nguyen,lnguyen@gmail.com,602-422-8221,Compass,NY,Mount Vernon,4,28,C,69,2026-06-05
CREAM_20260605_787241,Logan Green,green.logan@hotmail.com,206-637-3738,Compass,CA,Santa Ana,5,16,B,82,2026-06-05
CREAM_20260605_793311,Dorothy Jones,dorothyj@remax.net,305-103-3293,Sothebys International,CO,Colorado Springs,8,111,A,94,2026-06-05
CREAM_20260605_885173,Lucas Williams,lucas_williams@hotmail.com,415-544-3795,eXp Realty,MI,Detroit,1,15,A,81,2026-06-05
CREAM_20260605_634389,Noah Jones,jones.noah@gmail.com,617-628-6478,Corcoran,CA,Moreno Valley,2,11,C,59,2026-06-05
CREAM_20260605_590631,James Gonzalez,gonzalez.james@remax.net,310-419-2114,Redfin,OK,Tulsa,3,34,B,78,2026-06-05
CREAM_20260605_641190,Elijah Wilson,ewilson@icloud.com,415-637-3604,RE/MAX,FL,Pembroke Pines,4,38,B,63,2026-06-05
CREAM_20260605_781182,Thomas Sanchez,thomass@kw.com,404-962-1492,Keller Williams,CA,Bakersfield,4,17,B,67,2026-06-05
