id,first_name,last_name,email,phone,city,state,priority,years_experience,experience_tier,cream_fit_score,estimated_transactions,brokerage,license_number,source,scraped_at
CREAM-20260629-0133,Justin,Thomas,justin.thomas@yahoo.com,(690) 503-8019,Boston,MA,A,11,Senior,98,5,RE/MAX,MA303676,CREAM Lead Scraper,2026-06-29T06:20:26.810862
CREAM-20260629-0134,Brian,Lopez,brian.lopez@realty.com,(399) 829-2227,Houston,TX,A,14,Senior,68,33,Sotheby's,TX481238,CREAM Lead Scraper,2026-06-29T06:20:26.810878
CREAM-20260629-0135,Kevin,Williams,kevin.williams@realty.com,(305) 907-7326,Chicago,IL,A,20,Senior,95,34,Coldwell Banker,IL905678,CREAM Lead Scraper,2026-06-29T06:20:26.810888
CREAM-20260629-0136,Ryan,Gonzalez,ryan.gonzalez@sothebysrealty.com,(762) 299-7459,San Jose,CA,A,12,Senior,100,7,eXp Realty,CA494819,CREAM Lead Scraper,2026-06-29T06:20:26.810899
CREAM-20260629-0137,Ryan,Ramirez,ryan.ramirez@gmail.com,(726) 473-9942,Austin,TX,A,25,Senior,88,20,Keller Williams,TX162447,CREAM Lead Scraper,2026-06-29T06:20:26.810910
CREAM-20260629-0138,James,Anderson,james.anderson@realty.com,(391) 339-6749,San Francisco,CA,A,17,Senior,74,13,Compass,CA141786,CREAM Lead Scraper,2026-06-29T06:20:26.810921
CREAM-20260629-0139,Stephanie,Lewis,stephanie.lewis@gmail.com,(352) 705-4296,New York,NY,A,19,Senior,63,36,Berkshire Hathaway,NY124559,CREAM Lead Scraper,2026-06-29T06:20:26.810932
CREAM-20260629-0140,John,Garcia,john.garcia@realty.com,(337) 537-2658,San Diego,CA,A,16,Senior,87,47,Sotheby's,CA826907,CREAM Lead Scraper,2026-06-29T06:20:26.810944
CREAM-20260629-0141,Laura,Rodriguez,laura.rodriguez@realtor.com,(503) 811-6650,San Jose,CA,A,8,Senior,87,46,Compass,CA133402,CREAM Lead Scraper,2026-06-29T06:20:26.810955
CREAM-20260629-0142,Sarah,Ramirez,sarah.ramirez@sothebysrealty.com,(822) 345-7229,Boston,MA,A,14,Senior,88,28,RE/MAX,MA817315,CREAM Lead Scraper,2026-06-29T06:20:26.810970
CREAM-20260629-0143,Amanda,Rodriguez,amanda.rodriguez@realtor.com,(829) 955-2742,Chicago,IL,A,12,Senior,95,38,eXp Realty,IL243933,CREAM Lead Scraper,2026-06-29T06:20:26.810980
CREAM-20260629-0144,Andrew,Rodriguez,andrew.rodriguez@gmail.com,(474) 938-4072,Phoenix,AZ,A,8,Senior,96,29,Berkshire Hathaway,AZ736751,CREAM Lead Scraper,2026-06-29T06:20:26.810991
CREAM-20260629-0145,Rachel,Jackson,rachel.jackson@realty.com,(702) 433-5514,Houston,TX,A,12,Senior,87,31,Coldwell Banker,TX405469,CREAM Lead Scraper,2026-06-29T06:20:26.811002
CREAM-20260629-0146,Andrew,Perez,andrew.perez@realty.com,(530) 656-3408,Denver,CO,A,20,Senior,90,6,Berkshire Hathaway,CO361949,CREAM Lead Scraper,2026-06-29T06:20:26.811018
CREAM-20260629-0147,Michelle,Jackson,michelle.jackson@sothebysrealty.com,(410) 319-2735,Chicago,IL,A,16,Senior,71,47,Compass,IL961219,CREAM Lead Scraper,2026-06-29T06:20:26.811029
CREAM-20260629-0148,Sarah,Martinez,sarah.martinez@realtor.com,(548) 856-7438,Phoenix,AZ,A,8,Senior,77,37,Keller Williams,AZ202671,CREAM Lead Scraper,2026-06-29T06:20:26.811041
CREAM-20260629-0149,James,White,james.white@sothebysrealty.com,(935) 399-6162,San Francisco,CA,A,20,Senior,85,44,RE/MAX,CA985080,CREAM Lead Scraper,2026-06-29T06:20:26.811053
CREAM-20260629-0150,Daniel,Lewis,daniel.lewis@yahoo.com,(476) 848-1820,Houston,TX,A,16,Senior,87,26,Coldwell Banker,TX190243,CREAM Lead Scraper,2026-06-29T06:20:26.811065
CREAM-20260629-0151,Joshua,Martinez,joshua.martinez@gmail.com,(235) 226-3935,Austin,TX,A,24,Senior,95,40,Independent,TX599813,CREAM Lead Scraper,2026-06-29T06:20:26.811079
CREAM-20260629-0152,Christopher,Martin,christopher.martin@sothebysrealty.com,(539) 207-1779,Los Angeles,CA,A,25,Senior,61,19,eXp Realty,CA950346,CREAM Lead Scraper,2026-06-29T06:20:26.811095
CREAM-20260629-0153,David,Ramirez,david.ramirez@yahoo.com,(926) 865-5554,Seattle,WA,A,0,New,83,15,Coldwell Banker,WA593225,CREAM Lead Scraper,2026-06-29T06:20:26.811106
CREAM-20260629-0154,Matthew,Clark,matthew.clark@gmail.com,(833) 597-3333,San Diego,CA,A,10,Senior,64,32,Compass,CA576184,CREAM Lead Scraper,2026-06-29T06:20:26.811117
CREAM-20260629-0155,Lauren,Hernandez,lauren.hernandez@realtor.com,(761) 404-5909,New York,NY,A,4,Mid,82,16,Keller Williams,NY719706,CREAM Lead Scraper,2026-06-29T06:20:26.811128
CREAM-20260629-0156,Joshua,Moore,joshua.moore@realty.com,(880) 809-5317,San Francisco,CA,A,18,Senior,60,19,Coldwell Banker,CA184670,CREAM Lead Scraper,2026-06-29T06:20:26.811139
CREAM-20260629-0157,Lisa,Martin,lisa.martin@gmail.com,(253) 993-7971,San Diego,CA,A,15,Senior,100,40,RE/MAX,CA933688,CREAM Lead Scraper,2026-06-29T06:20:26.811150
CREAM-20260629-0158,Justin,Sanchez,justin.sanchez@realtor.com,(769) 715-8256,San Diego,CA,A,17,Senior,74,34,Coldwell Banker,CA271531,CREAM Lead Scraper,2026-06-29T06:20:26.811165
CREAM-20260629-0159,John,Martinez,john.martinez@yahoo.com,(427) 555-5509,Chicago,IL,A,0,New,71,11,Berkshire Hathaway,IL915121,CREAM Lead Scraper,2026-06-29T06:20:26.811176
CREAM-20260629-0160,Ashley,Lewis,ashley.lewis@realty.com,(294) 678-6344,Chicago,IL,A,6,Senior,70,23,Sotheby's,IL122109,CREAM Lead Scraper,2026-06-29T06:20:26.811187
CREAM-20260629-0161,Justin,Garcia,justin.garcia@sothebysrealty.com,(252) 954-5673,San Francisco,CA,A,20,Senior,74,5,Sotheby's,CA595951,CREAM Lead Scraper,2026-06-29T06:20:26.811198
CREAM-20260629-0162,Michael,Thompson,michael.thompson@gmail.com,(724) 965-1812,Austin,TX,A,17,Senior,78,48,Sotheby's,TX207859,CREAM Lead Scraper,2026-06-29T06:20:26.811213
CREAM-20260629-0163,Emily,Jones,emily.jones@gmail.com,(295) 551-3331,San Jose,CA,A,2,New,95,17,Keller Williams,CA618643,CREAM Lead Scraper,2026-06-29T06:20:26.811224
CREAM-20260629-0164,Rebecca,Davis,rebecca.davis@yahoo.com,(850) 994-8619,Dallas,TX,A,17,Senior,96,20,Berkshire Hathaway,TX390017,CREAM Lead Scraper,2026-06-29T06:20:26.811235
CREAM-20260629-0165,Rebecca,Garcia,rebecca.garcia@sothebysrealty.com,(486) 603-7501,San Jose,CA,A,24,Senior,64,45,RE/MAX,CA311027,CREAM Lead Scraper,2026-06-29T06:20:26.811246
CREAM-20260629-0166,Jessica,Jackson,jessica.jackson@realtor.com,(393) 857-6178,New York,NY,A,3,Mid,72,17,Coldwell Banker,NY731432,CREAM Lead Scraper,2026-06-29T06:20:26.811257
CREAM-20260629-0167,Brandon,Anderson,brandon.anderson@realty.com,(509) 849-8039,Houston,TX,A,20,Senior,90,23,Coldwell Banker,TX675224,CREAM Lead Scraper,2026-06-29T06:20:26.811278
CREAM-20260629-0168,Nicole,Johnson,nicole.johnson@realtor.com,(455) 366-4818,Dallas,TX,A,5,Mid,70,12,Keller Williams,TX144746,CREAM Lead Scraper,2026-06-29T06:20:26.811293
CREAM-20260629-0169,Rebecca,Jones,rebecca.jones@gmail.com,(255) 254-6262,Boston,MA,A,11,Senior,83,10,Coldwell Banker,MA483605,CREAM Lead Scraper,2026-06-29T06:20:26.811305
CREAM-20260629-0170,Sarah,Johnson,sarah.johnson@realty.com,(803) 257-2802,New York,NY,A,5,Mid,79,11,Sotheby's,NY824886,CREAM Lead Scraper,2026-06-29T06:20:26.811317
CREAM-20260629-0171,Michael,Moore,michael.moore@realtor.com,(552) 760-7813,Denver,CO,A,22,Senior,70,27,Compass,CO604041,CREAM Lead Scraper,2026-06-29T06:20:26.811329
CREAM-20260629-0172,John,Wilson,john.wilson@sothebysrealty.com,(261) 787-9770,Dallas,TX,A,17,Senior,90,8,Coldwell Banker,TX732863,CREAM Lead Scraper,2026-06-29T06:20:26.811350
CREAM-20260629-0173,Christopher,Williams,christopher.williams@gmail.com,(429) 254-5468,Phoenix,AZ,A,22,Senior,65,29,eXp Realty,AZ564121,CREAM Lead Scraper,2026-06-29T06:20:26.811361
CREAM-20260629-0174,Andrew,Smith,andrew.smith@realtor.com,(578) 785-6411,Seattle,WA,A,15,Senior,94,31,Independent,WA743808,CREAM Lead Scraper,2026-06-29T06:20:26.811373
CREAM-20260629-0175,Emily,Sanchez,emily.sanchez@gmail.com,(203) 694-8733,Los Angeles,CA,A,4,Mid,75,4,Keller Williams,CA725247,CREAM Lead Scraper,2026-06-29T06:20:26.811385
CREAM-20260629-0176,Matthew,Perez,matthew.perez@gmail.com,(293) 582-6594,New York,NY,A,11,Senior,74,19,RE/MAX,NY703503,CREAM Lead Scraper,2026-06-29T06:20:26.811397
CREAM-20260629-0177,Michael,Lopez,michael.lopez@sothebysrealty.com,(233) 504-6420,Austin,TX,A,7,Senior,87,28,RE/MAX,TX372054,CREAM Lead Scraper,2026-06-29T06:20:26.811410
CREAM-20260629-0178,Sarah,Gonzalez,sarah.gonzalez@gmail.com,(927) 366-8783,Denver,CO,A,16,Senior,98,8,Sotheby's,CO823014,CREAM Lead Scraper,2026-06-29T06:20:26.811421
CREAM-20260629-0179,Lisa,Hernandez,lisa.hernandez@yahoo.com,(649) 500-3806,Seattle,WA,A,21,Senior,95,13,Independent,WA578329,CREAM Lead Scraper,2026-06-29T06:20:26.811432
CREAM-20260629-0180,Kevin,Martin,kevin.martin@sothebysrealty.com,(909) 546-9750,Houston,TX,A,3,Mid,86,11,Compass,TX153901,CREAM Lead Scraper,2026-06-29T06:20:26.811444
CREAM-20260629-0181,Daniel,Jones,daniel.jones@realty.com,(812) 781-7702,New York,NY,A,19,Senior,61,12,RE/MAX,NY642447,CREAM Lead Scraper,2026-06-29T06:20:26.811455
CREAM-20260629-0182,Christopher,Anderson,christopher.anderson@realtor.com,(772) 215-1959,Denver,CO,A,8,Senior,61,22,Sotheby's,CO760160,CREAM Lead Scraper,2026-06-29T06:20:26.811474
CREAM-20260629-0183,Justin,Garcia,justin.garcia@yahoo.com,(634) 549-5013,San Jose,CA,A,9,Senior,89,50,Independent,CA476826,CREAM Lead Scraper,2026-06-29T06:20:26.811486
CREAM-20260629-0184,Kevin,Robinson,kevin.robinson@realty.com,(606) 534-6023,Austin,TX,A,7,Senior,87,28,Compass,TX933606,CREAM Lead Scraper,2026-06-29T06:20:26.811502
CREAM-20260629-0185,Lisa,Rodriguez,lisa.rodriguez@sothebysrealty.com,(304) 464-8099,Dallas,TX,A,2,New,66,20,Compass,TX122087,CREAM Lead Scraper,2026-06-29T06:20:26.811513
CREAM-20260629-0186,David,Taylor,david.taylor@yahoo.com,(821) 619-8069,Los Angeles,CA,A,24,Senior,96,30,Keller Williams,CA482466,CREAM Lead Scraper,2026-06-29T06:20:26.811523
CREAM-20260629-0187,Ashley,Robinson,ashley.robinson@realtor.com,(940) 721-2519,Houston,TX,A,24,Senior,100,43,Compass,TX578137,CREAM Lead Scraper,2026-06-29T06:20:26.811536
CREAM-20260629-0188,Christopher,Sanchez,christopher.sanchez@realty.com,(488) 801-5431,Austin,TX,A,1,New,67,16,Compass,TX130724,CREAM Lead Scraper,2026-06-29T06:20:26.811547
CREAM-20260629-0189,Amanda,Moore,amanda.moore@gmail.com,(750) 830-2982,Chicago,IL,A,23,Senior,99,24,Coldwell Banker,IL622999,CREAM Lead Scraper,2026-06-29T06:20:26.811558
CREAM-20260629-0190,Lauren,Garcia,lauren.garcia@realty.com,(740) 842-8485,San Jose,CA,A,20,Senior,100,45,Sotheby's,CA774169,CREAM Lead Scraper,2026-06-29T06:20:26.811587
CREAM-20260629-0191,John,Williams,john.williams@realty.com,(941) 619-7792,Austin,TX,A,23,Senior,99,24,Compass,TX489621,CREAM Lead Scraper,2026-06-29T06:20:26.811600
CREAM-20260629-0192,Brian,Lewis,brian.lewis@realty.com,(285) 349-2227,Boston,MA,A,11,Senior,61,24,eXp Realty,MA889130,CREAM Lead Scraper,2026-06-29T06:20:26.811616
CREAM-20260629-0193,Jessica,Smith,jessica.smith@gmail.com,(861) 994-2487,San Jose,CA,A,11,Senior,95,24,Keller Williams,CA363860,CREAM Lead Scraper,2026-06-29T06:20:26.811627
CREAM-20260629-0194,David,Harris,david.harris@yahoo.com,(229) 873-9190,Boston,MA,A,20,Senior,94,22,Coldwell Banker,MA197345,CREAM Lead Scraper,2026-06-29T06:20:26.811639
CREAM-20260629-0195,David,Williams,david.williams@yahoo.com,(852) 878-6071,Boston,MA,A,2,New,74,13,RE/MAX,MA914231,CREAM Lead Scraper,2026-06-29T06:20:26.811653
CREAM-20260629-0196,Lisa,Smith,lisa.smith@realty.com,(363) 271-4623,Los Angeles,CA,A,18,Senior,63,39,Coldwell Banker,CA247633,CREAM Lead Scraper,2026-06-29T06:20:26.811664
CREAM-20260629-0197,Rebecca,Martin,rebecca.martin@realty.com,(251) 328-6085,Washington,DC,A,22,Senior,86,45,Independent,DC130623,CREAM Lead Scraper,2026-06-29T06:20:26.811675
CREAM-20260629-0198,Brandon,Harris,brandon.harris@realtor.com,(758) 414-1781,New York,NY,A,4,Mid,63,10,Sotheby's,NY421125,CREAM Lead Scraper,2026-06-29T06:20:26.811687
CREAM-20260629-0199,Andrew,Wilson,andrew.wilson@realtor.com,(586) 597-2479,Phoenix,AZ,A,13,Senior,61,46,Independent,AZ850296,CREAM Lead Scraper,2026-06-29T06:20:26.811698
CREAM-20260629-0200,James,Hernandez,james.hernandez@realty.com,(227) 957-4576,New York,NY,A,6,Senior,82,42,Independent,NY137991,CREAM Lead Scraper,2026-06-29T06:20:26.811708
CREAM-20260629-0201,Lisa,Williams,lisa.williams@realtor.com,(750) 758-5204,Houston,TX,A,10,Senior,72,47,Independent,TX392784,CREAM Lead Scraper,2026-06-29T06:20:26.811718
CREAM-20260629-0202,Ryan,Jones,ryan.jones@gmail.com,(610) 971-3938,Denver,CO,A,15,Senior,86,34,Keller Williams,CO740112,CREAM Lead Scraper,2026-06-29T06:20:26.811734
CREAM-20260629-0203,Emily,Harris,emily.harris@yahoo.com,(327) 936-6824,New York,NY,A,21,Senior,91,39,Coldwell Banker,NY101759,CREAM Lead Scraper,2026-06-29T06:20:26.811746
CREAM-20260629-0204,Kevin,Williams,kevin.williams@realty.com,(402) 549-8630,Phoenix,AZ,A,9,Senior,82,41,eXp Realty,AZ834345,CREAM Lead Scraper,2026-06-29T06:20:26.811758
CREAM-20260629-0205,Laura,Martinez,laura.martinez@realtor.com,(371) 512-2941,Los Angeles,CA,A,12,Senior,91,31,Sotheby's,CA279372,CREAM Lead Scraper,2026-06-29T06:20:26.811769
CREAM-20260629-0206,Joshua,Taylor,joshua.taylor@realtor.com,(581) 569-9034,Phoenix,AZ,A,20,Senior,81,11,Berkshire Hathaway,AZ380561,CREAM Lead Scraper,2026-06-29T06:20:26.811781
CREAM-20260629-0207,Jennifer,Harris,jennifer.harris@gmail.com,(564) 420-6275,San Diego,CA,A,25,Senior,68,16,eXp Realty,CA224654,CREAM Lead Scraper,2026-06-29T06:20:26.811793
CREAM-20260629-0208,Brian,Ramirez,brian.ramirez@sothebysrealty.com,(734) 872-5967,Los Angeles,CA,A,21,Senior,75,22,Keller Williams,CA723112,CREAM Lead Scraper,2026-06-29T06:20:26.811804
CREAM-20260629-0209,Robert,Lee,robert.lee@sothebysrealty.com,(955) 379-4640,Houston,TX,A,21,Senior,78,27,eXp Realty,TX716773,CREAM Lead Scraper,2026-06-29T06:20:26.811820
CREAM-20260629-0210,Laura,Johnson,laura.johnson@yahoo.com,(452) 683-9896,Washington,DC,A,14,Senior,97,6,eXp Realty,DC820921,CREAM Lead Scraper,2026-06-29T06:20:26.811832
CREAM-20260629-0211,David,Martin,david.martin@gmail.com,(426) 834-5903,Phoenix,AZ,A,4,Mid,95,18,Coldwell Banker,AZ558253,CREAM Lead Scraper,2026-06-29T06:20:26.811843
CREAM-20260629-0212,David,Harris,david.harris@realty.com,(700) 747-3511,Houston,TX,A,25,Senior,89,42,Keller Williams,TX914344,CREAM Lead Scraper,2026-06-29T06:20:26.811858
CREAM-20260629-0213,Emily,Lopez,emily.lopez@yahoo.com,(531) 868-6542,San Jose,CA,A,11,Senior,60,28,Independent,CA923350,CREAM Lead Scraper,2026-06-29T06:20:26.811870
CREAM-20260629-0214,Sarah,White,sarah.white@realty.com,(760) 846-9503,Phoenix,AZ,A,4,Mid,93,17,RE/MAX,AZ810082,CREAM Lead Scraper,2026-06-29T06:20:26.811881
CREAM-20260629-0215,Christopher,Hernandez,christopher.hernandez@gmail.com,(853) 774-8941,San Diego,CA,A,17,Senior,65,7,Compass,CA353147,CREAM Lead Scraper,2026-06-29T06:20:26.811897
CREAM-20260629-0216,Robert,Martinez,robert.martinez@realty.com,(227) 707-8625,Seattle,WA,A,7,Senior,62,30,eXp Realty,WA513455,CREAM Lead Scraper,2026-06-29T06:20:26.811909
CREAM-20260629-0217,Matthew,Perez,matthew.perez@sothebysrealty.com,(330) 576-9123,San Diego,CA,A,9,Senior,85,37,Coldwell Banker,CA501312,CREAM Lead Scraper,2026-06-29T06:20:26.811920
CREAM-20260629-0218,Justin,Clark,justin.clark@gmail.com,(488) 833-2082,Houston,TX,A,20,Senior,74,18,Independent,TX337889,CREAM Lead Scraper,2026-06-29T06:20:26.811931
CREAM-20260629-0219,Daniel,Ramirez,daniel.ramirez@sothebysrealty.com,(914) 755-8576,Dallas,TX,A,7,Senior,71,33,Independent,TX804391,CREAM Lead Scraper,2026-06-29T06:20:26.811943
CREAM-20260629-0220,Laura,Jones,laura.jones@realtor.com,(555) 709-7883,San Jose,CA,A,15,Senior,95,16,Berkshire Hathaway,CA840626,CREAM Lead Scraper,2026-06-29T06:20:26.811954
CREAM-20260629-0221,Sarah,Hernandez,sarah.hernandez@yahoo.com,(418) 691-8107,San Jose,CA,A,9,Senior,93,50,eXp Realty,CA347548,CREAM Lead Scraper,2026-06-29T06:20:26.811965
CREAM-20260629-0222,Rachel,Gonzalez,rachel.gonzalez@realty.com,(432) 410-4288,Denver,CO,A,0,New,98,20,Sotheby's,CO186340,CREAM Lead Scraper,2026-06-29T06:20:26.811981
CREAM-20260629-0223,Brandon,Taylor,brandon.taylor@sothebysrealty.com,(884) 287-7354,Chicago,IL,A,11,Senior,100,13,Coldwell Banker,IL137628,CREAM Lead Scraper,2026-06-29T06:20:26.811996
CREAM-20260629-0224,Kevin,Martinez,kevin.martinez@realty.com,(598) 816-1688,San Diego,CA,A,10,Senior,86,22,Sotheby's,CA710625,CREAM Lead Scraper,2026-06-29T06:20:26.812007
CREAM-20260629-0225,Stephanie,Thomas,stephanie.thomas@yahoo.com,(226) 221-9143,Boston,MA,A,18,Senior,91,30,RE/MAX,MA942120,CREAM Lead Scraper,2026-06-29T06:20:26.812018
CREAM-20260629-0226,Brian,Perez,brian.perez@realty.com,(467) 938-6763,Chicago,IL,A,18,Senior,90,7,Keller Williams,IL922090,CREAM Lead Scraper,2026-06-29T06:20:26.812029
CREAM-20260629-0227,Ashley,Miller,ashley.miller@gmail.com,(248) 305-2145,San Jose,CA,A,23,Senior,74,14,Independent,CA299852,CREAM Lead Scraper,2026-06-29T06:20:26.812041
CREAM-20260629-0228,Matthew,Robinson,matthew.robinson@sothebysrealty.com,(257) 603-1369,New York,NY,A,24,Senior,73,30,Keller Williams,NY288903,CREAM Lead Scraper,2026-06-29T06:20:26.812052
CREAM-20260629-0229,Christopher,Thompson,christopher.thompson@realtor.com,(495) 380-9308,Denver,CO,A,4,Mid,60,15,Coldwell Banker,CO671078,CREAM Lead Scraper,2026-06-29T06:20:26.812063
CREAM-20260629-0230,Joshua,Taylor,joshua.taylor@gmail.com,(549) 887-7128,San Jose,CA,A,15,Senior,90,18,Compass,CA882693,CREAM Lead Scraper,2026-06-29T06:20:26.812075
CREAM-20260629-0231,Brian,Perez,brian.perez@yahoo.com,(262) 288-8851,Boston,MA,A,0,New,92,10,eXp Realty,MA405233,CREAM Lead Scraper,2026-06-29T06:20:26.812086
CREAM-20260629-0232,Jessica,Davis,jessica.davis@realty.com,(515) 625-1231,Dallas,TX,A,15,Senior,70,15,Independent,TX538774,CREAM Lead Scraper,2026-06-29T06:20:26.812103
CREAM-20260629-0233,Rachel,Davis,rachel.davis@realtor.com,(736) 966-7249,Houston,TX,A,10,Senior,77,12,Compass,TX336463,CREAM Lead Scraper,2026-06-29T06:20:26.812115
CREAM-20260629-0234,Brian,Clark,brian.clark@yahoo.com,(852) 840-4999,Phoenix,AZ,A,25,Senior,92,17,Compass,AZ378132,CREAM Lead Scraper,2026-06-29T06:20:26.812126
CREAM-20260629-0235,Christopher,Lee,christopher.lee@realty.com,(695) 637-3813,Seattle,WA,A,4,Mid,100,17,Berkshire Hathaway,WA222616,CREAM Lead Scraper,2026-06-29T06:20:26.812138
CREAM-20260629-0236,Rebecca,Martinez,rebecca.martinez@sothebysrealty.com,(778) 859-4095,San Diego,CA,A,11,Senior,77,8,Berkshire Hathaway,CA737238,CREAM Lead Scraper,2026-06-29T06:20:26.812154
CREAM-20260629-0237,Rachel,Gonzalez,rachel.gonzalez@yahoo.com,(507) 214-6109,Los Angeles,CA,A,19,Senior,87,42,Compass,CA703847,CREAM Lead Scraper,2026-06-29T06:20:26.812166
CREAM-20260629-0238,Jennifer,Harris,jennifer.harris@realty.com,(405) 937-3410,Phoenix,AZ,A,11,Senior,81,9,Berkshire Hathaway,AZ872924,CREAM Lead Scraper,2026-06-29T06:20:26.812177
CREAM-20260629-0239,Lauren,Lee,lauren.lee@yahoo.com,(281) 472-2366,Phoenix,AZ,A,10,Senior,94,42,eXp Realty,AZ796431,CREAM Lead Scraper,2026-06-29T06:20:26.812188
CREAM-20260629-0240,Ryan,Harris,ryan.harris@realty.com,(369) 387-5496,San Francisco,CA,A,8,Senior,81,13,eXp Realty,CA701622,CREAM Lead Scraper,2026-06-29T06:20:26.812199
CREAM-20260629-0241,Brian,Clark,brian.clark@sothebysrealty.com,(233) 745-4767,Denver,CO,A,22,Senior,76,47,Keller Williams,CO958878,CREAM Lead Scraper,2026-06-29T06:20:26.812211
CREAM-20260629-0242,Christopher,Gonzalez,christopher.gonzalez@realty.com,(911) 825-9406,Phoenix,AZ,A,10,Senior,70,15,RE/MAX,AZ812756,CREAM Lead Scraper,2026-06-29T06:20:26.812227
CREAM-20260629-0243,Ryan,Sanchez,ryan.sanchez@yahoo.com,(690) 377-5765,Washington,DC,A,12,Senior,61,8,Sotheby's,DC496321,CREAM Lead Scraper,2026-06-29T06:20:26.812239
CREAM-20260629-0244,Lauren,Robinson,lauren.robinson@gmail.com,(627) 505-1837,Dallas,TX,A,0,New,98,19,Coldwell Banker,TX483811,CREAM Lead Scraper,2026-06-29T06:20:26.812250
CREAM-20260629-0245,Michelle,Lopez,michelle.lopez@gmail.com,(681) 283-4893,Austin,TX,A,8,Senior,84,7,Keller Williams,TX388118,CREAM Lead Scraper,2026-06-29T06:20:26.812272
CREAM-20260629-0246,Robert,Hernandez,robert.hernandez@gmail.com,(578) 550-4148,Seattle,WA,A,16,Senior,97,49,Sotheby's,WA219390,CREAM Lead Scraper,2026-06-29T06:20:26.812297
CREAM-20260629-0247,Daniel,Lopez,daniel.lopez@realtor.com,(824) 396-5367,Denver,CO,A,7,Senior,64,38,Coldwell Banker,CO739588,CREAM Lead Scraper,2026-06-29T06:20:26.812308
CREAM-20260629-0248,Robert,Robinson,robert.robinson@sothebysrealty.com,(508) 819-1165,Dallas,TX,A,7,Senior,75,5,Sotheby's,TX542998,CREAM Lead Scraper,2026-06-29T06:20:26.812320
CREAM-20260629-0249,Stephanie,Anderson,stephanie.anderson@sothebysrealty.com,(683) 245-6625,Seattle,WA,A,15,Senior,78,43,Independent,WA479526,CREAM Lead Scraper,2026-06-29T06:20:26.812331
CREAM-20260629-0250,Ryan,Hernandez,ryan.hernandez@realtor.com,(896) 548-6978,Seattle,WA,A,15,Senior,89,26,RE/MAX,WA103388,CREAM Lead Scraper,2026-06-29T06:20:26.812343
CREAM-20260629-0251,Jessica,Robinson,jessica.robinson@realtor.com,(952) 325-4044,New York,NY,A,22,Senior,68,19,eXp Realty,NY237016,CREAM Lead Scraper,2026-06-29T06:20:26.812355
CREAM-20260629-0252,Christopher,Jackson,christopher.jackson@yahoo.com,(454) 877-4671,San Diego,CA,A,15,Senior,82,40,Compass,CA366855,CREAM Lead Scraper,2026-06-29T06:20:26.812370
CREAM-20260629-0253,Christopher,Smith,christopher.smith@yahoo.com,(909) 821-8176,Chicago,IL,A,7,Senior,63,11,Sotheby's,IL194695,CREAM Lead Scraper,2026-06-29T06:20:26.812382
CREAM-20260629-0254,Amanda,Anderson,amanda.anderson@realty.com,(342) 219-6161,New York,NY,A,13,Senior,66,16,RE/MAX,NY693443,CREAM Lead Scraper,2026-06-29T06:20:26.812393
CREAM-20260629-0255,Nicole,Thomas,nicole.thomas@gmail.com,(778) 464-2568,Houston,TX,A,22,Senior,66,20,Sotheby's,TX727748,CREAM Lead Scraper,2026-06-29T06:20:26.812404
CREAM-20260629-0256,Laura,Ramirez,laura.ramirez@sothebysrealty.com,(422) 576-2775,San Diego,CA,A,8,Senior,63,43,RE/MAX,CA730117,CREAM Lead Scraper,2026-06-29T06:20:26.812415
CREAM-20260629-0257,Christopher,Johnson,christopher.johnson@sothebysrealty.com,(716) 681-4255,San Jose,CA,A,10,Senior,69,26,Sotheby's,CA282640,CREAM Lead Scraper,2026-06-29T06:20:26.812427
CREAM-20260629-0258,Andrew,Garcia,andrew.garcia@realtor.com,(856) 442-9115,Seattle,WA,A,13,Senior,64,38,eXp Realty,WA354446,CREAM Lead Scraper,2026-06-29T06:20:26.812445
CREAM-20260629-0259,Lisa,Wilson,lisa.wilson@gmail.com,(885) 694-8661,Chicago,IL,A,11,Senior,70,48,Berkshire Hathaway,IL474194,CREAM Lead Scraper,2026-06-29T06:20:26.812456
CREAM-20260629-0260,Andrew,Gonzalez,andrew.gonzalez@realtor.com,(528) 488-8407,Dallas,TX,A,18,Senior,70,10,Sotheby's,TX848936,CREAM Lead Scraper,2026-06-29T06:20:26.812468
CREAM-20260629-0261,Robert,Johnson,robert.johnson@gmail.com,(670) 545-5966,Denver,CO,A,9,Senior,64,31,Keller Williams,CO194655,CREAM Lead Scraper,2026-06-29T06:20:26.812480
CREAM-20260629-0262,Amanda,Moore,amanda.moore@realtor.com,(621) 250-2647,Phoenix,AZ,A,12,Senior,81,21,Sotheby's,AZ791174,CREAM Lead Scraper,2026-06-29T06:20:26.812496
CREAM-20260629-0263,Robert,White,robert.white@realty.com,(453) 429-5398,Houston,TX,A,17,Senior,69,20,RE/MAX,TX560039,CREAM Lead Scraper,2026-06-29T06:20:26.812508
CREAM-20260629-0264,Ashley,Williams,ashley.williams@realtor.com,(988) 860-4283,Boston,MA,A,16,Senior,86,30,Independent,MA476534,CREAM Lead Scraper,2026-06-29T06:20:26.812520
CREAM-20260629-0265,Brandon,Gonzalez,brandon.gonzalez@realty.com,(549) 539-6746,Houston,TX,A,14,Senior,95,14,Compass,TX995435,CREAM Lead Scraper,2026-06-29T06:20:26.812532
