id,name,email,phone,brokerage,city,state,zip,years_experience,transaction_volume,cream_fit_score,priority,lead_source,generated_date
CREAM-20260608-0166,William Gonzalez,william.gonzalez@email.com,(615)-719-4499, ERA Real Estate,Oakland,CA,47912,2,26-50,79,B,Daily Scraper,2026-06-08
CREAM-20260608-0167,Margaret Gonzalez,margaret.gonzalez@email.com,(595)-324-9093,Coldwell Banker,Indianapolis,IN,37286,11,11-25,83,A,Daily Scraper,2026-06-08
CREAM-20260608-0168,Ashley Perez,ashley.perez@email.com,(457)-437-7765,Re/Max,San Francisco,CA,64430,21,1-10,66,A,Daily Scraper,2026-06-08
CREAM-20260608-0169,Matthew White,matthew.white@email.com,(342)-912-1663,Keller Williams,Durham,NC,63028,7,51-100,74,C,Daily Scraper,2026-06-08
CREAM-20260608-0170,John Brown,john.brown@email.com,(695)-249-5084,Coldwell Banker,Nashville,TN,15047,14,11-25,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0171,Thomas Thompson,thomas.thompson@email.com,(619)-246-9366,Re/Max,Boise,ID,62060,18,26-50,61,C,Daily Scraper,2026-06-08
CREAM-20260608-0172,John Johnson,john.johnson@email.com,(493)-572-6459,Berkshire Hathaway,Madison,WI,47663,5,11-25,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0173,Susan Jones,susan.jones@email.com,(944)-732-1070,Redfin,Houston,TX,96904,22,1-10,63,A,Daily Scraper,2026-06-08
CREAM-20260608-0174,Michael Anderson,michael.anderson@email.com,(624)-803-7929, ERA Real Estate,Pittsburgh,PA,88691,16,11-25,89,C,Daily Scraper,2026-06-08
CREAM-20260608-0175,Betty Wilson,betty.wilson@email.com,(683)-894-9139,Century 21,Boise,ID,51380,22,100+,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0176,Joseph Williams,joseph.williams@email.com,(661)-686-6596,Coldwell Banker,Miami,FL,43160,17,51-100,92,B,Daily Scraper,2026-06-08
CREAM-20260608-0177,Nancy Johnson,nancy.johnson@email.com,(517)-985-3948,Berkshire Hathaway,Dallas,TX,21443,14,26-50,94,A,Daily Scraper,2026-06-08
CREAM-20260608-0178,Anthony Gonzalez,anthony.gonzalez@email.com,(739)-587-1683, ERA Real Estate,San Francisco,CA,41430,6,100+,68,A,Daily Scraper,2026-06-08
CREAM-20260608-0179,Sarah Smith,sarah.smith@email.com,(847)-446-9576,Realty One Group,Milwaukee,WI,37711,12,1-10,82,B,Daily Scraper,2026-06-08
CREAM-20260608-0180,Susan Lee,susan.lee@email.com,(878)-683-5212,Re/Max,San Diego,CA,72440,12,11-25,76,A,Daily Scraper,2026-06-08
CREAM-20260608-0181,John Robinson,john.robinson@email.com,(503)-216-2954,Keller Williams,Corpus Christi,TX,95906,16,26-50,61,C,Daily Scraper,2026-06-08
CREAM-20260608-0182,Sandra Smith,sandra.smith@email.com,(860)-233-7441,Berkshire Hathaway,Memphis,TN,66310,22,1-10,73,A,Daily Scraper,2026-06-08
CREAM-20260608-0183,Charles Thomas,charles.thomas@email.com,(807)-897-2426,Better Homes & Gardens,Seattle,WA,52875,23,1-10,69,A,Daily Scraper,2026-06-08
CREAM-20260608-0184,Patricia Lopez,patricia.lopez@email.com,(856)-439-4371,eXp Realty,Honolulu,HI,80302,1,51-100,84,B,Daily Scraper,2026-06-08
CREAM-20260608-0185,Joseph Taylor,joseph.taylor@email.com,(730)-192-1177,Re/Max,Fort Wayne,IN,26684,25,26-50,75,C,Daily Scraper,2026-06-08
CREAM-20260608-0186,Jennifer Anderson,jennifer.anderson@email.com,(788)-680-4627,HomeSmart,Detroit,MI,91055,21,26-50,68,A,Daily Scraper,2026-06-08
CREAM-20260608-0187,David Thomas,david.thomas@email.com,(650)-608-9565,HomeSmart,Oklahoma City,OK,66323,21,11-25,67,A,Daily Scraper,2026-06-08
CREAM-20260608-0188,Charles Martin,charles.martin@email.com,(858)-949-5055,Exit Realty,Colorado Springs,CO,53886,0,26-50,95,B,Daily Scraper,2026-06-08
CREAM-20260608-0189,Thomas Anderson,thomas.anderson@email.com,(809)-369-6643,Realty One Group,Corpus Christi,TX,22968,1,51-100,85,C,Daily Scraper,2026-06-08
CREAM-20260608-0190,Nancy Rodriguez,nancy.rodriguez@email.com,(200)-643-9086,Century 21,Tulsa,OK,81078,7,51-100,70,B,Daily Scraper,2026-06-08
CREAM-20260608-0191,James Taylor,james.taylor@email.com,(717)-881-3107,Compass,Laredo,TX,55242,6,11-25,85,C,Daily Scraper,2026-06-08
CREAM-20260608-0192,Ashley Sanchez,ashley.sanchez@email.com,(201)-796-9435,Century 21,Richmond,VA,96521,0,51-100,95,C,Daily Scraper,2026-06-08
CREAM-20260608-0193,Richard Brown,richard.brown@email.com,(976)-596-6107,Century 21,Indianapolis,IN,24168,7,51-100,65,A,Daily Scraper,2026-06-08
CREAM-20260608-0194,Jennifer Young,jennifer.young@email.com,(894)-238-2686,Keller Williams,Pittsburgh,PA,17232,13,26-50,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0195,Betty Miller,betty.miller@email.com,(311)-514-3991,HomeSmart,Fort Worth,TX,31454,14,1-10,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0196,James Young,james.young@email.com,(758)-582-4171,Realty One Group,Detroit,MI,34750,9,1-10,85,A,Daily Scraper,2026-06-08
CREAM-20260608-0197,Barbara Lewis,barbara.lewis@email.com,(344)-164-5434, ERA Real Estate,San Francisco,CA,41060,14,26-50,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0198,Sandra Smith,sandra.smith@email.com,(318)-540-5734,Keller Williams,Honolulu,HI,23705,7,1-10,71,B,Daily Scraper,2026-06-08
CREAM-20260608-0199,Charles Anderson,charles.anderson@email.com,(765)-997-3759,Compass,Philadelphia,PA,79408,22,100+,75,A,Daily Scraper,2026-06-08
CREAM-20260608-0200,Thomas Brown,thomas.brown@email.com,(223)-453-7809,Berkshire Hathaway,Laredo,TX,27834,13,11-25,98,C,Daily Scraper,2026-06-08
CREAM-20260608-0201,William Clark,william.clark@email.com,(396)-470-3757,Coldwell Banker,Minneapolis,MN,90820,25,51-100,65,B,Daily Scraper,2026-06-08
CREAM-20260608-0202,Sandra Lewis,sandra.lewis@email.com,(895)-515-9233,Keller Williams,Glendale,AZ,51789,10,26-50,93,C,Daily Scraper,2026-06-08
CREAM-20260608-0203,Jennifer Rodriguez,jennifer.rodriguez@email.com,(871)-638-3585,eXp Realty,Denver,CO,71614,1,11-25,60,A,Daily Scraper,2026-06-08
CREAM-20260608-0204,Richard White,richard.white@email.com,(588)-497-2114,HomeSmart,Richmond,VA,76442,25,100+,82,C,Daily Scraper,2026-06-08
CREAM-20260608-0205,Matthew Thompson,matthew.thompson@email.com,(605)-528-4611,Keller Williams,Phoenix,AZ,95427,1,26-50,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0206,Nancy Garcia,nancy.garcia@email.com,(397)-829-9373,Realty One Group,Arlington,TX,95080,7,51-100,90,B,Daily Scraper,2026-06-08
CREAM-20260608-0207,Sandra Perez,sandra.perez@email.com,(631)-582-9571,eXp Realty,Columbus,OH,56140,4,51-100,62,A,Daily Scraper,2026-06-08
CREAM-20260608-0208,Michael Anderson,michael.anderson@email.com,(901)-418-9593,Redfin,San Antonio,TX,24640,7,11-25,86,A,Daily Scraper,2026-06-08
CREAM-20260608-0209,Jessica Wilson,jessica.wilson@email.com,(776)-631-6770,Redfin,Jacksonville,FL,80232,25,26-50,67,A,Daily Scraper,2026-06-08
CREAM-20260608-0210,Christopher Martin,christopher.martin@email.com,(761)-209-8558,Realty One Group,Atlanta,GA,90686,20,51-100,69,B,Daily Scraper,2026-06-08
CREAM-20260608-0211,Jessica Gonzalez,jessica.gonzalez@email.com,(967)-303-6480,Keller Williams,Kansas City,MO,98409,15,100+,95,B,Daily Scraper,2026-06-08
CREAM-20260608-0212,Robert Lopez,robert.lopez@email.com,(556)-598-9226, ERA Real Estate,Miami,FL,10997,21,51-100,81,B,Daily Scraper,2026-06-08
CREAM-20260608-0213,Sandra Martinez,sandra.martinez@email.com,(853)-171-4860,Compass,Oakland,CA,56479,4,51-100,85,B,Daily Scraper,2026-06-08
CREAM-20260608-0214,Susan Gonzalez,susan.gonzalez@email.com,(641)-355-4560, ERA Real Estate,Portland,OR,56776,24,51-100,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0215,Linda Gonzalez,linda.gonzalez@email.com,(472)-264-8947,Re/Max,Louisville,KY,80647,25,51-100,72,B,Daily Scraper,2026-06-08
CREAM-20260608-0216,Lisa Clark,lisa.clark@email.com,(945)-214-4871,Better Homes & Gardens,Reno,NV,69871,25,26-50,76,C,Daily Scraper,2026-06-08
CREAM-20260608-0217,David Martin,david.martin@email.com,(729)-468-9072,HomeSmart,Oakland,CA,41084,12,11-25,79,B,Daily Scraper,2026-06-08
CREAM-20260608-0218,Patricia Davis,patricia.davis@email.com,(231)-648-2685,Compass,San Diego,CA,32525,24,1-10,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0219,Thomas Lewis,thomas.lewis@email.com,(646)-206-8145,Coldwell Banker,Louisville,KY,17479,9,1-10,98,B,Daily Scraper,2026-06-08
CREAM-20260608-0220,Nancy Robinson,nancy.robinson@email.com,(276)-443-7420,Sotheby's International,Corpus Christi,TX,54186,14,11-25,64,C,Daily Scraper,2026-06-08
CREAM-20260608-0221,Susan Davis,susan.davis@email.com,(760)-190-8712,eXp Realty,Anaheim,CA,61905,17,51-100,96,B,Daily Scraper,2026-06-08
CREAM-20260608-0222,Daniel Smith,daniel.smith@email.com,(439)-924-4064,Redfin,Santa Ana,CA,52007,11,11-25,97,B,Daily Scraper,2026-06-08
CREAM-20260608-0223,Robert Harris,robert.harris@email.com,(304)-469-2409,Realty One Group,Tucson,AZ,40036,4,100+,73,B,Daily Scraper,2026-06-08
CREAM-20260608-0224,Mark Lopez,mark.lopez@email.com,(845)-115-3056,Re/Max,Tampa,FL,86059,21,1-10,88,B,Daily Scraper,2026-06-08
CREAM-20260608-0225,Betty Walker,betty.walker@email.com,(309)-674-7323,eXp Realty,Glendale,AZ,20020,2,1-10,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0226,Daniel Sanchez,daniel.sanchez@email.com,(962)-505-6534,Century 21,Omaha,NE,68652,6,11-25,62,B,Daily Scraper,2026-06-08
CREAM-20260608-0227,Karen Moore,karen.moore@email.com,(813)-613-2403,Sotheby's International,Jacksonville,FL,30442,10,100+,85,A,Daily Scraper,2026-06-08
CREAM-20260608-0228,Margaret Clark,margaret.clark@email.com,(314)-688-9736,Century 21,Indianapolis,IN,30260,16,1-10,64,A,Daily Scraper,2026-06-08
CREAM-20260608-0229,Barbara Jones,barbara.jones@email.com,(269)-504-2379, ERA Real Estate,Columbus,OH,63642,14,1-10,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0230,Ashley Johnson,ashley.johnson@email.com,(236)-671-7483,Compass,Los Angeles,CA,17621,4,1-10,78,A,Daily Scraper,2026-06-08
CREAM-20260608-0231,Karen Jackson,karen.jackson@email.com,(323)-669-2986,Realty One Group,Fresno,CA,54360,13,1-10,61,B,Daily Scraper,2026-06-08
CREAM-20260608-0232,Jessica Gonzalez,jessica.gonzalez@email.com,(687)-917-5013,Coldwell Banker,Philadelphia,PA,80223,20,26-50,65,A,Daily Scraper,2026-06-08
CREAM-20260608-0233,Nancy Lewis,nancy.lewis@email.com,(420)-396-3421,Exit Realty,Columbus,OH,16673,5,51-100,77,A,Daily Scraper,2026-06-08
CREAM-20260608-0234,Ashley Miller,ashley.miller@email.com,(987)-119-1521,eXp Realty,Minneapolis,MN,84966,8,1-10,77,B,Daily Scraper,2026-06-08
CREAM-20260608-0235,Robert Lee,robert.lee@email.com,(910)-480-9470,Exit Realty,Boston,MA,72061,18,1-10,91,A,Daily Scraper,2026-06-08
CREAM-20260608-0236,Patricia Wilson,patricia.wilson@email.com,(950)-589-4512, ERA Real Estate,Denver,CO,66629,22,51-100,83,A,Daily Scraper,2026-06-08
CREAM-20260608-0237,Joseph Robinson,joseph.robinson@email.com,(487)-616-5363,Century 21,San Diego,CA,16731,14,26-50,67,A,Daily Scraper,2026-06-08
CREAM-20260608-0238,Betty Lopez,betty.lopez@email.com,(784)-945-8280,Compass,Toledo,OH,97215,24,51-100,62,C,Daily Scraper,2026-06-08
CREAM-20260608-0239,Anthony Wilson,anthony.wilson@email.com,(832)-991-9053,Re/Max,Atlanta,GA,54892,10,100+,60,B,Daily Scraper,2026-06-08
CREAM-20260608-0240,Susan Smith,susan.smith@email.com,(333)-467-9034,Exit Realty,Cleveland,OH,69700,10,26-50,90,B,Daily Scraper,2026-06-08
CREAM-20260608-0241,Thomas Williams,thomas.williams@email.com,(805)-931-7619,Exit Realty,Boston,MA,29112,12,26-50,72,A,Daily Scraper,2026-06-08
CREAM-20260608-0242,Jessica Rodriguez,jessica.rodriguez@email.com,(884)-957-1982, ERA Real Estate,Albuquerque,NM,27358,13,1-10,69,B,Daily Scraper,2026-06-08
CREAM-20260608-0243,Anthony Williams,anthony.williams@email.com,(906)-596-8364,Coldwell Banker,Bakersfield,CA,19611,21,51-100,68,B,Daily Scraper,2026-06-08
CREAM-20260608-0244,Betty Robinson,betty.robinson@email.com,(498)-266-7374,Exit Realty,Glendale,AZ,26607,15,26-50,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0245,John Walker,john.walker@email.com,(563)-166-7058,Berkshire Hathaway,Tucson,AZ,82420,7,11-25,73,B,Daily Scraper,2026-06-08
CREAM-20260608-0246,Richard Martinez,richard.martinez@email.com,(334)-416-5560,Re/Max,New York,NY,18285,1,51-100,92,A,Daily Scraper,2026-06-08
CREAM-20260608-0247,Betty White,betty.white@email.com,(849)-469-3921,Redfin,Memphis,TN,56780,23,11-25,62,A,Daily Scraper,2026-06-08
CREAM-20260608-0248,Lisa Smith,lisa.smith@email.com,(656)-367-8560,HomeSmart,Honolulu,HI,61076,13,11-25,60,B,Daily Scraper,2026-06-08
CREAM-20260608-0249,Sarah Smith,sarah.smith@email.com,(942)-883-2910,Coldwell Banker,Jacksonville,FL,86192,23,51-100,95,A,Daily Scraper,2026-06-08
CREAM-20260608-0250,Susan Wilson,susan.wilson@email.com,(722)-189-3106,HomeSmart,Phoenix,AZ,21453,13,100+,83,A,Daily Scraper,2026-06-08
CREAM-20260608-0251,Charles Harris,charles.harris@email.com,(775)-525-6413,Exit Realty,Charlotte,NC,13163,6,11-25,84,A,Daily Scraper,2026-06-08
CREAM-20260608-0252,Joseph Garcia,joseph.garcia@email.com,(648)-267-3541,Keller Williams,New York,NY,20664,7,1-10,83,A,Daily Scraper,2026-06-08
CREAM-20260608-0253,James Lopez,james.lopez@email.com,(761)-130-6225,HomeSmart,Milwaukee,WI,32610,16,26-50,64,B,Daily Scraper,2026-06-08
CREAM-20260608-0254,Matthew Smith,matthew.smith@email.com,(419)-434-5780,Redfin,Nashville,TN,80422,18,51-100,80,A,Daily Scraper,2026-06-08
CREAM-20260608-0255,Charles Martinez,charles.martinez@email.com,(700)-317-4576,HomeSmart,Minneapolis,MN,35450,5,11-25,94,B,Daily Scraper,2026-06-08
CREAM-20260608-0256,Sarah Martinez,sarah.martinez@email.com,(929)-976-3433,Exit Realty,Toledo,OH,49017,9,26-50,86,C,Daily Scraper,2026-06-08
CREAM-20260608-0257,Robert Smith,robert.smith@email.com,(765)-293-8632,Redfin,Austin,TX,67688,3,1-10,79,A,Daily Scraper,2026-06-08
CREAM-20260608-0258,David Gonzalez,david.gonzalez@email.com,(497)-633-4788, ERA Real Estate,Memphis,TN,84514,23,51-100,72,A,Daily Scraper,2026-06-08
CREAM-20260608-0259,Ashley Young,ashley.young@email.com,(867)-708-6061,Realty One Group,Seattle,WA,69115,2,11-25,75,A,Daily Scraper,2026-06-08
CREAM-20260608-0260,Betty Moore,betty.moore@email.com,(574)-901-5031, ERA Real Estate,Detroit,MI,35798,11,100+,81,A,Daily Scraper,2026-06-08
CREAM-20260608-0261,Nancy Moore,nancy.moore@email.com,(755)-223-8385,Sotheby's International,Wichita,KS,62099,13,100+,81,B,Daily Scraper,2026-06-08
CREAM-20260608-0262,Thomas Harris,thomas.harris@email.com,(855)-594-8189,Re/Max,Miami,FL,77633,17,51-100,66,B,Daily Scraper,2026-06-08
CREAM-20260608-0263,John Young,john.young@email.com,(330)-629-3457,Exit Realty,Mesa,AZ,59528,10,26-50,88,B,Daily Scraper,2026-06-08
CREAM-20260608-0264,Elizabeth Jackson,elizabeth.jackson@email.com,(681)-519-4237,eXp Realty,Mesa,AZ,42029,7,26-50,83,B,Daily Scraper,2026-06-08
CREAM-20260608-0265,Sarah Young,sarah.young@email.com,(206)-689-7478,Redfin,Newark,NJ,86614,8,100+,87,C,Daily Scraper,2026-06-08
CREAM-20260608-0266,Sandra Jackson,sandra.jackson@email.com,(462)-905-3074,Coldwell Banker,Bakersfield,CA,64549,0,26-50,63,B,Daily Scraper,2026-06-08
CREAM-20260608-0267,Christopher Miller,christopher.miller@email.com,(475)-390-4572,Re/Max,Milwaukee,WI,76948,0,1-10,90,B,Daily Scraper,2026-06-08
CREAM-20260608-0268,Anthony Davis,anthony.davis@email.com,(370)-483-9250,Sotheby's International,Chula Vista,CA,59294,4,1-10,65,C,Daily Scraper,2026-06-08
CREAM-20260608-0269,Patricia Robinson,patricia.robinson@email.com,(223)-289-6164,Compass,St. Louis,MO,16093,0,51-100,70,C,Daily Scraper,2026-06-08
CREAM-20260608-0270,Anthony Sanchez,anthony.sanchez@email.com,(937)-486-2348,Redfin,Dallas,TX,29884,6,26-50,91,A,Daily Scraper,2026-06-08
CREAM-20260608-0271,Karen Smith,karen.smith@email.com,(995)-305-4161,Keller Williams,San Francisco,CA,80177,17,100+,60,A,Daily Scraper,2026-06-08
CREAM-20260608-0272,William Rodriguez,william.rodriguez@email.com,(933)-735-4242,Berkshire Hathaway,Indianapolis,IN,57724,23,11-25,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0273,John Jackson,john.jackson@email.com,(918)-358-6191,Berkshire Hathaway,Colorado Springs,CO,65058,24,100+,82,B,Daily Scraper,2026-06-08
CREAM-20260608-0274,Robert Garcia,robert.garcia@email.com,(962)-942-5582,HomeSmart,Tulsa,OK,39867,25,1-10,99,B,Daily Scraper,2026-06-08
CREAM-20260608-0275,Linda Jackson,linda.jackson@email.com,(802)-538-2614,Realty One Group,St. Louis,MO,92861,7,11-25,66,C,Daily Scraper,2026-06-08
CREAM-20260608-0276,Richard Thomas,richard.thomas@email.com,(697)-966-7063,Keller Williams,San Francisco,CA,60249,0,26-50,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0277,Lisa Miller,lisa.miller@email.com,(943)-746-1536,eXp Realty,Columbus,OH,57558,17,11-25,67,A,Daily Scraper,2026-06-08
CREAM-20260608-0278,Donald White,donald.white@email.com,(341)-177-3388,Better Homes & Gardens,San Diego,CA,46948,16,11-25,74,A,Daily Scraper,2026-06-08
CREAM-20260608-0279,Mary Lee,mary.lee@email.com,(481)-948-6166,eXp Realty,Fresno,CA,72993,19,100+,72,B,Daily Scraper,2026-06-08
CREAM-20260608-0280,Susan Garcia,susan.garcia@email.com,(284)-922-1707,Compass,Boise,ID,58096,6,100+,86,C,Daily Scraper,2026-06-08
CREAM-20260608-0281,Thomas Garcia,thomas.garcia@email.com,(387)-239-6842,Keller Williams,Irving,TX,76715,7,51-100,64,C,Daily Scraper,2026-06-08
CREAM-20260608-0282,Karen Lewis,karen.lewis@email.com,(986)-987-7988,Keller Williams,Chicago,IL,81375,9,1-10,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0283,Michael Martin,michael.martin@email.com,(788)-796-6352,HomeSmart,Las Vegas,NV,22202,14,51-100,85,A,Daily Scraper,2026-06-08
CREAM-20260608-0284,Anthony Johnson,anthony.johnson@email.com,(280)-973-1575,Redfin,Santa Ana,CA,61619,14,11-25,98,B,Daily Scraper,2026-06-08
CREAM-20260608-0285,William Lewis,william.lewis@email.com,(678)-231-6778,Coldwell Banker,Fort Wayne,IN,12508,12,51-100,100,C,Daily Scraper,2026-06-08
CREAM-20260608-0286,Susan Gonzalez,susan.gonzalez@email.com,(447)-297-4689,eXp Realty,Seattle,WA,26398,13,51-100,86,A,Daily Scraper,2026-06-08
CREAM-20260608-0287,Charles Martin,charles.martin@email.com,(795)-853-9733,HomeSmart,Fresno,CA,12077,4,51-100,73,B,Daily Scraper,2026-06-08
CREAM-20260608-0288,Elizabeth Garcia,elizabeth.garcia@email.com,(405)-454-3649,eXp Realty,Washington,DC,25248,22,26-50,96,A,Daily Scraper,2026-06-08
CREAM-20260608-0289,Anthony White,anthony.white@email.com,(382)-813-9631,eXp Realty,Columbus,OH,82173,4,1-10,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0290,Margaret Gonzalez,margaret.gonzalez@email.com,(568)-934-6173, ERA Real Estate,Tulsa,OK,99479,17,11-25,90,B,Daily Scraper,2026-06-08
CREAM-20260608-0291,Jessica Moore,jessica.moore@email.com,(446)-181-3751,Redfin,Louisville,KY,55425,22,51-100,97,B,Daily Scraper,2026-06-08
CREAM-20260608-0292,Margaret Rodriguez,margaret.rodriguez@email.com,(586)-869-6568,Re/Max,Atlanta,GA,86492,14,11-25,73,B,Daily Scraper,2026-06-08
CREAM-20260608-0293,David Thomas,david.thomas@email.com,(308)-949-2485,Berkshire Hathaway,Washington,DC,27578,2,100+,94,A,Daily Scraper,2026-06-08
CREAM-20260608-0294,Ashley Taylor,ashley.taylor@email.com,(906)-826-3507,Redfin,Tucson,AZ,99733,25,26-50,84,B,Daily Scraper,2026-06-08
CREAM-20260608-0295,Christopher Hernandez,christopher.hernandez@email.com,(910)-282-7819,Compass,Wichita,KS,83099,17,51-100,78,B,Daily Scraper,2026-06-08
CREAM-20260608-0296,Patricia Johnson,patricia.johnson@email.com,(768)-568-7909,Exit Realty,Detroit,MI,29417,20,100+,65,A,Daily Scraper,2026-06-08
CREAM-20260608-0297,Mark Lopez,mark.lopez@email.com,(561)-548-6410,Berkshire Hathaway,Indianapolis,IN,54274,21,1-10,67,A,Daily Scraper,2026-06-08
CREAM-20260608-0298,Sandra Davis,sandra.davis@email.com,(875)-630-9484,Coldwell Banker,Lubbock,TX,96932,18,100+,95,C,Daily Scraper,2026-06-08
CREAM-20260608-0299,Karen Miller,karen.miller@email.com,(691)-978-9665,Century 21,San Jose,CA,32381,19,100+,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0300,Jennifer Sanchez,jennifer.sanchez@email.com,(641)-916-6952,Redfin,Buffalo,NY,47117,10,26-50,99,C,Daily Scraper,2026-06-08
CREAM-20260608-0301,Jessica Thomas,jessica.thomas@email.com,(777)-273-8709,Keller Williams,Oakland,CA,78821,15,100+,74,B,Daily Scraper,2026-06-08
CREAM-20260608-0302,Robert Jones,robert.jones@email.com,(326)-114-5976,Keller Williams,Kansas City,MO,13543,15,51-100,72,B,Daily Scraper,2026-06-08
CREAM-20260608-0303,Matthew Walker,matthew.walker@email.com,(731)-980-7358,Coldwell Banker,Richmond,VA,10971,11,100+,84,C,Daily Scraper,2026-06-08
CREAM-20260608-0304,Sarah Jackson,sarah.jackson@email.com,(359)-254-6985,Sotheby's International,Memphis,TN,51954,18,51-100,69,A,Daily Scraper,2026-06-08
CREAM-20260608-0305,Nancy Harris,nancy.harris@email.com,(596)-508-6076,Exit Realty,Memphis,TN,90705,16,11-25,70,A,Daily Scraper,2026-06-08
CREAM-20260608-0306,Charles Thomas,charles.thomas@email.com,(447)-973-7737,Redfin,Irving,TX,84241,3,26-50,76,C,Daily Scraper,2026-06-08
CREAM-20260608-0307,Linda Martin,linda.martin@email.com,(446)-442-9768,Century 21,Boston,MA,95433,1,26-50,97,A,Daily Scraper,2026-06-08
CREAM-20260608-0308,Sarah Clark,sarah.clark@email.com,(660)-877-1900,Exit Realty,Fort Wayne,IN,18910,9,51-100,88,C,Daily Scraper,2026-06-08
CREAM-20260608-0309,Lisa Anderson,lisa.anderson@email.com,(311)-150-3211,Berkshire Hathaway,Seattle,WA,63778,7,51-100,77,A,Daily Scraper,2026-06-08
CREAM-20260608-0310,Robert Wilson,robert.wilson@email.com,(885)-778-5673,Re/Max,Minneapolis,MN,63201,23,11-25,67,B,Daily Scraper,2026-06-08
CREAM-20260608-0311,Betty Martin,betty.martin@email.com,(923)-862-7621,Sotheby's International,Miami,FL,12764,12,1-10,80,B,Daily Scraper,2026-06-08
CREAM-20260608-0312,Christopher Anderson,christopher.anderson@email.com,(440)-130-4977,Exit Realty,Miami,FL,24706,6,51-100,85,B,Daily Scraper,2026-06-08
CREAM-20260608-0313,Nancy Garcia,nancy.garcia@email.com,(731)-938-3973,Berkshire Hathaway,San Antonio,TX,85964,12,1-10,98,A,Daily Scraper,2026-06-08
CREAM-20260608-0314,Patricia Johnson,patricia.johnson@email.com,(252)-147-4087,Re/Max,Santa Ana,CA,76041,6,51-100,81,B,Daily Scraper,2026-06-08
CREAM-20260608-0315,Daniel Clark,daniel.clark@email.com,(480)-953-3898,Compass,Milwaukee,WI,15073,15,1-10,93,B,Daily Scraper,2026-06-08
CREAM-20260608-0316,Linda Lopez,linda.lopez@email.com,(296)-550-2480,Berkshire Hathaway,Glendale,AZ,88141,12,1-10,92,C,Daily Scraper,2026-06-08
CREAM-20260608-0317,Betty Gonzalez,betty.gonzalez@email.com,(637)-752-8596,Century 21,Bakersfield,CA,73500,21,100+,81,B,Daily Scraper,2026-06-08
CREAM-20260608-0318,Margaret Jones,margaret.jones@email.com,(254)-268-2150,Sotheby's International,Chesapeake,VA,75816,9,1-10,79,C,Daily Scraper,2026-06-08
CREAM-20260608-0319,Michael Miller,michael.miller@email.com,(753)-171-7667,Exit Realty,New York,NY,35676,25,1-10,71,A,Daily Scraper,2026-06-08
CREAM-20260608-0320,Mark Hernandez,mark.hernandez@email.com,(940)-680-9355,eXp Realty,Stockton,CA,30767,5,11-25,77,C,Daily Scraper,2026-06-08
CREAM-20260608-0321,Daniel White,daniel.white@email.com,(899)-565-5381,Exit Realty,San Francisco,CA,54551,25,11-25,73,A,Daily Scraper,2026-06-08
CREAM-20260608-0322,Richard Walker,richard.walker@email.com,(457)-924-8530,Realty One Group,Oakland,CA,22643,5,26-50,75,B,Daily Scraper,2026-06-08
CREAM-20260608-0323,Michael Clark,michael.clark@email.com,(634)-734-4349,Exit Realty,Oklahoma City,OK,54932,9,11-25,87,A,Daily Scraper,2026-06-08
CREAM-20260608-0324,Richard Moore,richard.moore@email.com,(201)-169-2942,Realty One Group,Detroit,MI,61309,23,100+,63,A,Daily Scraper,2026-06-08
CREAM-20260608-0325,Donald Ramirez,donald.ramirez@email.com,(873)-469-9437,Century 21,Colorado Springs,CO,15562,11,26-50,82,B,Daily Scraper,2026-06-08
CREAM-20260608-0326,Betty Rodriguez,betty.rodriguez@email.com,(611)-937-5746,Century 21,Madison,WI,48056,11,51-100,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0327,Karen Ramirez,karen.ramirez@email.com,(584)-776-3359,Sotheby's International,Bakersfield,CA,34544,18,100+,94,B,Daily Scraper,2026-06-08
CREAM-20260608-0328,Nancy Williams,nancy.williams@email.com,(405)-526-7483,HomeSmart,Toledo,OH,84417,6,51-100,93,C,Daily Scraper,2026-06-08
CREAM-20260608-0329,James Thomas,james.thomas@email.com,(902)-417-3504, ERA Real Estate,Spokane,WA,43715,2,11-25,96,C,Daily Scraper,2026-06-08
CREAM-20260608-0330,Jennifer Taylor,jennifer.taylor@email.com,(219)-504-6993, ERA Real Estate,Chula Vista,CA,90839,21,1-10,60,C,Daily Scraper,2026-06-08
